Player,R1,R2,R3,R4,R5,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,Tot
"Angwin, Andrew",-,-,-,-,1,-,-,-,-,-,-,1,-,,,2.0
"Austen, Colin",,,,,,,,-,-,,,,,,,
"Barker, Jack",2,-,-,-,-,-,-,-,-,-,,,1,-,-,3.0
"Bennett, George",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Bohan, Jim",-,-,-,-,-,-,-,-,-,2,-,-,-,-,4,6.0
"Burke, Jack",4,-,1,1,1,1,-,2,1,-,-,-,-,1,-,12.0
"Campbell, Tom",,,,,,,,,,,,1,2,1,-,4.0
"Carmody, Jack",-,-,-,,,2,,,,1,-,1,,1,-,5.0
"Clements, Arthur",,,2,-,,,,,,,,,,-,,2.0
"Culpitt, Wally",-,-,9,6,6,5,3,2,4,4,1,3,,-,,43.0
"Feltscheer, Ken",,,,,-,,,,,,,,,,,
"Fletcher, Norm",-,1,,,,,,,,,,,,,,1.0
"Goldsmith, Gordon",,,,,,,,2,1,-,-,,-,,,3.0
"Goss, Norm",,,,-,-,-,,,,,,,,,,
"Hamilton, Stuart",,,,,,,-,-,,,,,1,,,1.0
"Harris, Ron",-,,,,,,,,,,,,,,,
"Horkings, Reg",-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,2.0
"Jensen, Allan",,,,,,,,,,,,,-,,,
"King, Jack",,,,2,-,2,-,-,-,-,-,-,-,-,-,4.0
"Lahiff, Tommy",1,1,-,2,1,3,1,5,1,3,1,,,1,-,20.0
"Naismith, Albert",1,-,1,1,2,1,1,-,-,,,-,,,1,8.0
"ODonohue, Peter",-,2,,,,,,,,,,,,,,2.0
"OKeefe, Jack",2,-,-,-,-,4,-,-,-,1,1,1,2,-,-,11.0
"Pavey, Bill",-,1,-,-,-,-,,,-,-,-,-,-,-,-,1.0
"Peters, Laurie",,,-,-,,,,,,,,,,,,
"Rogers, Bert",,,,,,,1,,,,,,,,,1.0
"Ryan, Phil",1,-,1,-,-,-,1,-,2,1,1,1,-,1,1,10.0
"Saker, Alan",,,,,-,,-,,,,,,,,,
"Salvas, Lou",,,,,,,,,,,1,-,3,3,-,7.0
"Samblebe, Frank",,,,,,-,-,-,-,-,-,-,,,-,
"Slater, Ken",,,,,,,,,,-,-,1,1,3,1,6.0
"Story, Alan",,,,,,,,,,,,,1,-,-,1.0
"Taylor, Laurie",-,-,-,-,-,-,-,-,-,-,-,-,,,,
"Wilks, Don",-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1.0
"Williams, Bob",2,2,3,1,1,2,1,1,2,3,2,1,-,1,-,22.0
"Withers, George",,-,-,,,,,,,,,,,,,
Totals,13,7,17,13,12,20,8,13,11,16,7,10,11,13,7,178.0
Opponent,SK,ES,ME,FI,SM,NM,RI,FO,CA,CW,ES,CA,RI,SM,NM,
