Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,GF,Tot
"Arnott, Simon",,,,1,-,2,1,-,3,-,-,,,,,,,,,,,2,-,,,9.0
"Barry, Leo",,,,,,,,,,2,1,,1,,,,,,,2,2,,,,,8.0
"Bayes, Mark",,,,,,,,,,,,,,,,,,-,2,1,3,1,-,1,-,8.0
"Carey, Stefan",,,,,,1,1,,,,,,,,,,,,,5,1,,,,,8.0
"Chapman, Wade",-,4,5,7,1,6,1,-,-,1,5,2,,,,,,,,,,2,,2,-,36.0
"Crawford, Justin",,,,,-,1,1,,,,,,,,-,,,1,,-,,,2,,,5.0
"Cresswell, Daryn",3,2,1,-,2,1,2,2,-,1,7,3,6,1,1,,4,2,2,3,3,3,3,1,3,56.0
"Direen, Scott",-,1,-,2,,,,,,,,,2,1,1,1,2,-,1,3,1,,,,,15.0
"Dunkley, Andrew",-,2,-,3,-,3,1,2,2,3,2,-,-,-,-,-,-,-,3,1,3,-,4,-,-,29.0
"Dyson, Kevin",2,1,1,1,4,1,5,1,3,1,3,2,,3,1,1,,,5,1,2,2,2,6,4,52.0
"Filandia, Peter",1,3,5,3,3,1,2,2,2,,,,,,,,,3,-,-,1,,,,,26.0
"Garlick, Simon",,,,,,,2,1,2,1,1,2,1,2,2,3,6,3,1,2,1,3,2,2,2,39.0
"Grant, Shannon",-,-,1,1,-,-,2,6,1,1,2,4,1,2,-,4,2,3,5,3,1,-,-,3,1,43.0
"Gray, Troy",,,-,1,,,,,,,,,,,,1,1,,,,,,,,,3.0
"Heuskes, Adam",-,-,1,-,,,,-,2,2,1,1,2,2,-,1,1,2,-,-,3,2,1,1,1,23.0
"Kelly, Paul",2,2,1,1,3,2,4,-,4,5,2,3,6,3,4,3,2,-,2,4,-,4,4,2,7,70.0
"Kickett, Derek",2,2,3,3,1,1,5,1,-,-,2,4,4,2,1,3,3,4,2,-,1,3,-,3,3,53.0
"King, Clinton",,,,,,,,,,,,1,,,,2,1,2,1,,,,,,,7.0
"Lewis, Dale",1,-,-,,,,,,,1,3,5,5,1,,,,,,,,3,3,1,3,26.0
"Lockett, Tony",1,3,-,1,1,1,2,-,1,1,1,2,1,2,1,-,,-,-,1,-,,,2,-,21.0
"Luff, Troy",,,1,2,2,3,3,-,-,2,2,2,2,1,2,2,3,2,1,-,2,1,1,2,2,38.0
"Maxfield, Stuart",2,4,1,-,-,2,3,2,4,2,3,1,3,7,6,3,2,3,1,5,,-,4,4,4,66.0
"McPherson, Daniel",,,,,2,-,1,-,-,-,-,1,3,2,-,1,3,-,1,,,3,3,1,1,22.0
"McRae, Dean",-,-,,,,-,,,,,,,,,,,,,,,,,,,,
"Mooney, Jason",,,,,,,,,,,,-,1,4,-,3,1,1,-,1,3,2,-,-,4,20.0
"Myles, Dion",,,,,,,,,,,,,,,,-,1,,,,,,,,,1.0
"Nicks, Matthew",,,3,2,1,,1,-,1,,,,,,,,,,,,,,,,,8.0
"OBrien, Craig",-,-,-,,3,-,,,-,-,,-,4,1,1,3,2,,,,2,-,1,2,-,19.0
"OLoughlin, Michael",-,1,-,1,2,2,2,2,-,2,-,2,4,1,1,-,4,3,5,3,3,2,1,3,1,45.0
"Rocca, Anthony",-,1,1,2,-,,,,,,-,2,,1,-,,1,,,,,,,,,8.0
"Roos, Paul",-,2,,-,1,2,-,2,-,1,2,1,1,1,1,2,1,-,1,2,-,-,-,3,1,24.0
"Rose, Gavin",-,-,,,,,,-,,,,1,-,,,,,1,,,,,,,,2.0
"Seymour, Brad",-,1,2,3,3,-,1,1,-,-,-,,2,1,-,2,-,2,2,1,1,1,3,3,-,29.0
"Stafford, Greg",1,1,1,2,1,1,-,-,1,1,1,,3,1,-,-,-,,1,,1,-,2,3,-,21.0
Totals,15,30,27,36,30,30,40,22,26,27,38,39,52,39,22,35,40,32,36,38,34,34,36,45,37,840.0
Opponent,AD,FR,CW,RI,HW,ES,ME,WC,BB,FI,NM,FO,CA,GE,SK,AD,FR,ME,RI,HW,ES,WC,HW,ES,NM,
