Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Angwin, Ryan",,,,,,13,3,6,6,7,7,5,5,1,53.0
"Ash, Lachie",10,4,10,11,4,11,5,8,14,8,11,15,6,9,126.0
"Bedford, Toby",,,,,,,4,5,7,3,10,11,11,5,56.0
"Briggs, Kieren",,,,,,,,,,8,4,5,5,6,28.0
"Brown, Callum",,,,,,,6,4,3,,5,3,4,5,30.0
"Buckley, Jack",4,10,5,4,5,12,7,6,1,9,3,6,6,3,81.0
"Cadman, Aaron",,,,,2,2,-,-,5,1,-,-,,3,13.0
"Callaghan, Finn",10,10,8,8,8,9,15,12,6,10,11,12,13,10,142.0
"Coniglio, Stephen",12,18,12,12,16,18,11,14,17,10,11,8,11,13,183.0
"Cumming, Isaac",9,7,7,5,4,10,5,4,,,,,,,51.0
"Daniels, Brent",3,4,8,9,,8,5,10,13,10,8,-,,,78.0
"Fahey, Josh",,,,,,,,,,,-,1,3,,4.0
"Fleeton, Cameron",,,,,,,,,3,6,,,,,9.0
"Flynn, Matt",5,10,6,6,8,5,4,8,7,,,,,,59.0
"Green, Tom",18,13,19,18,24,,16,17,19,16,12,22,12,23,229.0
"Greene, Toby",6,7,2,5,11,7,11,,,6,4,6,9,5,79.0
"Hamilton, Cooper",,11,7,4,8,,,,,,,,,,30.0
"Haynes, Nick",2,5,7,7,5,9,7,11,7,-,,,5,3,68.0
"Himmelberg, Harry",-,4,3,2,6,13,6,5,7,4,,3,10,7,70.0
"Hogan, Jesse",6,4,3,5,5,4,5,7,5,6,5,4,8,,67.0
"Idun, Connor",12,9,8,6,10,7,7,15,11,9,7,9,7,3,120.0
"Keeffe, Lachlan",,,,,,,,,,,4,3,-,3,10.0
"Kelly, Josh",14,,12,15,8,21,14,21,15,13,,,,16,149.0
"Kennedy, Adam",3,2,,3,4,2,,,,,,,,,14.0
"Lloyd, Daniel",6,7,6,5,3,,,7,11,,7,5,9,7,73.0
"OHalloran, Xavier",,,,,5,6,7,7,4,4,6,7,10,8,64.0
"Peatling, James",3,-,4,,5,4,8,1,12,3,5,,,,45.0
"Perryman, Harry",1,,,,,14,9,11,8,5,6,13,7,7,81.0
"Riccardi, Jake",4,6,-,6,,,,,,6,-,7,1,3,33.0
"Rowston, Harry",,4,7,2,4,1,3,,,,,,-,,21.0
"Stone, Conor",,2,1,1,,,,,,,,,,,4.0
"Taylor, Sam",3,8,9,9,12,3,,,,,,,,3,47.0
"Ward, Callan",19,16,10,11,10,7,,5,3,8,4,12,14,6,125.0
"Wehr, Jacob",7,2,,,,,,,,,,,,,9.0
"Whitfield, Lachie",10,,13,4,8,8,10,10,15,20,7,14,5,7,131.0
Totals,167,163,167,158,175,194,168,194,199,172,137,171,161,156,2382.0
Opponent,AD,WC,CA,ES,HW,BL,SY,WB,CW,SK,GE,RI,NM,FR,
