Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,PF,GF,Tot
"Angus, George",-,-,-,-,-,-,-,,,,,-,,,,-,-,-,-,3,1,4.0
"Baxter, Tom",-,3,2,1,1,1,-,1,-,-,-,-,-,1,-,-,3,2,-,-,-,15.0
"Burleigh, Wal",-,,,,,,,,,,,,,,,,,,,,,
"Campbell, Sam",-,,,,,,,,,,,,,,,,,,,,,
"Crisp, Roy",,,,,,,,,,,,,-,,,,,,,,,
"Daykin, Richard",,1,-,-,,,,-,1,-,1,-,-,-,-,,1,-,-,-,1,5.0
"Duff, Andy",-,,-,,,,,,,,,,,,,,,,,,,
"Dummett, Alf",,,,,,,,,,,,,,-,,,,,,,,
"Freeman, Artie",-,,,,,,,,,,,,,,,,,,,,,
"Gibb, Percy",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,1,-,-,-,1,2.0
"Gilchrist, Paddy",,,,,,,,,,,,,1,1,-,2,-,-,4,2,1,11.0
"Hackett, Charlie",,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,
"Harper, Ned",,,,,,,-,,,,,,,,,,,,,,,
"Heatley, Bill",-,-,,-,1,1,-,-,-,1,-,-,-,1,,-,-,-,,,,4.0
"Herbert, Marshall",-,1,1,-,-,-,2,3,1,-,-,-,,,-,,,,,,,8.0
"Hughes, Les",,-,1,-,1,-,-,1,-,,-,1,1,3,,1,,,1,-,-,10.0
"Jackson, Jim",,,-,,1,,-,,,-,,,,,,-,,,,,,1.0
"Jones, Horrie",,,,,-,-,,-,-,-,-,-,,,-,-,,,,,,
"Lee, Dick",3,3,6,2,3,3,4,-,3,1,2,2,2,2,2,3,2,2,6,3,4,58.0
"Lumsden, Ernie",,,,,,,,,,,-,-,,,,,,,,,,
"McDougall, Bertie",-,,,,,,,,,,,,,,,,,,,,,
"McHale, Jock",1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3.0
"McIvor, Duncan",,,,,,,,,,,,,,,,,,-,-,-,-,
"Norris, Charlie",,,,,,,,,,-,,1,-,1,1,1,-,-,-,-,-,4.0
"ODonoghue, Dave",,,-,,,-,-,-,,-,-,,-,-,-,,,,,,,
"Oliver, Norm",-,-,-,-,-,-,-,-,-,,,,-,-,-,1,-,-,-,-,-,1.0
"Rowell, Ted",,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,
"Ryan, Dave",1,1,2,-,2,3,-,-,1,-,1,2,1,-,3,-,-,-,1,-,-,18.0
"Sadler, Jim",,-,,-,-,-,,-,-,-,-,-,-,-,-,,-,,-,-,-,
"Scaddan, Joe",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Shorten, Jack",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Strachan, Bob",,,,,,,,,,,,,,,,,3,-,,,,3.0
"Vernon, Dick",-,-,1,-,-,-,-,-,-,-,-,,,,1,-,-,-,-,-,1,3.0
"Wilson, Percy",-,4,,1,1,2,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,11.0
Totals,5,13,13,4,10,11,6,6,6,2,4,7,5,9,7,8,10,4,14,8,9,161.0
Opponent,CA,SM,SK,ES,ME,FI,RI,UN,GE,CA,SM,SK,ES,ME,FI,RI,UN,GE,ES,SM,CA,
