Player,R1,R3,R4,R5,R6,R7,R8,R9,R10,R12,R13,R14,R15,R16,R17,R18,Tot
"Baring, Fred",-,-,1,2,-,-,-,,-,1,,,,1,-,-,5.0
"Belcher, Allan",-,-,2,-,1,1,-,1,-,-,1,,-,1,-,-,7.0
"Bowe, Len",-,,-,-,-,-,-,-,-,-,-,-,-,-,-,,
"Chalmers, Wally",-,,,,,,,,,,,,,,,,
"Comber, Charles",,,,,-,,,,,,,,,,,,
"Condon, Jim",,,,,,,,,,1,,-,-,1,2,-,4.0
"Day, Bert",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Day, Harold",,,,,,,,,,,,,,1,,,1.0
"Dinsmore, Bill",-,,,,,,,,,,,,,,,,
"Donald, Bobby",,,,,,,-,-,-,,,,,,,,
"Feehan, Harold",,,,,,-,-,-,-,-,-,-,-,-,-,-,
"Garden, Jack",,,,,,,,,,,1,1,,-,1,-,3.0
"Gove, Cyril",-,-,-,-,-,2,,1,,,,,,,,,3.0
"Hurren, Frank",1,,,,,,,,,,,,,,,,1.0
"King, Neil",,-,,,,,,,,,,,,,,,
"Kirby, Jack",-,,1,1,,,1,1,1,1,2,-,-,,,-,8.0
"Laing, Roy",-,-,-,-,,,,,,,,,,,,,
"Lumsden, Ernie",2,1,,,,-,,,,,,,,,,,3.0
"Martyn, Percy",,,,,,2,2,-,1,,,-,,-,-,,5.0
"McIntosh, Fred",-,,-,-,-,-,-,-,-,-,-,-,1,,-,-,1.0
"Moore, Flurence",,,,,,,,,-,-,-,-,,-,1,1,2.0
"Nankervis, Vic",,,,,,,,,,,,-,-,-,-,-,
"Neate, Harry",,-,,,,,,,,,,,,,,,
"OConnor, Alby",,,-,-,-,-,,-,,-,-,-,-,,,,
"Ogden, Percy",-,-,-,1,1,-,-,-,-,-,-,2,2,1,-,-,7.0
"Pollard, Tom",,-,-,-,-,,,1,1,,,,2,,1,,5.0
"Richardson, Ned",,,,,,,,,-,-,-,-,-,-,2,-,2.0
"Rogers, Les",,,,,-,-,-,,,,,,,,,,
"Scott, Bill",,,,,,,,,,,-,-,-,-,,,
"Sewart, Bill",,,,,,-,-,-,-,1,-,-,-,-,-,-,1.0
"Shea, Paddy",-,-,-,-,1,1,2,1,1,-,1,-,1,,3,1,12.0
"Shearer, Bob",,,-,-,1,,,,,,,,,,,,1.0
"Sinclair, Col",,-,1,-,,,,,,,,,-,,,3,4.0
"Wade, Tommy",-,-,-,-,-,,-,,,-,-,,-,-,,-,
"Walker, Bill",,-,3,1,3,3,1,-,1,-,-,-,-,1,-,1,14.0
"Walker, Bob",,1,-,2,-,3,-,-,-,1,-,,,,,,7.0
"Webster, Horrie",-,2,,,1,-,-,-,-,,,,,,,,3.0
"White, Les",-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,
"Wylie, Bill",-,-,,,,,,,,,,,,,,,
Totals,3,4,8,7,8,12,6,5,5,5,5,3,6,6,10,6,99.0
Opponent,CW,FI,CA,SK,SM,GE,ME,RI,CW,FI,CA,SK,SM,GE,ME,RI,
