Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,Tot
"Adams, Taylor",4,2,5,2,3,,-,2,2,4,6,8,4,3,4,3,52.0
"Bianco, Trent",,,,,,,,,,,,,,,,1,1.0
"Cameron, Darcy",-,4,1,,,,,,,1,1,-,-,1,1,-,9.0
"Carmichael, Josh",,,-,,,,,,,,,,,,,,
"Cox, Mason",4,3,,,,,,1,1,-,-,2,2,3,-,-,16.0
"Crisp, Jack",4,4,4,3,2,3,3,4,4,2,3,2,7,1,6,5,57.0
"Daicos, Josh",6,4,4,4,6,1,2,7,1,3,2,4,2,6,4,1,57.0
"Daicos, Nick",5,6,2,4,8,6,2,3,4,2,2,5,2,3,5,5,64.0
"Elliott, Jamie",2,1,1,2,-,3,1,2,3,3,1,,,-,3,-,22.0
"Frampton, Billy",,-,2,-,1,4,2,3,,,,-,1,,4,-,17.0
"Ginnivan, Jack",,,,,4,1,3,3,3,-,1,1,,,,,16.0
"Harrison, Harvey",,,,,,,,,,,,-,2,3,-,,5.0
"Hill, Bobby",5,2,3,3,3,2,1,1,1,4,2,3,2,2,-,2,36.0
"Hoskin-Elliott, Will",2,2,1,1,5,3,2,3,1,5,-,-,2,-,3,-,30.0
"Howe, Jeremy",1,,,,,,,,,,,,,1,-,-,2.0
"Johnson, Ash",,,1,3,3,3,1,-,1,-,1,3,1,2,,1,20.0
"Kelly, Will",,,,,,1,3,,,,,,,,,,4.0
"Kreuger, Nathan",,,,,,1,-,,,,,,,,,,1.0
"Lipinski, Patrick",,,,,,,,,,,,,2,5,4,3,14.0
"Markov, Oleg",,,,1,3,2,1,1,4,1,-,-,2,1,2,2,20.0
"Maynard, Brayden",2,3,2,2,1,3,5,1,4,1,3,2,5,1,2,,37.0
"McCreery, Beau",5,2,4,3,2,2,4,1,3,-,1,-,3,-,4,4,38.0
"McInnes, Reef",-,-,,1,,,,,-,,,,1,,,,2.0
"McStay, Daniel",-,2,2,2,-,,,,,,,,,,,,6.0
"Mihocek, Brody",2,-,2,3,2,2,1,2,-,3,3,5,4,-,2,,31.0
"Mitchell, Tom",2,4,4,2,5,5,5,5,7,3,4,6,2,5,7,6,72.0
"Moore, Darcy",2,4,-,1,1,-,3,2,-,2,1,2,-,1,4,-,23.0
"Murphy, Nathan",-,-,-,3,1,,-,1,-,1,-,-,1,-,1,-,8.0
"Noble, John",5,4,-,3,3,3,2,3,2,1,4,1,1,3,2,2,39.0
"Pendlebury, Scott",2,3,6,6,2,4,,2,1,6,4,4,2,7,4,2,55.0
"Quaynor, Isaac",-,1,3,-,2,3,-,2,-,1,3,2,1,1,-,1,20.0
"Ruscoe, Trey",,,,,,2,,,,,,,,,,,2.0
"Sidebottom, Steele",3,4,4,2,5,5,1,5,2,3,1,,,,,,35.0
"Wilson, Tom",,,,,2,,,,,,,,,,,,2.0
"de Goey, Jordan",6,2,8,6,,5,4,2,7,5,10,6,,,,6,67.0
Totals,62,57,59,57,64,64,46,56,51,51,53,56,49,49,62,44,880.0
Opponent,GE,PA,RI,BL,SK,ES,AD,SY,GW,CA,NM,WC,ME,AD,GC,WB,
