Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,Tot
"Adams, Taylor",71,81,78,72,89,,75,75,82,77,80,76,73,76,79,73,77.0/1432:39
"Bianco, Trent",,,,,,,,,,,,,,,,40,40.0/48:56
"Cameron, Darcy",77,84,58,,,,,,,64,75,79,76,79,84,78,75.5/938:50
"Carmichael, Josh",,,24,,,,,,,,,,,,,,24.0/29:28
"Cox, Mason",52,59,,,,,,67,71,68,76,69,75,77,74,77,69.3/945:47
"Crisp, Jack",78,78,74,72,82,80,80,74,75,80,78,83,81,80,81,88,79.0/1566:32
"Daicos, Josh",92,91,82,84,81,86,87,88,88,80,97,92,84,90,93,85,87.6/1736:22
"Daicos, Nick",86,85,89,86,88,93,87,84,88,88,81,88,94,78,80,80,85.9/1704:58
"Elliott, Jamie",89,85,82,89,86,88,86,88,82,91,90,,,83,79,86,86.0/1493:35
"Frampton, Billy",,100,100,94,76,87,81,77,,,,87,91,,77,76,86.1/1166:53
"Ginnivan, Jack",,,,,77,84,73,31,72,17,76,79,,,,,63.8/625:10
"Harrison, Harvey",,,,,,,,,,,,79,76,65,35,,63.9/316:31
"Hill, Bobby",81,69,73,77,83,65,74,46,75,81,76,71,75,72,69,80,73.0/1447:46
"Hoskin-Elliott, Will",71,73,73,76,81,69,68,74,76,85,74,66,81,75,84,39,72.8/1443:55
"Howe, Jeremy",46,,,,,,,,,,,,,83,50,93,67.1/341:36
"Johnson, Ash",,,65,74,70,82,77,82,79,73,78,81,54,54,,69,72.2/1152:28
"Kelly, Will",,,,,,34,52,,,,,,,,,,43.0/107:39
"Kreuger, Nathan",,,,,,40,12,,,,,,,,,,26.0/64:30
"Lipinski, Patrick",,,,,,,,,,,,,81,82,87,83,83.3/404:58
"Markov, Oleg",,,,41,79,83,77,74,77,76,73,41,30,76,83,87,68.8/1097:42
"Maynard, Brayden",86,82,76,83,83,90,88,78,74,82,82,80,84,81,69,,81.3/1514:00
"McCreery, Beau",72,78,73,83,72,73,83,72,73,70,66,34,75,27,68,71,68.1/1350:54
"McInnes, Reef",38,19,,42,,,,,24,,,,78,,,,40.0/254:30
"McStay, Daniel",95,92,96,81,19,,,,,,,,,,,,77.6/494:49
"Mihocek, Brody",85,75,93,98,91,93,97,100,93,97,92,94,96,90,86,,91.9/1713:53
"Mitchell, Tom",76,76,80,72,73,74,85,72,85,80,75,82,81,82,85,76,78.3/1553:22
"Moore, Darcy",100,93,98,97,98,97,93,97,92,100,100,84,86,96,87,94,94.5/1874:27
"Murphy, Nathan",88,77,84,75,89,,86,94,100,100,100,97,90,100,97,92,91.2/1694:29
"Noble, John",82,79,74,82,79,84,83,84,78,77,73,83,74,84,83,81,80.1/1587:25
"Pendlebury, Scott",82,81,69,73,84,58,,86,58,79,79,85,89,85,88,81,78.5/1459:38
"Quaynor, Isaac",79,82,82,77,88,87,84,85,89,74,85,83,76,84,82,84,82.5/1636:09
"Ruscoe, Trey",,,,,,86,,,,,,,,,,,86.0/107:41
"Sidebottom, Steele",88,82,85,84,83,84,83,88,84,74,10,,,,,,77.1/1055:20
"Wilson, Tom",,,,,48,,,,,,,,,,,,48.0/57:50
"de Goey, Jordan",84,79,91,86,,86,90,83,86,85,82,87,,,,86,85.4/1280:16
Totals,,,,,,,,,,,,,,,,,
Opponent,GE,PA,RI,BL,SK,ES,AD,SY,GW,CA,NM,WC,ME,AD,GC,WB,
