Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,Tot
"Adams, Taylor",8,11,10,7,10,,10,11,13,9,7,9,14,11,130.0
"Cameron, Darcy",3,6,5,,,,,,,2,7,11,10,10,54.0
"Carmichael, Josh",,,2,,,,,,,,,,,,2.0
"Cox, Mason",-,3,,,,,,2,6,2,1,2,2,5,23.0
"Crisp, Jack",11,11,11,6,11,14,9,5,8,6,14,7,15,7,135.0
"Daicos, Josh",11,9,9,13,14,16,18,12,17,9,7,7,5,15,162.0
"Daicos, Nick",14,11,17,20,15,19,8,10,23,15,19,13,14,24,222.0
"Elliott, Jamie",5,8,8,6,6,3,6,4,4,5,3,,,2,60.0
"Frampton, Billy",,1,5,4,6,7,2,2,,,,4,4,,35.0
"Ginnivan, Jack",,,,,3,5,3,-,1,1,6,3,,,22.0
"Harrison, Harvey",,,,,,,,,,,,3,9,4,16.0
"Hill, Bobby",2,6,3,2,2,2,4,2,4,4,8,-,3,3,45.0
"Hoskin-Elliott, Will",6,2,2,6,4,4,4,7,5,3,5,1,6,5,60.0
"Howe, Jeremy",2,,,,,,,,,,,,,6,8.0
"Johnson, Ash",,,6,5,2,4,-,2,4,1,-,4,2,3,33.0
"Kelly, Will",,,,,,1,3,,,,,,,,4.0
"Kreuger, Nathan",,,,,,4,1,,,,,,,,5.0
"Lipinski, Patrick",,,,,,,,,,,,,9,9,18.0
"Markov, Oleg",,,,6,8,9,5,3,5,5,6,1,3,4,55.0
"Maynard, Brayden",6,2,7,9,6,4,6,5,6,5,4,3,8,7,78.0
"McCreery, Beau",7,2,5,8,2,5,4,1,2,4,5,2,3,3,53.0
"McInnes, Reef",1,-,,1,,,,,2,,,,3,,7.0
"McStay, Daniel",2,4,5,6,-,,,,,,,,,,17.0
"Mihocek, Brody",3,2,2,3,9,2,2,1,2,1,-,1,1,2,31.0
"Mitchell, Tom",12,15,18,13,19,15,16,11,23,12,17,20,19,16,226.0
"Moore, Darcy",1,4,2,5,5,7,7,8,7,8,5,5,5,2,71.0
"Murphy, Nathan",1,2,3,3,4,,3,5,3,4,4,7,1,2,42.0
"Noble, John",6,5,6,3,6,4,5,1,8,7,6,3,7,2,69.0
"Pendlebury, Scott",14,13,15,15,15,10,,15,8,9,8,11,12,9,154.0
"Quaynor, Isaac",4,8,9,12,6,5,8,8,4,5,7,3,5,3,87.0
"Ruscoe, Trey",,,,,,2,,,,,,,,,2.0
"Sidebottom, Steele",11,10,9,7,10,11,10,8,12,12,-,,,,100.0
"Wilson, Tom",,,,,3,,,,,,,,,,3.0
"de Goey, Jordan",13,8,12,10,,15,13,9,15,18,13,10,,,136.0
Totals,143,143,171,170,166,168,147,132,182,147,152,130,160,154,2165.0
Opponent,GE,PA,RI,BL,SK,ES,AD,SY,GW,CA,NM,WC,ME,AD,
