Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,Tot
"Adams, Taylor",5,11,3,6,11,,10,9,8,5,10,9,11,7,105.0
"Cameron, Darcy",9,16,5,,,,,,,7,8,15,7,10,77.0
"Carmichael, Josh",,,3,,,,,,,,,,,,3.0
"Cox, Mason",5,6,,,,,,5,8,4,3,10,3,9,53.0
"Crisp, Jack",9,10,10,6,6,11,7,13,7,8,7,3,6,5,108.0
"Daicos, Josh",9,9,14,4,9,7,12,10,6,4,5,9,5,8,111.0
"Daicos, Nick",10,4,8,16,6,7,4,6,10,8,11,5,8,14,117.0
"Elliott, Jamie",1,9,7,8,4,3,6,4,2,5,3,,,5,57.0
"Frampton, Billy",,1,5,5,2,6,5,9,,,,-,4,,37.0
"Ginnivan, Jack",,,,,2,4,6,2,2,1,5,4,,,26.0
"Harrison, Harvey",,,,,,,,,,,,2,4,3,9.0
"Hill, Bobby",2,5,3,5,4,2,3,3,1,4,6,3,3,3,47.0
"Hoskin-Elliott, Will",7,5,3,3,5,1,3,2,4,2,4,1,6,4,50.0
"Howe, Jeremy",1,,,,,,,,,,,,,4,5.0
"Johnson, Ash",,,8,7,3,5,4,4,6,2,4,6,-,2,51.0
"Kelly, Will",,,,,,2,4,,,,,,,,6.0
"Kreuger, Nathan",,,,,,3,-,,,,,,,,3.0
"Lipinski, Patrick",,,,,,,,,,,,,6,9,15.0
"Markov, Oleg",,,,2,8,6,4,4,3,5,3,-,5,5,45.0
"Maynard, Brayden",6,3,8,6,3,6,3,4,6,5,4,3,6,7,70.0
"McCreery, Beau",5,1,4,1,3,5,4,1,3,3,1,2,4,2,39.0
"McInnes, Reef",3,-,,1,,,,,2,,,,5,,11.0
"McStay, Daniel",2,5,8,7,-,,,,,,,,,,22.0
"Mihocek, Brody",4,2,5,8,8,3,3,4,3,4,1,7,3,4,59.0
"Mitchell, Tom",14,16,13,5,12,16,14,8,12,15,6,15,11,10,167.0
"Moore, Darcy",9,8,2,5,7,8,9,7,10,10,4,5,4,2,90.0
"Murphy, Nathan",1,5,6,4,6,,4,3,3,6,4,5,4,3,54.0
"Noble, John",5,6,6,5,2,3,7,8,4,5,3,4,3,3,64.0
"Pendlebury, Scott",10,11,8,7,11,10,,7,2,3,6,9,9,8,101.0
"Quaynor, Isaac",5,3,5,8,8,5,7,5,3,7,12,2,3,7,80.0
"Ruscoe, Trey",,,,,,5,,,,,,,,,5.0
"Sidebottom, Steele",6,11,12,4,5,11,9,9,8,5,2,,,,82.0
"Wilson, Tom",,,,,1,,,,,,,,,,1.0
"de Goey, Jordan",7,8,15,13,,13,15,11,12,13,15,5,,,127.0
Totals,135,155,161,136,126,142,143,138,125,131,127,124,120,134,1897.0
Opponent,GE,PA,RI,BL,SK,ES,AD,SY,GW,CA,NM,WC,ME,AD,
