Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,Tot
"Adams, Taylor",3,2,3,1,2,,4,3,4,2,1,7,4,3,39.0
"Cameron, Darcy",4,5,1,,,,,,,1,4,7,8,3,33.0
"Carmichael, Josh",,,-,,,,,,,,,,,,
"Cox, Mason",5,3,,,,,,4,9,6,3,6,4,2,42.0
"Crisp, Jack",4,4,3,5,3,3,2,2,2,5,2,3,5,2,45.0
"Daicos, Josh",3,3,3,4,6,7,3,5,4,9,3,5,4,6,65.0
"Daicos, Nick",7,4,5,4,7,6,4,1,3,-,3,1,1,2,48.0
"Elliott, Jamie",6,1,3,4,3,6,6,6,4,4,4,,,5,52.0
"Frampton, Billy",,5,6,3,3,3,1,3,,,,3,7,,34.0
"Ginnivan, Jack",,,,,4,3,3,-,2,-,3,2,,,17.0
"Harrison, Harvey",,,,,,,,,,,,3,3,3,9.0
"Hill, Bobby",7,-,2,6,3,3,3,-,4,1,6,2,3,-,40.0
"Hoskin-Elliott, Will",5,7,1,6,3,3,3,5,2,6,3,1,3,4,52.0
"Howe, Jeremy",3,,,,,,,,,,,,,8,11.0
"Johnson, Ash",,,3,6,5,5,1,5,5,3,3,4,1,1,42.0
"Kelly, Will",,,,,,2,4,,,,,,,,6.0
"Kreuger, Nathan",,,,,,1,-,,,,,,,,1.0
"Lipinski, Patrick",,,,,,,,,,,,,-,3,3.0
"Markov, Oleg",,,,2,1,5,4,1,4,6,3,-,1,7,34.0
"Maynard, Brayden",7,2,1,3,9,8,3,3,4,3,8,2,8,6,67.0
"McCreery, Beau",5,1,2,3,3,6,2,1,5,2,3,2,3,-,38.0
"McInnes, Reef",1,1,,1,,,,,3,,,,2,,8.0
"McStay, Daniel",3,6,5,1,-,,,,,,,,,,15.0
"Mihocek, Brody",5,5,4,4,6,3,1,4,2,8,7,11,3,2,65.0
"Mitchell, Tom",3,3,3,3,3,4,3,1,6,3,8,1,3,5,49.0
"Moore, Darcy",5,8,2,4,7,7,6,5,9,11,4,5,8,7,88.0
"Murphy, Nathan",3,2,1,6,6,,3,3,5,2,4,8,6,5,54.0
"Noble, John",7,5,3,4,7,9,7,3,6,7,5,4,6,4,77.0
"Pendlebury, Scott",4,1,-,5,4,4,,3,3,5,4,6,3,1,43.0
"Quaynor, Isaac",2,5,5,6,6,3,3,9,4,3,3,11,8,8,76.0
"Ruscoe, Trey",,,,,,7,,,,,,,,,7.0
"Sidebottom, Steele",5,3,3,3,6,7,5,4,5,3,2,,,,46.0
"Wilson, Tom",,,,,2,,,,,,,,,,2.0
"de Goey, Jordan",8,3,6,2,,5,1,1,6,2,6,1,,,41.0
Totals,105,79,65,86,99,110,72,72,101,92,92,95,94,87,1249.0
Opponent,GE,PA,RI,BL,SK,ES,AD,SY,GW,CA,NM,WC,ME,AD,
