Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,Tot
"Adams, Taylor",8,9,10,10,8,,6,11,7,3,8,14,13,9,9,125.0
"Cameron, Darcy",8,12,5,,,,,,,7,5,12,7,9,5,70.0
"Carmichael, Josh",,,-,,,,,,,,,,,,,
"Cox, Mason",6,9,,,,,,5,13,7,4,12,6,5,3,70.0
"Crisp, Jack",11,11,14,9,11,12,10,15,7,9,7,9,13,7,11,156.0
"Daicos, Josh",16,17,19,10,16,14,13,11,9,18,11,14,12,18,16,214.0
"Daicos, Nick",21,21,16,18,27,21,19,15,18,12,13,17,13,13,17,261.0
"Elliott, Jamie",8,4,9,7,5,8,5,11,9,6,6,,,8,11,97.0
"Frampton, Billy",,8,8,4,3,8,6,11,,,,5,6,,13,72.0
"Ginnivan, Jack",,,,,10,7,7,6,6,-,9,6,,,,51.0
"Harrison, Harvey",,,,,,,,,,,,5,3,5,-,13.0
"Hill, Bobby",8,6,6,8,10,5,5,1,7,4,10,6,6,6,8,96.0
"Hoskin-Elliott, Will",12,12,3,9,8,6,5,10,6,13,7,3,13,6,14,127.0
"Howe, Jeremy",6,,,,,,,,,,,,,14,5,25.0
"Johnson, Ash",,,9,7,7,6,4,4,10,3,5,5,1,3,,64.0
"Kelly, Will",,,,,,4,5,,,,,,,,,9.0
"Kreuger, Nathan",,,,,,1,1,,,,,,,,,2.0
"Lipinski, Patrick",,,,,,,,,,,,,6,11,7,24.0
"Markov, Oleg",,,,3,7,10,9,5,11,7,5,-,3,7,11,78.0
"Maynard, Brayden",13,7,14,16,14,15,15,8,9,8,13,7,17,20,11,187.0
"McCreery, Beau",13,3,8,4,10,10,10,1,8,5,4,4,7,-,7,94.0
"McInnes, Reef",3,1,,1,,,,,2,,,,4,,,11.0
"McStay, Daniel",4,6,11,4,1,,,,,,,,,,,26.0
"Mihocek, Brody",6,8,9,10,8,4,5,9,6,9,8,14,7,6,6,115.0
"Mitchell, Tom",9,12,12,7,9,8,13,11,13,14,12,10,11,11,15,167.0
"Moore, Darcy",12,11,5,8,13,10,16,12,11,17,9,11,8,13,15,171.0
"Murphy, Nathan",5,6,7,11,7,,6,5,8,5,4,7,11,5,7,94.0
"Noble, John",23,14,10,16,18,18,18,20,16,18,11,14,13,12,18,239.0
"Pendlebury, Scott",13,7,9,11,8,11,,16,6,12,15,10,14,15,13,160.0
"Quaynor, Isaac",4,7,7,8,9,6,5,14,10,8,12,15,11,12,9,137.0
"Ruscoe, Trey",,,,,,9,,,,,,,,,,9.0
"Sidebottom, Steele",8,14,15,5,15,19,14,13,13,11,4,,,,,131.0
"Wilson, Tom",,,,,2,,,,,,,,,,,2.0
"de Goey, Jordan",12,4,23,11,,13,11,8,16,9,22,9,,,,138.0
Totals,229,209,229,197,226,225,208,222,221,205,204,209,205,215,231,3235.0
Opponent,GE,PA,RI,BL,SK,ES,AD,SY,GW,CA,NM,WC,ME,AD,GC,
