Player,R1,R2,R3,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,Tot
"Allen, Bill",-,-,-,-,1,1,1,,,,,,,,1,-,4.0
"Armstrong, Charlie",,,,,,,,,-,-,-,,,,,,
"Baquie, Jack",-,-,,,-,-,-,-,1,-,-,-,-,-,-,-,1.0
"Bodington, Bob",,,,,,,,,,,-,-,-,-,,,
"Brunier, Bill",,,,,,,,-,-,-,,-,,,,,
"Chisholm, Eric",,,,,,,,,,,-,-,-,1,,1,2.0
"Connole, Jack",,,1,-,1,-,-,,,,,,,,,,2.0
"Connors, Matt",,,,,,,,-,-,-,,,,,,,
"Coulter, Gordon",1,-,-,-,,,,,,,,1,-,-,-,,2.0
"Cummins, Frank",,,,-,,,,,,,,,,,,,
"Elliman, Dave",,,,,,,,,,,,,,-,-,-,
"Evans, Jack",,,,-,,,,,,,,,,,,,
"Farrow, Alec",,,,,,,,,,,2,,,-,-,-,2.0
"Gibb, Reg",-,-,-,,,,,,,,,,,,,,
"Gray, Alec",-,,-,,-,-,-,-,-,-,,-,-,-,-,-,
"Grigg, Archie",,,,,,,,,,,1,-,,-,,,1.0
"Hall, Cyril",,-,-,-,-,-,-,,-,-,-,,,,,,
"Heinz, George",3,1,1,-,1,3,-,1,1,-,1,,,1,1,1,15.0
"Hore, Bill",,,,,,,,-,-,,,,,,,,
"House, Jack",-,-,-,-,1,-,-,-,-,-,,-,-,-,-,-,1.0
"Huntington, Jack",2,-,1,1,-,-,,1,-,-,,-,-,,,1,6.0
"Huntington, Stan",,,,,,1,1,,,,,,,,1,,3.0
"Johnston, Teddy",1,,,,,,,,,,,,,,,,1.0
"Kenney, Con",-,-,1,,,1,-,,,,-,1,2,,-,,5.0
"Landy, Gordon",,,,,,,,1,,,,,,,,,1.0
"Lilley, Charlie",-,-,,-,,-,-,-,-,-,1,-,-,-,-,-,1.0
"Little, Leo",,,,,,,-,-,-,-,-,,,,1,,1.0
"Love, Bob",-,-,-,1,-,-,-,-,,,,,,,,,1.0
"Love, Percy",-,1,1,,1,-,1,-,-,,,-,1,,,1,6.0
"Matthews, Herb",1,-,-,,-,-,1,1,,1,-,1,1,-,-,-,6.0
"Mawhinney, Alec",,,,,,,,-,-,-,-,-,-,-,-,-,
"McKenzie, Bill",-,-,-,1,-,,1,-,-,,,-,-,-,-,-,2.0
"McLean, Allan",,-,-,-,-,,,,,,,,-,,,,
"McMahon, John",-,,,,-,,,,,-,,,,,,,
"Nichols, Les",,,,,,-,,,,,,,,,,,
"Richardson, Howard",,,,-,,,,,,,,,,,,,
"Salvado, Alex",,-,-,-,1,,,1,,,,,,,,,2.0
"Salvana, Lou",,,,-,-,,,,,1,-,2,-,,,,3.0
"Selover, Harry",,,,,,,,,,,,,,-,2,-,2.0
"Shelton, Bill",,,,,,-,-,,,-,1,-,-,-,,-,1.0
"Tonkin, Eric",1,1,2,2,2,-,2,1,2,,-,,1,-,-,-,14.0
"Walker, George",-,-,-,-,-,-,-,,-,-,-,,,,,,
"Warne-Smith, Ivor",,,,,,,,,1,-,1,-,-,-,-,-,2.0
Totals,9,3,7,5,8,6,7,6,5,2,7,5,5,2,6,4,87.0
Opponent,SK,SM,RI,CA,CW,FI,GE,ES,SK,SM,RI,CA,CW,FI,GE,ES,
