Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Aliir, Aliir",1,1,1,4,1,1,1,-,2,-,1,-,-,1,14.0
"Bergman, Miles",-,1,2,1,-,-,-,1,2,2,-,1,-,-,10.0
"Boak, Travis",,-,1,1,1,1,-,-,-,2,,,1,2,9.0
"Bonner, Riley",,,-,,,,-,-,-,-,1,-,-,-,1.0
"Burgoyne, Jase",,-,,,,,-,,,,,,,,
"Burton, Ryan",1,-,,,1,-,2,-,-,-,-,2,,2,8.0
"Butters, Zak",-,1,1,1,3,2,-,3,1,4,2,1,1,1,21.0
"Byrne-Jones, Darcy",-,-,-,-,1,2,-,1,,1,1,-,-,-,6.0
"Clurey, Tom",,,-,,,,,,,,,,,,
"Dixon, Charlie",-,1,2,-,-,,1,1,,,,,1,-,6.0
"Drew, Willem",-,3,2,1,-,2,-,1,-,1,-,-,3,-,13.0
"Duursma, Xavier",-,-,1,1,3,3,-,,,,,,,,8.0
"Evans, Francis",-,,,,,,,-,1,-,-,,,,1.0
"Fantasia, Orazio",1,1,-,,,,,,,,,,,,2.0
"Farrell, Kane",-,-,2,-,1,-,,,1,1,-,-,1,-,6.0
"Finlayson, Jeremy",,,-,2,2,2,1,-,-,1,-,1,-,1,10.0
"Georgiades, Mitch",1,1,,,,,,,,,,,,,2.0
"Horne-Francis, Jason",1,-,2,3,-,-,3,3,1,2,4,3,1,4,27.0
"Houston, Dan",-,1,2,1,1,1,1,1,1,1,-,-,1,1,12.0
"Jonas, Tom",1,-,1,-,,1,,1,-,1,,,,,5.0
"Jones, Lachie",-,-,-,,,,,,,,2,1,1,,4.0
"Lord, Ollie",,,,,,1,1,,3,-,-,-,,,5.0
"Lycett, Scott",1,1,3,1,2,,,,,2,7,1,2,1,21.0
"Marshall, Todd",-,-,-,4,-,-,,-,-,,,-,2,-,6.0
"McEntee, Jed",,,,-,1,2,-,-,1,-,1,-,-,1,6.0
"McKenzie, Trent",-,,,-,1,-,-,-,2,-,-,-,1,-,4.0
"Mead, Jackson",,,,-,-,,,,-,1,-,,,,1.0
"Narkle, Quinton",,,,,,,,,,,,,,-,
"Powell-Pepper, Sam",3,-,2,-,-,-,-,-,1,-,2,1,2,1,12.0
"Rioli, Junior",1,-,-,-,2,1,-,1,,,-,1,-,,6.0
"Rozee, Connor",1,1,6,1,-,2,2,-,-,2,1,1,1,2,20.0
"Sinn, Josh",,,,,,,,,,,,-,-,-,
"Teakle, Brynn",,,,,,-,1,-,4,,,,,,5.0
"Williams, Dylan",,,,-,1,-,-,3,-,1,-,1,-,-,6.0
"Wines, Ollie",-,3,1,1,2,-,1,-,1,2,1,-,2,1,15.0
Totals,12,15,29,22,23,21,14,16,21,24,23,14,20,18,272.0
Opponent,BL,CW,AD,SY,WB,WC,SK,ES,NM,ME,RI,HW,WB,GE,
