Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Aliir, Aliir",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Bergman, Miles",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Boak, Travis",,On,-,-,-,-,-,-,-,Off,,,-,-,1/1
"Bonner, Riley",,,-,,,,On,-,-,-,-,-,On,On,3/0
"Burgoyne, Jase",,Off,,,,,-,,,,,,,,0/1
"Burton, Ryan",-,-,,,-,-,-,-,-,-,-,-,,-,
"Butters, Zak",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Byrne-Jones, Darcy",-,-,-,On,-,-,-,-,,-,-,-,-,-,1/0
"Clurey, Tom",,,-,,,,,,,,,,,,
"Dixon, Charlie",-,-,-,-,-,,-,-,,,,,-,-,
"Drew, Willem",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Duursma, Xavier",-,-,Off,-,-,-,Off,,,,,,,,0/2
"Evans, Francis",On,,,,,,,On,-,-,On,,,,3/0
"Fantasia, Orazio",Off,-,On,,,,,,,,,,,,1/1
"Farrell, Kane",-,-,-,-,-,-,,,-,-,-,-,-,-,
"Finlayson, Jeremy",,,-,-,-,-,-,-,-,-,-,-,-,-,
"Georgiades, Mitch",-,-,,,,,,,,,,,,,
"Horne-Francis, Jason",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Houston, Dan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Jonas, Tom",-,-,-,-,,-,,Off,-,-,,,,,0/1
"Jones, Lachie",-,-,-,,,,,,,,-,-,-,,
"Lord, Ollie",,,,,,-,-,,-,-,-,-,,,
"Lycett, Scott",-,-,-,-,Off,,,,,-,-,Off,-,-,0/2
"Marshall, Todd",-,-,-,-,-,Off,,-,Off,,,-,-,-,0/2
"McEntee, Jed",,,,-,-,-,-,-,-,-,-,-,-,-,
"McKenzie, Trent",-,,,-,-,-,-,-,-,-,-,-,-,-,
"Mead, Jackson",,,,-,On,,,,On,On,Off,,,,3/1
"Narkle, Quinton",,,,,,,,,,,,,,-,
"Powell-Pepper, Sam",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Rioli, Junior",-,-,-,Off,-,-,-,-,,,-,-,-,,0/1
"Rozee, Connor",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Sinn, Josh",,,,,,,,,,,,On,Off,Off,1/2
"Teakle, Brynn",,,,,,-,-,-,-,,,,,,
"Williams, Dylan",,,,-,-,On,-,-,-,-,-,-,-,-,1/0
"Wines, Ollie",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Totals,,,,,,,,,,,,,,,
Opponent,BL,CW,AD,SY,WB,WC,SK,ES,NM,ME,RI,HW,WB,GE,
