Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Aliir, Aliir",7,3,5,7,4,6,5,1,5,4,9,5,6,13,80.0
"Bergman, Miles",15,10,12,9,7,10,15,5,16,3,8,11,6,2,129.0
"Boak, Travis",,8,5,17,10,12,17,13,9,7,,,13,9,120.0
"Bonner, Riley",,,11,,,,8,16,6,10,11,10,3,8,83.0
"Burgoyne, Jase",,5,,,,,8,,,,,,,,13.0
"Burton, Ryan",16,6,,,7,10,10,12,5,7,4,6,,5,88.0
"Butters, Zak",18,12,7,17,16,17,13,17,17,22,18,20,18,11,223.0
"Byrne-Jones, Darcy",20,12,12,2,4,11,11,9,,8,9,10,3,8,119.0
"Clurey, Tom",,,-,,,,,,,,,,,,
"Dixon, Charlie",5,10,5,1,7,,2,3,,,,,4,3,40.0
"Drew, Willem",13,6,10,7,6,12,9,12,7,9,5,11,7,6,120.0
"Duursma, Xavier",13,12,4,12,5,8,3,,,,,,,,57.0
"Evans, Francis",1,,,,,,,1,9,2,1,,,,14.0
"Fantasia, Orazio",6,8,3,,,,,,,,,,,,17.0
"Farrell, Kane",13,11,12,10,9,8,,,7,8,14,7,9,9,117.0
"Finlayson, Jeremy",,,4,7,6,7,11,8,12,6,10,9,4,7,91.0
"Georgiades, Mitch",8,11,,,,,,,,,,,,,19.0
"Horne-Francis, Jason",16,11,6,7,7,3,8,12,8,10,13,10,6,6,123.0
"Houston, Dan",13,8,9,10,12,13,15,19,16,20,12,13,12,22,194.0
"Jonas, Tom",8,3,3,6,,7,,1,8,3,,,,,39.0
"Jones, Lachie",8,5,7,,,,,,,,4,5,5,,34.0
"Lord, Ollie",,,,,,3,2,,6,7,6,4,,,28.0
"Lycett, Scott",8,4,2,7,-,,,,,2,7,6,5,3,44.0
"Marshall, Todd",7,7,3,3,6,1,,12,-,,,10,6,11,66.0
"McEntee, Jed",,,,7,5,6,8,4,6,4,7,4,10,-,61.0
"McKenzie, Trent",5,,,7,11,10,7,5,5,4,1,6,4,8,73.0
"Mead, Jackson",,,,6,3,,,,7,2,6,,,,24.0
"Narkle, Quinton",,,,,,,,,,,,,,9,9.0
"Powell-Pepper, Sam",13,15,7,10,3,4,10,3,7,10,6,9,4,5,106.0
"Rioli, Junior",7,8,5,3,4,5,8,9,,,4,5,6,,64.0
"Rozee, Connor",19,13,19,12,15,25,12,14,12,15,19,22,13,20,230.0
"Sinn, Josh",,,,,,,,,,,,2,4,3,9.0
"Teakle, Brynn",,,,,,8,3,3,3,,,,,,17.0
"Williams, Dylan",,,,9,4,3,10,17,7,12,8,13,11,11,105.0
"Wines, Ollie",18,11,10,8,15,12,17,11,14,13,9,17,12,12,179.0
Totals,257,199,161,184,166,201,212,207,192,188,191,215,171,191,2735.0
Opponent,BL,CW,AD,SY,WB,WC,SK,ES,NM,ME,RI,HW,WB,GE,
