Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,GF,Tot
"Anderson, George",,,,,,1,1,-,,-,1,2,-,-,,-,,,1,-,6.0
"Angus, George",-,-,-,-,-,-,,-,1,2,1,-,-,2,-,2,-,,,,8.0
"Baxter, Tom",4,2,1,-,3,2,2,1,4,1,1,-,-,,1,1,-,4,3,1,31.0
"Dummett, Charlie",,,,,,,,,,,,,,,,,,1,,,1.0
"Gibb, Percy",1,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,1,-,-,2.0
"Gilchrist, Paddy",2,-,3,1,,,2,-,-,-,2,1,1,-,-,1,-,,2,-,15.0
"Green, Jack",,,,,-,-,-,-,,-,-,,,1,-,-,-,-,-,-,1.0
"Hammond, Billy",,,,,-,-,,,-,,,,,1,,,,,,,1.0
"Heatley, Bill",,-,,-,,,,,,,,,,,,,,,,,
"Holmes, Billy",,,,-,,,,,,,,,,,,,,,,,
"Hughes, Les",1,-,-,-,,,-,,-,-,2,-,-,-,2,1,2,2,1,-,11.0
"Jackson, Jim",-,2,-,-,-,,,,-,-,-,,,,,,,1,,,3.0
"Jones, Horrie",1,,1,-,,,,,-,,,,,,,,,,,,2.0
"Lee, Dick",3,2,,,,1,1,1,3,1,2,,,,,3,2,3,2,1,25.0
"Lumsden, Ernie",-,1,2,-,-,-,,,2,-,,-,-,,-,,,,,,5.0
"McHale, Jock",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"McIvor, Duncan",-,,,-,-,,,,,,,-,-,,-,-,-,-,-,-,
"Minogue, Dan",-,,,,,,,,,,-,1,-,,-,,4,-,-,1,6.0
"Mutch, Alec",-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,,,,,
"Norris, Charlie",-,-,-,,-,-,-,-,,,,,,,,,,,,,
"ODonoghue, Dave",,-,-,-,,,,-,-,,,,,,,,,,,,
"Oliver, Norm",,-,,,-,-,-,,,,,,,,,,,,,,
"Rowan, Paddy",,,,,-,1,-,-,-,-,-,,-,-,-,1,-,-,-,-,2.0
"Rowell, Ted",-,-,-,3,-,,,-,-,-,,,-,-,-,,-,-,1,1,5.0
"Ryan, Dave",-,-,,2,2,1,2,-,,2,-,2,-,-,,4,-,1,1,-,17.0
"Sadler, Jim",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1.0
"Seddon, Mal",,,,,,,,,,,,-,,-,-,-,,,,,
"Sharp, Jim",,,,,,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,
"Sheehan, Jack",,,-,,,,-,,-,,,,,,,,,,,,
"Somer, John",,,-,,,,,,,,,,,,,,,,,,
"Thomas, Eddie",,,,,,,,,,,,1,,-,,-,-,-,-,-,1.0
"Vernon, Dick",,,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,1,-,-,4.0
"Wilson, Percy",1,-,1,1,-,-,2,-,1,-,-,1,1,-,3,1,-,-,-,-,12.0
Totals,14,7,8,7,5,6,10,2,12,7,9,8,2,5,6,14,8,15,11,4,160.0
Opponent,RI,FI,GE,ES,SM,ME,UN,CA,SK,RI,FI,GE,ES,SM,ME,UN,CA,SK,SM,ES,
