Player,R1,R2,R3,R4,R5,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,R18,Tot
"Alexander, Jim",,1,-,-,,,-,,,,,,,,,,1.0
"Anderson, Stan",,,-,,,,,,,,,,,,,,
"Baring, Fred",2,-,,,-,,1,,,-,3,-,,2,-,1,9.0
"Belcher, Allan",-,-,,-,,,,,,,,,,,,,
"Bowe, Len",-,-,1,,-,-,-,-,-,-,-,-,-,-,-,1,2.0
"Collins, Jim",,,,,,-,-,-,-,-,-,-,-,-,1,-,1.0
"Day, Bert",-,-,-,-,-,-,-,,-,-,-,,,,-,-,
"Donald, Bobby",-,-,-,-,,,,-,,,-,,1,-,-,,1.0
"Donaldson, Clyde",1,2,2,1,1,1,-,-,1,-,-,-,-,-,1,-,10.0
"Drinkwater, Bert",-,-,-,-,-,-,-,3,2,4,-,-,2,1,1,-,13.0
"Dunn, Norm",-,,,-,,-,,-,,,,,,,,,
"Dussell, Harry",2,1,2,1,1,-,2,1,1,1,-,1,,-,-,1,14.0
"Farrell, Charlie",1,1,-,-,-,-,2,-,1,,,,1,-,,,6.0
"Fitzmaurice, Tom",-,1,-,1,-,,-,,-,1,-,-,-,2,-,3,8.0
"Giles, Archie",,,,,,,,,,,,,-,-,,,
"Harrison, Jack",,,-,,,,,,,,,,,,,,
"Laidlaw, Col",,,,-,-,-,-,7,1,-,-,-,-,-,1,-,9.0
"Laing, Roy",-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Mann, Arthur",,,-,,,,,,,,,,,,,,
"Martyn, Percy",1,,-,,-,-,-,-,,,-,-,-,-,-,-,1.0
"McDonald, Frank",,,,,,,,,-,1,1,1,2,1,-,,6.0
"McDonald, Paddy",,-,,,1,,,,-,,,,,,,,1.0
"McInerney, Leo",-,-,-,,,,,,,,,,,,,,
"McLear, Jim",,,,,,,,,,,,-,,,,,
"More, Ivan",,,,,,-,,,-,,,,,,,,
"Ogden, Percy",-,1,-,-,1,1,,2,-,1,2,1,1,1,-,1,12.0
"Robertson, Pat",,,,-,,-,-,1,-,-,-,-,-,-,-,-,1.0
"Sullivan, Jimmy",-,-,,,-,,,1,-,-,-,-,-,2,-,-,3.0
"Sutherland, Syd",,1,-,-,-,-,-,-,-,-,1,-,1,,,-,3.0
"Wade, Tommy",,-,-,-,2,,,,,-,,,,,,1,3.0
"Walker, Bob",,,,,,-,-,-,-,-,,-,-,-,1,-,1.0
"Walsh, Dave",1,1,-,1,-,5,1,-,,1,2,1,-,,-,2,15.0
"Wollacott, Bertie",2,,,-,1,1,-,1,,,,,,,,,5.0
Totals,10,9,5,4,7,8,6,16,6,9,9,4,8,9,5,10,125.0
Opponent,RI,CA,FI,SK,SM,GE,CW,ME,RI,CA,FI,SK,SM,GE,CW,ME,
