Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,Tot
"Adams, Taylor",-,-,-,-,-,,-,1,-,-,-,1,-,2.0
"Cameron, Darcy",-,2,1,,,,,,,-,-,3,4,10.0
"Carmichael, Josh",,,-,,,,,,,,,,,
"Cox, Mason",-,-,,,,,,-,1,-,-,1,2,4.0
"Crisp, Jack",1,3,-,-,2,2,1,3,2,-,1,1,1,17.0
"Daicos, Josh",5,-,5,1,4,1,1,2,2,3,2,-,4,30.0
"Daicos, Nick",3,5,4,3,8,4,5,2,8,8,3,6,2,61.0
"Elliott, Jamie",1,-,-,-,-,-,-,-,-,-,1,,,2.0
"Frampton, Billy",,6,5,1,-,-,1,3,,,,3,2,21.0
"Ginnivan, Jack",,,,,1,-,2,-,-,-,-,-,,3.0
"Harrison, Harvey",,,,,,,,,,,,2,-,2.0
"Hill, Bobby",-,-,1,-,-,-,-,-,1,-,-,-,-,2.0
"Hoskin-Elliott, Will",2,-,-,1,1,1,-,1,-,2,-,1,1,10.0
"Howe, Jeremy",2,,,,,,,,,,,,,2.0
"Johnson, Ash",,,-,-,-,-,1,-,-,-,-,-,-,1.0
"Kelly, Will",,,,,,-,-,,,,,,,
"Kreuger, Nathan",,,,,,-,1,,,,,,,1.0
"Lipinski, Patrick",,,,,,,,,,,,,1,1.0
"Markov, Oleg",,,,2,2,2,1,1,2,4,2,-,-,16.0
"Maynard, Brayden",1,1,5,7,2,2,3,3,1,3,5,5,4,42.0
"McCreery, Beau",-,1,1,-,-,1,-,-,-,-,-,-,2,5.0
"McInnes, Reef",-,-,,-,,,,,-,,,,-,
"McStay, Daniel",-,-,1,-,-,,,,,,,,,1.0
"Mihocek, Brody",-,-,-,-,-,-,-,-,-,-,-,-,-,
"Mitchell, Tom",-,3,-,1,-,-,1,1,-,-,-,-,3,9.0
"Moore, Darcy",5,7,3,2,3,3,11,7,5,8,6,6,5,71.0
"Murphy, Nathan",2,1,1,5,4,,5,1,3,2,4,3,1,32.0
"Noble, John",6,6,2,7,5,7,3,6,6,6,3,5,5,67.0
"Pendlebury, Scott",-,-,-,1,-,2,,-,-,1,-,1,6,11.0
"Quaynor, Isaac",1,3,2,3,4,1,2,5,7,2,4,7,5,46.0
"Ruscoe, Trey",,,,,,4,,,,,,,,4.0
"Sidebottom, Steele",-,-,2,1,4,2,2,1,2,3,-,,,17.0
"Wilson, Tom",,,,,-,,,,,,,,,
"de Goey, Jordan",-,-,-,-,,2,4,-,-,1,1,-,,8.0
Totals,29,38,33,35,40,34,44,37,40,43,32,45,48,498.0
Opponent,GE,PA,RI,BL,SK,ES,AD,SY,GW,CA,NM,WC,ME,
