Player,R1,R2,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R3,R15,R16,R17,Tot
"Allard, Gordon",-,-,-,-,-,1,1,-,2,1,1,-,1,-,-,-,,7.0
"Blake, Tom",,,-,,,,,,,,,,,,,,,
"Brown, Harold",,-,,,-,-,,-,-,-,,,-,,,,,
"Campbell, Bob",,,,,,,,,-,,,,,,,,,
"Clarke, Charlie",,,,,,,,-,,,-,-,,-,-,,-,
"Clough, Claude",1,,1,-,1,-,1,,,,-,1,-,-,,-,,5.0
"Curran, Tim",-,-,-,-,,-,-,,-,1,-,,-,,,,,1.0
"Hall, Ted",,,-,-,-,-,1,,,-,-,-,-,,,-,-,1.0
"Harris, Bill",,,,-,-,,,,,,,,,,,,,
"Hogan, Joe",,,,,,,,,,,,,1,-,,,,1.0
"Jackson, Henry",,,,,,,,,,,,,,,,,-,
"Matthews, Bill",-,-,-,-,-,-,,-,-,-,,,,-,-,-,-,
"McCabe, Dick",-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,2.0
"McGrath, Jerry",-,-,,,-,-,,,-,-,-,-,-,,-,-,-,
"McGregor, Billy",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2.0
"Muirhead, Arch",-,-,-,-,-,-,-,-,-,-,1,-,,-,-,-,-,1.0
"OGorman, Michael",,,-,,-,-,-,,,,,,,-,,,,
"OHara, Bill",-,,-,,-,-,-,-,,1,-,-,,1,-,1,-,3.0
"Pearce, Arthur",-,-,-,-,,,-,-,-,-,-,-,1,-,-,-,-,1.0
"Richardson, Bill",,,,,,,,,,,,,,-,-,-,,
"Robertson, Ralph",1,-,-,-,,,-,-,-,-,-,,,,-,-,-,1.0
"Robertson, Val",,,,,,,,,,,,,-,-,-,-,-,
"Rutherford, George",,,,,,,-,,-,,,,,,,,,
"Sandford, Cecil",1,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,1.0
"Scott, Arthur",,,,,,-,-,-,-,-,-,-,1,,-,1,-,2.0
"Smith, Howard",-,-,-,,,,-,-,-,-,-,-,-,-,-,-,1,1.0
"Smith, Jimmy",,,1,-,1,-,-,-,-,-,-,1,-,-,-,-,1,4.0
"Spilcker, George",-,-,,,,,,,,,,,,,,,,
"Stewart, Andy",2,1,-,-,-,-,-,1,-,-,,-,-,1,-,,,5.0
"Stewart, George",,,,,,,,,,,-,-,2,,,,,2.0
"Stewart, Harold",,,,,,,,,,,,,,,,,-,
"Stewart, Walter",,,,,,,,-,,,,,,,,,,
"Strickland, Dave",,-,,,,,,,,,,,,,,,,
"Sutherland, George",3,2,-,2,-,-,1,-,1,1,1,1,1,-,-,,1,14.0
"Warry, Fred",,-,,-,,,,,,,,,,,,,,
"Wawn, Vic",,,,,,,,,,,,,,,,-,1,1.0
"White, Jack",1,,,-,-,-,,,,,,-,,,,,,1.0
"Williams, Gerry",,-,,-,-,-,,-,,,,,,,,,,
"Wilson, Gillie",-,,,,,,,,,,,,,,,,,
Totals,10,3,2,2,2,2,4,1,4,4,3,3,7,2,0,2,5,56.0
Opponent,ME,SM,CA,CW,ES,FI,ME,SM,GE,CA,CW,ES,FI,GE,CW,ME,GE,
