Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,Tot
"Bowey, Jake",7,3,6,7,9,-,8,5,4,5,7,5,,,7,73.0
"Brayshaw, Angus",8,9,8,9,5,8,15,14,11,10,12,11,14,10,9,153.0
"Brown, Ben",3,3,1,,,,,,,,,,,,8,15.0
"Chandler, Kade",5,4,2,8,7,4,8,6,3,5,2,5,4,9,8,80.0
"Fritsch, Bayley",,3,8,4,3,3,4,2,1,3,4,6,1,4,-,46.0
"Gawn, Max",7,1,,,,2,4,6,6,4,9,6,8,5,7,65.0
"Grundy, Brodie",10,9,11,9,13,11,10,2,7,7,11,8,6,7,10,131.0
"Harmes, James",9,7,,,,,2,2,,,7,3,,,9,39.0
"Hibberd, Michael",,,3,2,,12,6,,4,3,5,,1,5,,41.0
"Hunter, Lachie",4,7,10,11,8,14,11,10,6,8,,8,7,12,9,125.0
"Jordon, James",,,8,4,2,11,16,10,4,2,1,,1,5,,64.0
"Langdon, Ed",2,9,11,8,10,12,10,7,11,8,11,10,8,7,11,135.0
"Laurie, Bailey",2,,,,,3,,,,,,,,,,5.0
"Lever, Jake",4,6,7,7,,10,6,5,5,7,4,9,6,9,10,95.0
"May, Steven",,,3,4,-,7,4,2,1,4,2,2,3,1,4,37.0
"McDonald, Tom",5,5,,4,3,,,,,4,2,,,,,23.0
"McVee, Judd",3,4,10,8,4,6,4,7,7,3,6,5,6,5,5,83.0
"Melksham, Jake",-,2,2,,4,,,,,,,,,,1,9.0
"Neal-Bullen, Alex",6,5,5,9,4,3,10,3,6,6,8,7,4,9,6,91.0
"Oliver, Clayton",18,15,14,22,26,13,20,16,16,13,,,,,,173.0
"Petracca, Christian",12,13,13,17,13,11,15,14,12,9,12,15,14,15,17,202.0
"Petty, Harry",5,7,6,5,8,3,,4,3,,,,,3,9,53.0
"Pickett, Kysaiah",4,,,4,3,-,5,3,7,4,2,3,-,4,4,43.0
"Rivers, Trent",9,6,6,12,9,6,9,7,12,3,5,12,10,13,7,126.0
"Salem, Christian",,,,,,,,,,7,11,7,7,7,8,47.0
"Schache, Josh",,,,,,,3,,,,,,,,,3.0
"Smith, Joel",,,,,,,,,,,,2,3,5,3,13.0
"Spargo, Charlie",3,3,-,4,-,,,,6,6,7,5,2,1,,37.0
"Sparrow, Tom",5,14,3,10,6,9,11,7,6,,8,9,8,6,8,110.0
"Tomlinson, Adam",4,3,,,4,,,,,,,5,2,,,18.0
"Turner, Daniel",,,,,,,,1,,,,,,,,1.0
"Viney, Jack",,11,8,11,13,15,8,10,18,8,7,12,19,12,21,173.0
"van Rooyen, Jacob",,,4,6,5,3,2,3,9,3,3,8,4,4,,54.0
Totals,135,149,149,185,159,166,191,146,165,132,146,163,138,158,181,2363.0
Opponent,WB,BL,SY,WC,ES,RI,NM,GC,HW,PA,FR,CA,CW,GE,GW,
