Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Alexander, Jim",,,,,,,,,,,,,,-,
"Baring, Fred",-,,,,-,-,-,-,-,1,-,,,,1.0
"Barr, Sydney",,,,,,,,-,,,,,,,
"Belcher, Allan",,,,,-,-,1,-,1,-,-,-,-,1,3.0
"Bowe, Len",-,-,-,-,-,-,,-,-,-,-,-,-,-,
"Chalmers, Wally",,-,-,1,-,-,,-,,,,,,,1.0
"Coffey, Bill",-,,,,,,,,,,,,,,
"Condon, Jim",-,2,1,2,2,3,-,-,,,,-,1,-,11.0
"Day, Bert",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Donald, Bobby",,,,,-,-,-,,-,-,-,-,1,,1.0
"Drinkwater, Bert",,,,,-,-,-,-,-,-,1,1,-,-,2.0
"Dunn, Norm",-,,,-,,-,-,,1,2,-,-,-,-,3.0
"Fitzmaurice, Tom",,-,1,1,-,-,,,-,-,,-,1,1,4.0
"Furlong, Phil",-,3,-,-,,,-,,,,,,,,3.0
"Gove, Cyril",,,,,,,-,-,,,,,,,
"Greenwood, Tom",,,,,,,,-,,,,,-,,
"Hall, Norm",-,2,2,,-,,1,,,4,2,3,1,-,15.0
"Hanson, Bill",,,,,,,,,1,-,-,,,,1.0
"Hemingway, George",,,,,,,,,,,,,,-,
"Kirby, Jack",,,-,-,,,,,,,,,,,
"Laing, Roy",-,-,-,,,-,-,-,-,-,-,-,-,,
"Lavelle, Jim",,,,,,,,,,,1,,,,1.0
"Martyn, Percy",-,-,-,-,,,,,,,,,,,
"McDonald, Paddy",,,,,,,,-,1,-,-,1,-,,2.0
"McGarity, Jack",,,-,-,,,,,,,,,,,
"McInerney, Leo",2,-,,-,,,-,-,-,-,,-,-,,2.0
"Nankervis, Vic",,,-,,,,,,,,,,,,
"OConnor, Alby",,,,-,-,1,-,,,,,,,,1.0
"Ogden, Percy",2,-,-,,-,-,-,1,-,-,-,1,-,-,4.0
"Phillips, Len",,,,-,-,,-,,,,,,,-,
"Richardson, Ned",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Sawyer, Harry",,-,-,-,-,,,,,,,,,,
"Shea, Paddy",-,1,,-,-,-,2,-,1,-,,1,1,1,7.0
"Sinclair, Col",-,-,-,-,-,-,,,,,,,,,
"Sprague, Eric",,,,,,,,,-,,-,,,-,
"Sullivan, Jimmy",-,-,-,-,-,-,,1,1,-,-,,,,2.0
"Taylor, Jim",,-,,,,,,,,,,,,,
"Walsh, Dave",-,,-,,,,-,1,-,1,-,-,1,-,3.0
"Wollacott, Bertie",,,,,,,,,,,,1,,-,1.0
"Wylie, Bill",-,-,,,,-,,,,,-,-,1,-,1.0
Totals,4,8,4,4,2,4,4,3,6,8,4,8,7,3,69.0
Opponent,RI,SK,GE,CA,FI,SM,CW,RI,SK,GE,CA,FI,SM,CW,
