Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Angwin, Ryan",,,,,,-,-,-,-,-,-,-,Off,On,1/1
"Ash, Lachie",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Bedford, Toby",,,,,,,-,-,-,-,-,-,-,-,
"Briggs, Kieren",,,,,,,,,,-,-,-,-,-,
"Brown, Callum",,,,,,,-,-,Off,,-,-,-,-,0/1
"Buckley, Jack",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Cadman, Aaron",,,,,-,-,Off,Off,-,-,-,-,,-,0/2
"Callaghan, Finn",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Coniglio, Stephen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Cumming, Isaac",-,-,-,-,-,-,-,-,,,,,,,
"Daniels, Brent",-,-,-,-,,-,-,-,-,-,-,Off,,,0/1
"Fahey, Josh",,,,,,,,,,,On,On,-,,2/0
"Fleeton, Cameron",,,,,,,,,-,-,,,,,
"Flynn, Matt",-,-,-,-,-,-,-,-,-,,,,,,
"Green, Tom",-,-,-,-,-,,-,-,-,-,-,-,-,-,
"Greene, Toby",-,-,-,-,-,-,-,,,-,-,-,-,-,
"Hamilton, Cooper",,-,Off,On,-,,,,,,,,,,1/1
"Haynes, Nick",-,-,-,-,-,-,-,-,-,Off,,,-,Off,0/2
"Himmelberg, Harry",-,-,-,-,-,-,-,-,-,-,,-,-,-,
"Hogan, Jesse",-,-,-,-,-,-,-,-,-,-,-,-,-,,
"Idun, Connor",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Keeffe, Lachlan",,,,,,,,,,,-,-,-,-,
"Kelly, Josh",-,,-,-,-,-,-,-,-,-,,,,-,
"Kennedy, Adam",On,-,,-,Off,On,,,,,,,,,2/1
"Lloyd, Daniel",-,-,-,-,-,,,-,-,,-,-,-,-,
"OHalloran, Xavier",,,,,-,-,-,-,-,-,-,-,-,-,
"Peatling, James",-,-,-,,-,-,-,On,-,-,Off,,,,1/1
"Perryman, Harry",Off,,,,,-,-,-,-,-,-,-,-,-,0/1
"Riccardi, Jake",-,-,-,-,,,,,,-,-,-,-,-,
"Rowston, Harry",,-,-,-,On,-,On,,,,,,On,,3/0
"Stone, Conor",,On,On,Off,,,,,,,,,,,2/1
"Taylor, Sam",-,-,-,-,-,Off,,,,,,,,-,0/1
"Ward, Callan",-,-,-,-,-,-,,-,On,On,-,-,-,-,2/0
"Wehr, Jacob",-,Off,,,,,,,,,,,,,0/1
"Whitfield, Lachie",-,,-,-,-,-,-,-,-,-,-,-,-,-,
Totals,,,,,,,,,,,,,,,
Opponent,AD,WC,CA,ES,HW,BL,SY,WB,CW,SK,GE,RI,NM,FR,
