Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Alessio, Steven",5,1,,,,,,,,-,1,8,4,4,4,2,5,10,7,2,8,6,5,6,5,83.0
"Barnard, Paul",,,,,,,,6,8,3,,4,3,,3,6,6,4,9,12,6,10,6,7,,93.0
"Berbakov, Peter",4,1,2,1,6,2,,2,3,2,3,4,4,3,4,1,4,1,,,,,,,,47.0
"Bewick, Darren",,,,,,,1,6,5,1,3,-,,5,3,5,8,4,3,5,5,13,5,12,5,89.0
"Blumfield, Justin",,,,,,,,,,-,,,,,,8,2,2,12,7,4,4,6,,6,51.0
"Calthorpe, David",3,-,3,,4,4,,,,3,,9,2,4,-,2,4,,,,5,4,2,1,,50.0
"Cockatoo-Collins, Che",,6,7,3,3,4,-,6,5,6,3,4,3,9,5,9,10,4,12,2,10,2,3,3,7,126.0
"Cransberg, Peter",,,,,,,,,,,4,4,,,,,,,,,,,,,,8.0
"Cummings, Scott",2,,,,1,2,3,2,3,-,3,2,2,2,,-,3,2,1,,,,,,,28.0
"Daniher, Chris",6,5,7,5,6,3,8,5,,3,8,4,4,11,6,12,,4,1,3,,,,,7,108.0
"Denham, Sean",7,12,13,7,,15,7,10,17,12,10,14,10,15,1,,,,,,,,3,10,11,174.0
"Doolan, Ben",4,11,7,4,8,10,8,5,9,7,10,10,15,9,6,3,7,3,3,,3,6,7,8,8,171.0
"Fletcher, Dustin",2,-,4,2,7,3,2,2,2,-,1,,3,2,1,,2,1,3,2,3,3,-,4,3,52.0
"Fraser, Mark",,,10,7,4,8,4,8,,6,2,,,,,,,,,,,,,,,49.0
"Grenvold, David",,,,,,,5,,,,,,,,,,,,,,,,,,,5.0
"Hardwick, Damien",7,,,4,9,,,,1,,,,6,6,1,6,9,3,9,6,10,3,7,6,9,102.0
"Harvey, Mark",5,1,5,3,,2,4,7,3,1,3,3,1,7,5,2,9,5,3,7,7,-,6,3,7,99.0
"Hills, Paul",5,,,,,,,,,,,,,,,,,,,,,,,,,5.0
"Hird, James",7,11,11,6,8,16,6,12,,2,14,13,9,11,9,8,7,9,8,13,9,14,12,14,8,237.0
"Lloyd, Matthew",,3,2,,1,,,,2,,,,,,,,,,12,3,2,2,2,3,2,34.0
"Long, Michael",4,,,,,,2,,,,,,,,,,,,,,,,,,,6.0
"Lucas, Scott",,,,,4,,2,,,1,,,6,3,1,-,4,6,4,7,4,4,3,,,49.0
"Mercuri, Mark",,14,8,5,15,10,15,13,10,6,9,12,15,10,7,5,13,6,,,7,9,10,1,,200.0
"Misiti, Joe",9,11,9,10,9,6,17,5,12,6,13,6,13,10,3,7,14,6,16,5,,,,10,10,207.0
"Morgan, Danny",,,2,,,,,,,1,,,,,,,13,,,,,,,,,16.0
"OConnor, Ryan",10,8,3,5,5,7,8,6,10,5,-,,,,,,,,,,,,,,,67.0
"ODonnell, Gary",13,11,9,6,9,3,5,3,9,8,8,3,8,6,7,9,3,5,22,6,8,4,8,9,13,195.0
"Olarenshaw, Ricky",,,,,,,,,,,,,,,,,,10,10,9,11,8,12,5,11,76.0
"Prior, Michael",-,-,3,1,4,5,1,1,7,6,2,6,5,1,4,4,3,,,,,,,,,53.0
"Somerville, Peter",6,4,6,10,5,10,2,6,4,7,7,-,6,,,1,,,4,2,2,6,3,5,4,100.0
"Symons, Michael",4,3,6,6,8,7,8,6,5,2,5,16,8,7,2,5,,,,4,,,,,7,109.0
"Thompson, Mark",5,4,10,4,,2,,7,6,4,,,,,,,,,,,,,,,,42.0
"Wallis, Dean",,,,,,,,,,,,4,,5,3,,6,2,7,1,4,5,4,5,-,46.0
"Wanganeen, Gavin",5,2,,4,,,,6,10,4,-,5,4,5,5,4,3,11,1,3,6,7,7,11,8,111.0
"Wellman, Sean",,,,7,3,3,4,,,,,,,,,,,,,2,7,2,,4,5,37.0
"Young, Barry",,8,7,2,8,5,,,2,,,,,,,,,2,13,5,4,14,4,12,6,92.0
Totals,113,116,134,102,127,127,112,124,133,96,109,131,131,135,80,99,135,100,160,106,125,126,115,139,142,3017.0
Opponent,RI,CA,WC,AD,CW,SY,GE,FO,ME,SK,FR,NM,HW,FI,BB,RI,CA,WC,AD,CW,SY,FO,BB,WC,SY,
