Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,Tot
"Amon, Karl",1,-,1,1,1,2,-,-,-,2,-,2,1,1,12.0
"Blanck, James",-,-,,,,,,,-,-,-,-,-,-,
"Bramble, Lachlan",-,-,-,,,,,-,1,-,-,1,-,1,3.0
"Breust, Luke",-,1,-,-,1,-,-,,-,-,1,-,-,-,3.0
"Brockman, Tyler",,,1,-,-,1,1,1,,2,-,3,-,-,9.0
"Butler, Sam",,-,,,,,,,1,3,1,-,-,-,5.0
"Day, Will",1,-,-,1,,,-,-,-,-,-,-,-,1,3.0
"Frost, Sam",-,-,-,-,-,-,-,-,-,-,-,-,,-,
"Grainger-Barras, Denver",,,,,-,-,,,,,,,,,
"Greene, Fergus",-,1,-,1,2,1,1,1,,,,,,,7.0
"Hardwick, Blake",1,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Impey, Jarman",-,-,-,-,-,-,-,-,1,-,1,-,-,-,2.0
"Jiath, Changkuoth",-,-,-,-,1,1,-,,-,,,,,,2.0
"Koschitzke, Jacob",-,-,,,,,,,1,-,-,-,-,-,1.0
"Lewis, Mitch",,,,,,,2,1,-,1,-,3,-,-,7.0
"Long, Ned",,,,,1,1,,,,,,,,,2.0
"Lynch, Max",,,,,,-,,,,,,,,,
"Macdonald, Bailey",,,,,,,,,,,,-,,,
"Macdonald, Connor",-,-,-,-,1,1,,-,,-,-,-,3,-,5.0
"Mackenzie, Cam",1,-,-,-,-,1,,,1,2,1,-,2,-,8.0
"Maginness, Finn",-,-,-,-,,,,,,,,,,,
"Meek, Lloyd",-,-,1,-,-,,,-,-,-,1,-,1,-,3.0
"Mitchell, Seamus",,,,,-,-,1,-,-,1,-,,-,-,2.0
"Moore, Dylan",-,-,2,-,1,-,-,-,-,1,2,2,-,-,8.0
"Morrison, Harry",,,1,-,-,-,1,-,-,,,,,,2.0
"Nash, Conor",-,1,1,-,-,1,-,-,-,2,1,-,-,1,7.0
"Newcombe, Jai",-,-,1,-,1,-,-,2,-,2,-,-,3,-,9.0
"Ramsden, Max",,,,,,,-,,,,,,,,
"Reeves, Ned",-,-,-,-,-,-,-,-,,-,-,-,-,-,
"Scrimshaw, Jack",,,-,-,,-,-,-,,,,-,-,-,
"Sicily, James",-,-,-,1,-,-,-,-,-,1,-,,-,,2.0
"Ward, Josh",-,-,-,-,-,,-,1,,,,,,,1.0
"Weddle, Josh",,,,,,,-,-,-,-,1,-,-,-,1.0
"Wingard, Chad",-,,,1,-,-,1,1,-,,,,,,3.0
"Worpel, James",2,-,-,-,-,-,-,-,-,-,2,-,-,-,4.0
Totals,6,3,8,5,9,9,7,7,5,17,11,11,10,4,112.0
Opponent,ES,SY,NM,GE,GW,AD,WB,FR,ME,WC,SK,PA,BL,GC,
