Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,Tot
"Amon, Karl",20,23,24,18,20,22,18,25,19,23,23,25,20,18,19,317.0
"Blanck, James",7,6,,,,,,,1,10,4,11,4,9,3,55.0
"Bramble, Lachlan",18,22,7,,,,,9,14,24,23,20,14,16,,167.0
"Breust, Luke",11,10,8,16,14,7,9,,7,14,11,15,11,8,10,151.0
"Brockman, Tyler",,,11,5,16,10,11,9,,15,8,15,17,9,,126.0
"Butler, Sam",,3,,,,,,,14,16,15,12,7,7,9,83.0
"Day, Will",22,26,29,22,,,30,26,29,24,30,20,27,29,26,340.0
"Frost, Sam",14,6,19,11,18,13,20,16,12,19,15,8,,9,9,189.0
"Grainger-Barras, Denver",,,,,9,3,,,,,,,,,,12.0
"Greene, Fergus",6,10,10,8,9,10,6,4,,,,,,,11,74.0
"Hardwick, Blake",17,10,23,11,18,22,27,23,24,17,17,25,22,38,12,306.0
"Impey, Jarman",18,23,17,24,14,22,22,15,17,14,26,33,28,29,,302.0
"Jiath, Changkuoth",19,17,21,16,11,21,15,,16,,,,,,,136.0
"Koschitzke, Jacob",4,11,,,,,,,8,7,10,8,6,6,,60.0
"Lewis, Mitch",,,,,,,16,11,6,24,10,20,11,15,9,122.0
"Long, Ned",,,,,10,9,,,,,,,,,,19.0
"Lynch, Max",,,,,,2,,,,,,,,,,2.0
"Macdonald, Bailey",,,,,,,,,,,,10,,,,10.0
"Macdonald, Connor",20,15,16,12,17,15,,12,,14,5,20,28,13,15,202.0
"Mackenzie, Cam",18,12,20,16,5,15,,,14,22,14,12,12,16,,176.0
"Maginness, Finn",12,10,11,10,,,,,,,,,,,5,48.0
"Meek, Lloyd",9,9,8,10,10,,,12,14,18,11,4,14,2,7,128.0
"Mitchell, Seamus",,,,,17,15,11,14,27,19,20,,21,24,17,185.0
"Moore, Dylan",20,23,26,17,23,19,15,19,19,22,31,22,25,17,15,313.0
"Morrison, Harry",,,24,17,18,18,18,24,16,,,,,,24,159.0
"Nash, Conor",12,19,24,10,31,28,26,26,27,30,27,21,25,24,18,348.0
"Newcombe, Jai",19,25,22,15,31,26,24,20,26,24,31,19,28,20,21,351.0
"Ramsden, Max",,,,,,,6,,,,,,,,,6.0
"Reeves, Ned",6,4,9,3,10,4,15,8,,7,7,10,7,7,5,102.0
"Scrimshaw, Jack",,,25,8,,7,10,16,,,,19,19,31,18,153.0
"Sicily, James",30,25,28,14,20,27,26,21,27,30,43,,32,,,323.0
"Ward, Josh",26,19,27,23,20,,20,15,,,,,,,28,178.0
"Weddle, Josh",,,,,,,8,12,15,28,19,25,18,10,23,158.0
"Wingard, Chad",13,,,8,3,16,17,12,8,,,,,,18,95.0
"Worpel, James",29,22,15,18,35,21,25,25,26,27,24,35,30,28,26,386.0
Totals,370,350,424,312,379,352,395,374,386,448,424,409,426,385,348,5782.0
Opponent,ES,SY,NM,GE,GW,AD,WB,FR,ME,WC,SK,PA,BL,GC,CA,
