Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,Tot
"Amon, Karl",-,2,1,1,2,1,-,-,-,-,-,2,1,-,10.0
"Blanck, James",5,5,,,,,,,4,5,3,11,8,10,51.0
"Bramble, Lachlan",1,-,1,,,,,-,-,-,3,1,1,1,8.0
"Breust, Luke",3,-,-,1,3,-,1,,1,-,-,-,-,-,9.0
"Brockman, Tyler",,,2,-,2,1,1,-,,2,-,1,1,2,12.0
"Butler, Sam",,-,,,,,,,-,-,-,1,-,-,1.0
"Day, Will",-,2,3,1,,,1,-,3,-,2,1,3,-,16.0
"Frost, Sam",3,2,5,2,2,7,2,4,6,3,5,3,,8,52.0
"Grainger-Barras, Denver",,,,,4,1,,,,,,,,,5.0
"Greene, Fergus",-,3,3,-,3,3,-,1,,,,,,,13.0
"Hardwick, Blake",4,2,4,5,5,2,5,3,5,2,3,4,2,2,48.0
"Impey, Jarman",-,1,2,2,2,4,1,-,3,2,1,-,1,1,20.0
"Jiath, Changkuoth",4,5,4,2,2,7,2,,4,,,,,,30.0
"Koschitzke, Jacob",-,2,,,,,,,1,1,1,-,1,1,7.0
"Lewis, Mitch",,,,,,,1,1,2,3,2,2,1,2,14.0
"Long, Ned",,,,,1,1,,,,,,,,,2.0
"Lynch, Max",,,,,,3,,,,,,,,,3.0
"Macdonald, Bailey",,,,,,,,,,,,-,,,
"Macdonald, Connor",-,1,-,-,-,-,,-,,1,-,-,-,-,2.0
"Mackenzie, Cam",-,2,-,-,-,-,,,1,-,-,-,-,1,4.0
"Maginness, Finn",-,2,-,1,,,,,,,,,,,3.0
"Meek, Lloyd",1,3,3,-,4,,,8,7,1,1,-,3,-,31.0
"Mitchell, Seamus",,,,,2,-,1,5,2,1,2,,1,1,15.0
"Moore, Dylan",1,2,5,1,-,-,-,-,-,-,4,2,-,-,15.0
"Morrison, Harry",,,-,3,1,-,2,-,-,,,,,,6.0
"Nash, Conor",2,1,2,3,2,2,2,-,-,3,1,-,1,3,22.0
"Newcombe, Jai",1,2,1,1,-,1,1,1,2,-,-,-,1,1,12.0
"Ramsden, Max",,,,,,,1,,,,,,,,1.0
"Reeves, Ned",5,-,3,-,3,2,2,3,,-,5,1,3,1,28.0
"Scrimshaw, Jack",,,6,2,,1,1,2,,,,4,2,4,22.0
"Sicily, James",3,5,4,2,6,5,9,3,4,8,4,,8,,61.0
"Ward, Josh",1,-,1,1,-,,-,2,,,,,,,5.0
"Weddle, Josh",,,,,,,1,4,2,3,1,9,1,2,23.0
"Wingard, Chad",-,,,-,1,1,2,-,1,,,,,,5.0
"Worpel, James",-,1,-,-,-,-,-,-,1,-,3,-,1,-,6.0
Totals,34,43,50,28,45,42,36,37,49,35,41,42,40,40,562.0
Opponent,ES,SY,NM,GE,GW,AD,WB,FR,ME,WC,SK,PA,BL,GC,
