Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,Tot
"Amon, Karl",-,-,-,-,-,-,2,1,-,1,2,-,1,-,1,8.0
"Blanck, James",1,-,,,,,,,-,-,1,1,-,1,4,8.0
"Bramble, Lachlan",1,-,-,,,,,-,-,-,-,-,1,-,,2.0
"Breust, Luke",-,1,2,1,1,1,1,,-,1,1,2,-,-,1,12.0
"Brockman, Tyler",,,-,-,1,-,-,1,,-,-,1,-,-,,3.0
"Butler, Sam",,-,,,,,,,1,-,1,1,-,-,-,3.0
"Day, Will",-,1,-,1,,,1,2,2,1,2,-,1,-,3,14.0
"Frost, Sam",1,4,1,1,-,-,2,2,-,1,1,1,,-,3,17.0
"Grainger-Barras, Denver",,,,,2,1,,,,,,,,,,3.0
"Greene, Fergus",-,-,3,1,1,-,1,1,,,,,,,-,7.0
"Hardwick, Blake",1,-,-,-,-,1,1,-,-,-,-,-,-,1,1,5.0
"Impey, Jarman",1,1,-,-,-,1,1,1,1,-,1,1,1,-,,9.0
"Jiath, Changkuoth",2,2,-,2,1,1,2,,1,,,,,,,11.0
"Koschitzke, Jacob",-,-,,,,,,,-,-,1,-,-,-,,1.0
"Lewis, Mitch",,,,,,,-,1,-,2,2,-,1,-,-,6.0
"Long, Ned",,,,,1,1,,,,,,,,,,2.0
"Lynch, Max",,,,,,-,,,,,,,,,,
"Macdonald, Bailey",,,,,,,,,,,,-,,,,
"Macdonald, Connor",1,-,-,1,-,-,,-,,-,-,-,1,-,1,4.0
"Mackenzie, Cam",-,1,1,2,-,2,,,-,-,2,-,2,-,,10.0
"Maginness, Finn",2,1,-,-,,,,,,,,,,,-,3.0
"Meek, Lloyd",1,1,1,6,1,,,1,-,1,3,-,1,1,2,19.0
"Mitchell, Seamus",,,,,1,1,-,-,1,-,2,,-,-,-,5.0
"Moore, Dylan",-,-,-,1,-,-,1,-,-,-,-,-,1,2,-,5.0
"Morrison, Harry",,,-,1,1,1,-,1,-,,,,,,-,4.0
"Nash, Conor",-,1,2,3,2,4,1,-,-,1,-,2,1,1,3,21.0
"Newcombe, Jai",-,-,2,1,1,2,2,2,1,2,1,1,3,2,1,21.0
"Ramsden, Max",,,,,,,-,,,,,,,,,
"Reeves, Ned",1,1,1,1,1,1,1,2,,2,-,1,2,1,-,15.0
"Scrimshaw, Jack",,,-,-,,-,-,3,,,,-,1,2,-,6.0
"Sicily, James",1,2,1,1,-,2,1,1,1,1,-,,-,,,11.0
"Ward, Josh",1,1,1,2,-,,1,-,,,,,,,-,6.0
"Weddle, Josh",,,,,,,-,-,-,-,-,-,-,-,-,
"Wingard, Chad",-,,,-,-,-,1,-,-,,,,,,-,1.0
"Worpel, James",2,2,2,1,3,1,-,2,2,4,1,3,3,-,1,27.0
Totals,16,19,17,26,17,20,19,21,10,17,21,14,20,11,21,269.0
Opponent,ES,SY,NM,GE,GW,AD,WB,FR,ME,WC,SK,PA,BL,GC,CA,
