Player,R2,R3,R4,R5,R6,R7,R8,R9,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Armstrong, Les",,,-,-,,,-,-,-,-,-,1,,,-,-,1.0
"Brownlees, Tom",-,,,,,,,,,,,,,,,,
"Clemenger, John",,,,1,1,1,-,4,-,3,1,-,-,-,1,1,13.0
"Collins, Basil",-,-,,-,1,1,,-,-,,,,,,,,2.0
"Craven, Harold",-,-,-,,-,-,-,-,-,-,-,-,,-,-,-,
"Eason, Alec",-,1,1,-,1,-,-,1,-,3,-,-,-,-,-,1,8.0
"Gross, Vic",-,,-,,,1,-,-,-,-,,,-,,-,-,1.0
"Hagger, Lloyd",2,-,2,2,3,2,-,-,2,2,1,1,2,3,3,3,28.0
"Healy, Leo",-,-,-,-,-,-,-,,,,-,,,,,,
"Hewitson, Arthur",,,3,-,-,-,,,,,,,,,,,3.0
"Johns, Alwyn",2,-,-,,,,,1,2,1,-,-,1,-,,,7.0
"Jones, Bill",,,,-,-,-,-,,,,,,,,,,
"Jones, Jockie",,-,-,1,2,1,1,1,-,1,-,-,-,1,2,-,10.0
"Kearney, Jim",,,,1,,-,-,-,-,-,-,-,-,-,1,1,3.0
"Kroger, Max",,-,,,,,,,,,,-,,,,,
"Martini, Percy",1,1,1,2,,-,,,,,,,,,,,5.0
"Mathieson, Jim",,,,,-,-,-,-,1,2,,,-,-,1,2,6.0
"McQueen, Phil",-,1,,,,,,,,,,,,,,,1.0
"Mellan, Jim",,,,,,,,2,-,-,-,-,-,-,1,,3.0
"Moulden, Bill",-,-,,,,,-,,,,,-,-,-,-,-,
"Murrell, Jack",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Paterson, Jack",,,-,,-,,,,,,,,,,,,
"Peck, Eric",-,,,,,,,,,-,-,,-,-,-,-,
"Rankin, Bert",-,1,-,-,-,-,-,1,-,1,-,-,-,-,-,2,5.0
"Rankin, Cliff",2,4,2,1,3,3,3,6,-,3,1,2,9,1,2,6,48.0
"Ross, Jack",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Sharland, Wallace",,,,,,,,,,,1,1,2,1,,1,6.0
"Smith, Herbie",-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,
"Stephens, Les",-,-,1,-,-,,,,,,,,,,,,1.0
"Thomas, Stan",-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,2.0
Totals,7,8,10,8,12,9,5,16,5,16,4,5,14,6,11,17,153.0
Opponent,CW,SK,RI,FI,ES,CA,SM,ME,CW,SK,FI,RI,ES,CA,SM,ME,
