Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,Tot
"Baker, Oskar",3,6,7,7,3,6,11,4,4,4,5,9,2,2,,73.0
"Bontempelli, Marcus",3,4,4,1,2,6,5,4,5,3,1,5,4,6,6,59.0
"Bruce, Josh",6,10,4,4,4,,,,,,,,5,,,33.0
"Crozier, Hayden",,10,2,1,,,,,,,,,,,,13.0
"Dale, Bailey",2,2,5,7,-,2,5,4,7,9,2,8,4,4,3,64.0
"Daniel, Caleb",5,4,4,5,2,2,5,8,4,6,3,6,7,2,4,67.0
"Darcy, Sam",1,1,,,,,,,,,,,,,,2.0
"Duryea, Taylor",5,5,,,3,5,4,5,5,4,4,5,3,3,4,55.0
"English, Tim",6,8,8,6,6,3,5,10,4,4,8,12,4,10,3,97.0
"Garcia, Riley",,-,1,,,,,,,,,,,,,1.0
"Gardner, Ryan",,,,,,,,7,3,4,3,7,,,1,25.0
"Hannan, Mitch",1,,,3,1,,,,,,-,,,8,1,14.0
"Johannisen, Jason",2,,7,6,6,1,5,8,7,2,,,,,,44.0
"Jones, Arthur",,,-,2,1,-,3,1,4,-,2,2,-,,,15.0
"Jones, Liam",1,9,4,3,5,7,6,7,4,4,10,3,4,-,,67.0
"Keath, Alex",4,10,7,1,,4,3,4,3,,,,6,7,4,53.0
"Liberatore, Tom",4,3,6,-,3,3,,2,3,3,2,7,2,1,2,41.0
"Lobb, Rory",2,,1,5,2,6,2,1,4,-,3,2,3,4,3,38.0
"Macrae, Jack",4,2,6,4,2,1,2,4,4,3,4,5,10,3,4,58.0
"McComb, Robbie",,-,1,3,,,,,,,,,,,,4.0
"McLean, Toby",1,4,,,-,3,-,,,,,,,,,8.0
"McNeil, Lachlan",,,,,,-,2,-,-,1,3,-,,-,1,7.0
"Naughton, Aaron",5,6,4,5,4,4,5,3,6,4,4,4,2,4,4,64.0
"OBrien, Tim",,,,,7,5,5,,,5,6,6,,2,,36.0
"ODonnell, James",,,,,,,,,-,-,5,4,2,,3,14.0
"Poulter, Caleb",,,,,,,,,,,,,,,3,3.0
"Richards, Ed",3,6,6,8,5,1,7,7,10,5,4,4,,,,66.0
"Scott, Anthony",4,4,2,4,-,2,2,5,3,-,3,1,3,2,4,39.0
"Smith, Bailey",3,6,6,6,,,4,5,4,-,2,2,4,1,2,45.0
"Treloar, Adam",5,,4,-,3,4,4,3,,,,3,2,1,2,31.0
"Ugle-Hagan, Jamarra",3,4,2,5,3,10,3,1,4,4,9,6,6,7,9,76.0
"Vandermeer, Laitham",,,,,,,,,,,,,3,2,3,8.0
"Weightman, Cody",,,,,6,1,1,2,1,6,1,4,4,7,2,35.0
"West, Rhylee",,1,,,,,,,,,,,3,3,1,8.0
"Williams, Bailey",4,6,8,7,2,5,8,2,12,6,3,6,8,5,1,83.0
Totals,77,111,99,93,70,81,97,97,101,77,87,111,91,84,70,1346.0
Opponent,ME,SK,BL,RI,PA,FR,HW,GW,CA,AD,GC,GE,PA,NM,FR,
