Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,Tot
"Baker, Oskar",-,-,-,-,-,-,-,3,-,2,4,2,1,-,,12.0
"Bontempelli, Marcus",6,6,8,11,12,8,6,14,3,5,9,4,8,8,9,117.0
"Bruce, Josh",-,-,-,-,-,,,,,,,,-,,,
"Crozier, Hayden",,-,-,-,,,,,,,,,,,,
"Dale, Bailey",-,-,2,-,1,1,-,-,-,-,4,2,2,-,3,15.0
"Daniel, Caleb",1,3,4,1,3,2,6,5,8,6,8,3,1,2,-,53.0
"Darcy, Sam",-,1,,,,,,,,,,,,,,1.0
"Duryea, Taylor",-,-,,,-,-,1,-,1,-,-,-,1,-,-,3.0
"English, Tim",3,5,3,3,1,3,2,-,1,5,1,4,1,6,4,42.0
"Garcia, Riley",,1,-,,,,,,,,,,,,,1.0
"Gardner, Ryan",,,,,,,,1,-,-,-,-,,,-,1.0
"Hannan, Mitch",-,,,-,-,,,,,,-,,,-,-,
"Johannisen, Jason",-,,-,-,-,-,-,-,2,1,,,,,,3.0
"Jones, Arthur",,,-,-,-,-,1,1,-,1,-,-,-,,,3.0
"Jones, Liam",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
"Keath, Alex",1,-,-,-,,-,-,1,1,,,,-,-,-,3.0
"Liberatore, Tom",7,6,3,7,5,7,,8,13,7,5,7,11,8,9,103.0
"Lobb, Rory",-,,-,1,1,-,-,1,1,1,1,-,2,-,-,8.0
"Macrae, Jack",4,2,3,2,4,14,6,2,3,4,3,5,1,-,9,62.0
"McComb, Robbie",,-,-,1,,,,,,,,,,,,1.0
"McLean, Toby",1,3,,,-,1,-,,,,,,,,,5.0
"McNeil, Lachlan",,,,,,1,-,-,-,-,1,1,,1,-,4.0
"Naughton, Aaron",1,-,-,-,-,-,1,-,-,1,1,-,-,-,1,5.0
"OBrien, Tim",,,,,1,-,-,,,-,-,-,,-,,1.0
"ODonnell, James",,,,,,,,,-,-,-,-,-,,-,
"Poulter, Caleb",,,,,,,,,,,,,,,-,
"Richards, Ed",-,3,-,-,1,-,1,-,-,-,2,2,,,,9.0
"Scott, Anthony",2,1,-,-,1,-,-,-,-,2,-,-,1,1,-,8.0
"Smith, Bailey",2,5,4,5,,,7,3,10,4,2,1,7,3,1,54.0
"Treloar, Adam",6,,9,10,8,4,3,4,,,,4,5,7,5,65.0
"Ugle-Hagan, Jamarra",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Vandermeer, Laitham",,,,,,,,,,,,,-,-,1,1.0
"Weightman, Cody",,,,,1,-,1,-,1,1,-,1,1,2,-,8.0
"West, Rhylee",,-,,,,,,,,,,,1,3,-,4.0
"Williams, Bailey",3,-,2,1,1,2,1,2,-,-,1,1,3,1,5,23.0
Totals,37,36,38,42,40,43,36,45,44,40,42,37,46,42,47,615.0
Opponent,ME,SK,BL,RI,PA,FR,HW,GW,CA,AD,GC,GE,PA,NM,FR,
