Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,Tot
"Amon, Karl",-,-,-,-,1,-,-,-,-,-,-,-,-,1.0
"Blanck, James",1,1,,,,,,,-,1,-,-,-,3.0
"Bramble, Lachlan",1,-,-,,,,,-,-,-,1,-,-,2.0
"Breust, Luke",1,-,-,1,-,1,1,,1,-,1,1,-,7.0
"Brockman, Tyler",,,-,-,-,-,-,-,,-,-,-,1,1.0
"Butler, Sam",,-,,,,,,,-,-,-,1,-,1.0
"Day, Will",-,-,1,1,,,-,1,-,1,-,1,1,6.0
"Frost, Sam",-,-,1,-,2,3,-,-,1,1,-,1,,9.0
"Grainger-Barras, Denver",,,,,-,-,,,,,,,,
"Greene, Fergus",-,-,-,1,-,1,-,-,,,,,,2.0
"Hardwick, Blake",1,-,-,1,-,1,-,1,-,-,1,-,-,5.0
"Impey, Jarman",1,1,1,-,-,-,-,-,-,-,-,1,-,4.0
"Jiath, Changkuoth",-,1,-,-,-,1,-,,-,,,,,2.0
"Koschitzke, Jacob",-,1,,,,,,,-,1,3,1,3,9.0
"Lewis, Mitch",,,,,,,3,-,1,3,1,1,1,10.0
"Long, Ned",,,,,-,-,,,,,,,,
"Lynch, Max",,,,,,-,,,,,,,,
"Macdonald, Bailey",,,,,,,,,,,,1,,1.0
"Macdonald, Connor",-,-,-,-,-,-,,-,,1,1,-,-,2.0
"Mackenzie, Cam",1,-,-,-,-,-,,,-,-,-,-,-,1.0
"Maginness, Finn",-,-,-,-,,,,,,,,,,
"Meek, Lloyd",-,-,-,-,-,,,4,1,1,2,1,2,11.0
"Mitchell, Seamus",,,,,1,-,-,1,-,-,-,,-,2.0
"Moore, Dylan",-,-,-,-,1,-,-,-,-,-,-,-,-,1.0
"Morrison, Harry",,,-,-,-,-,-,-,-,,,,,
"Nash, Conor",-,-,-,-,-,-,-,-,1,-,-,-,-,1.0
"Newcombe, Jai",1,-,1,-,2,-,-,-,1,-,1,-,-,6.0
"Ramsden, Max",,,,,,,-,,,,,,,
"Reeves, Ned",-,-,-,-,4,-,2,-,,-,-,1,1,8.0
"Scrimshaw, Jack",,,1,-,,-,1,-,,,,2,1,5.0
"Sicily, James",2,-,3,1,2,1,1,1,2,1,4,,2,20.0
"Ward, Josh",-,1,-,-,-,,-,-,,,,,,1.0
"Weddle, Josh",,,,,,,-,1,-,-,-,2,-,3.0
"Wingard, Chad",-,,,-,-,-,-,1,-,,,,,1.0
"Worpel, James",-,-,-,1,-,-,-,-,-,-,-,-,-,1.0
Totals,9,5,8,6,13,8,8,10,8,10,15,14,12,126.0
Opponent,ES,SY,NM,GE,GW,AD,WB,FR,ME,WC,SK,PA,BL,
