Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,Tot
"Battle, Josh",7,9,10,10,17,8,6,11,12,12,9,5,10,126.0
"Butler, Dan",5,8,11,11,5,11,3,4,6,7,8,8,10,97.0
"Byrnes, Ryan",19,2,12,15,10,12,9,13,5,10,13,9,5,134.0
"Bytel, Jack",9,,,2,2,,,2,3,,,,,18.0
"Caminiti, Anthony",4,9,6,4,3,,,,6,3,3,1,4,43.0
"Clark, Hunter",12,14,7,15,12,14,15,10,12,7,1,,,119.0
"Cordy, Zaine",4,9,1,3,1,5,1,,,,,,,24.0
"Crouch, Brad",7,11,18,13,16,6,11,13,14,10,15,15,17,166.0
"Gresham, Jade",11,12,14,7,2,10,13,5,,12,9,10,14,119.0
"Higgins, Jack",6,4,9,14,9,5,7,9,11,6,9,2,7,98.0
"Hill, Bradley",12,13,11,16,12,9,10,17,9,12,12,7,17,157.0
"Howard, Dougal",6,13,11,12,8,8,7,3,7,9,12,8,5,109.0
"King, Max",,,,,,,,,,10,8,7,7,32.0
"Marshall, Rowan",8,10,14,10,16,14,19,13,8,16,14,11,9,162.0
"Membrey, Tim",,,,,,9,9,6,6,,,,,30.0
"Owens, Mitch",10,9,8,9,7,7,8,10,7,4,,14,2,95.0
"Paton, Ben",3,14,3,6,11,8,13,8,6,6,7,,,85.0
"Phillipou, Mattaes",6,4,4,7,8,5,2,5,6,5,5,6,10,73.0
"Ross, Sebastian",,17,15,16,10,13,13,6,11,9,11,10,16,147.0
"Sharman, Cooper",,,,,,,,12,4,,6,2,3,27.0
"Sinclair, Jack",18,22,14,22,18,21,22,12,15,26,13,21,21,245.0
"Steele, Jack",17,15,,,,10,10,10,9,12,5,8,5,101.0
"Stocker, Liam",10,13,8,15,10,9,12,19,10,14,9,11,8,148.0
"Wanganeen-Milera, Nasiah",17,15,15,22,15,13,16,20,13,19,22,20,18,225.0
"Webster, Jimmy",9,,10,,,,,,,6,11,12,10,58.0
"Wilkie, Callum",14,11,15,14,19,7,15,18,10,16,12,17,16,184.0
"Windhager, Marcus",,-,5,9,3,3,1,,,,,10,12,43.0
"Wood, Mason",15,15,21,14,14,13,16,11,11,11,10,10,12,173.0
Totals,229,249,242,266,228,220,238,237,201,242,224,224,238,3038.0
Opponent,FR,WB,ES,GC,CW,CA,PA,NM,AD,GW,HW,SY,RI,
