Player,R1,R3,R4,R5,R6,R7,R8,R9,R10,R12,R13,R14,R15,R16,R17,R18,Tot
"Bayliss, George",3,4,,-,,,,2,,1,,-,-,,,,10.0
"Brady, Rob",-,,,,,,,,,,,,,,,,
"Brunning, Herbie",-,,,,,,,,,,,,,,,,
"Connors, Matt",,,,,,-,,,,,,,-,1,-,2,3.0
"Dobrigh, Leo",,,,,,,,,,,,,,-,-,,
"Don, Donald",,-,,,,,,2,2,-,,1,-,-,1,4,10.0
"Fraser, Don",,,,,,4,1,,4,2,-,1,,3,3,-,18.0
"Griffiths, Dave",-,2,1,-,2,,,1,-,-,-,1,,,,,7.0
"Harley, Frank",-,-,1,2,2,1,-,-,2,-,,1,3,2,-,-,14.0
"Harrison, Joe",,,,,,,,,,,-,-,-,1,-,-,1.0
"Hayes, Doug",-,-,-,1,2,-,1,-,-,1,-,2,1,-,-,2,10.0
"Hislop, Gordon",-,-,-,-,-,-,-,-,,,-,,,,,-,
"Hislop, Max",-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,
"Huggard, Frank",,,,,,,,-,-,-,-,1,-,-,-,,1.0
"Hughes, Frank",1,-,,,,,,,,,,,,,,,1.0
"James, Hughie",2,,2,1,-,-,-,1,1,-,-,-,-,1,-,-,8.0
"Karthaus, Jim",,-,-,-,-,-,-,,-,,,,,,,,
"Kight, Arthur",,,,,,,,,,,,,,,,-,
"Lynch, Dave",,,,,2,,,,,,,,,,,,2.0
"MacIsaac, Angus",,,-,-,-,-,-,,,,-,,,,-,,
"MacLeod, Cedric",,,,-,-,,,,,,,,,,,,
"McCaskill, Bob",,,,,,,,-,-,-,-,-,-,-,-,,
"McCormick, John",,,,,,,,,,,-,,,,,,
"McIntosh, Norm",-,-,-,-,-,-,-,-,-,-,1,-,-,,-,-,1.0
"Minogue, Dan",1,-,-,-,-,-,2,-,-,-,1,1,-,-,-,-,5.0
"Morris, Mel",-,,1,,,,,,,,-,3,3,1,2,3,13.0
"Oakley, Loyal",-,,-,,,,,,,,,,,,,,
"Osmond, Keith",,,,,,,,,,-,-,-,-,,,,
"Petzke, Gus",,,,-,-,,,,,,,,,,,,
"Pollock, Harry",,,,,,-,-,-,,,,,,,,,
"Ross, George",,-,,,,,,,,,,,,,,,
"Rush, Kevin",,,,1,1,2,-,-,,,,,,,,-,4.0
"Smith, Jimmy",,,-,-,,-,-,-,-,-,,-,-,,,-,
"Spain, Jim",,,1,,-,,-,-,-,-,,,,,,,1.0
"Taylor, Ernie",-,,-,-,-,-,,,-,-,,,,-,-,-,
"Thorp, Vic",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Threlfall, George",,-,,,,,,,-,,,,,,,,
"Turnbull, Norm",-,1,2,-,,1,-,-,,,1,-,-,1,2,,8.0
"Weatherill, Bob",,-,,,,,,,,,,,,,,,
"Weatherill, George",-,-,-,,,,-,-,2,1,-,,,-,,,3.0
"Wootton, Stan",,,,,-,-,-,,,,,,1,-,,-,1.0
"Wright, Billy",,-,,,,,,,,,,,,,,,
Totals,7,7,8,5,9,8,4,6,11,5,3,11,8,10,8,11,121.0
Opponent,ME,CA,SK,CW,ES,GE,SM,FI,ME,CA,SK,CW,ES,GE,SM,FI,
