Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,Tot
"Bayes, Gavin",,,,,,,,,,,,-,,,,,,,,,,,
"Bower, Brendan",1,,,,,3,2,3,-,,-,2,2,2,1,2,1,-,2,-,-,3,24.0
"Bower, Darren",,,,,,,,,,,,,,3,2,1,,,,,,,6.0
"Burke, Peter",,,,,,,,,1,,,,2,,,,,,,,,,3.0
"Burton, Chris",1,-,3,2,-,-,3,-,1,1,2,-,1,-,1,-,1,1,1,-,-,1,19.0
"Buttifant, David",,,,,,,,,3,1,,,,,,,,,,,,,4.0
"Clark, Simon",-,1,6,2,-,,,-,,,,,-,,2,-,-,-,,,,,11.0
"Cowie, Darryl",1,,,,,,,,,,,,2,1,-,,,,,,,,4.0
"Czerkaski, Peter",2,1,2,-,2,-,2,,,1,4,-,1,2,-,1,,1,,,,,19.0
"Dintinosante, Renato",,,,,,,,,,,,,,,,,,,,,1,-,1.0
"Egan, Phil",1,1,1,-,-,1,-,-,2,1,-,-,-,-,1,5,2,-,-,-,1,-,16.0
"Eustice, Mark",2,-,1,3,1,1,-,1,,,,,-,1,-,1,-,1,1,2,-,1,16.0
"Frangalas, Gary",,,,,,,,,,,3,-,,,,,,,,,,,3.0
"Free, Tony",,,,,,,,,,,,,,,,,,,,-,,,
"Goodwin, Andy",,,,,,,,,,,,,,,,,,,,1,2,1,4.0
"Hogg, Jeff",,4,3,1,1,-,2,1,-,1,,,,-,2,2,-,3,-,1,1,2,24.0
"James, Stephen",-,-,,,,1,,,,2,-,-,,,,-,2,-,2,1,1,2,11.0
"Jess, Jim",,,,,,,-,1,1,-,-,,-,3,-,-,1,-,-,-,-,,6.0
"Laffy, Michael",,2,1,4,1,,,,,,,,,,,,,,,,,,8.0
"Lee, Mark",-,1,2,2,2,-,1,-,1,-,2,-,-,-,,,1,-,-,-,-,2,14.0
"Manton, John",,,,,1,-,1,1,1,-,1,1,-,1,-,1,-,1,-,-,1,1,11.0
"McKellar, Allan",,,,,,,,,,-,3,3,1,3,2,1,-,,,,,-,13.0
"Mitchell, Michael",2,5,5,1,-,1,3,1,2,1,2,-,2,1,1,1,2,4,3,2,1,-,40.0
"Nixon, Richard",,,,,,,,,,,,1,,,,,,,-,1,-,-,2.0
"Notting, Dean",3,1,-,-,,,-,1,,,-,1,-,,,,,,-,1,3,-,10.0
"Palm, David",4,3,2,1,-,,,,,4,1,4,4,1,2,3,3,2,1,2,1,2,40.0
"Pastore, Anthony",,,,,,2,,,,,,,,,,,,,,,,,2.0
"Peart, Neil",1,,-,-,,-,,,,,,,,,,,,,,,,,1.0
"Pickering, Michael",-,-,1,2,-,-,1,-,3,-,-,-,,,,,2,-,1,-,,,10.0
"Poole, Trevor",2,-,-,1,1,-,2,-,-,2,1,1,3,-,-,2,1,-,-,,1,1,18.0
"Rioli, Maurice",3,1,,8,2,2,5,2,5,4,3,1,-,2,-,-,3,4,5,3,2,-,55.0
"Roach, Michael",,-,,,-,-,-,,-,1,-,1,,1,1,-,-,-,,-,1,2,7.0
"Ryan, Des",-,2,-,,,,4,3,1,,,,,,,,,,,,,,10.0
"Smith, Craig",,-,-,1,3,-,1,-,1,,-,,,,,,,,3,,,,9.0
"Strachan, Greg",,,,,,-,,,,-,,,,,,,,,,,,,
"Thomson, Michael",-,-,-,-,2,,-,-,2,1,,,,1,1,2,-,2,1,1,1,1,15.0
"Wallace, Terry",,,3,2,1,3,-,2,1,2,1,3,1,,,,,,,,,,19.0
"Weightman, Dale",1,,1,2,2,,,3,1,,,,2,2,-,1,6,1,1,-,2,1,26.0
"Wilson, Peter",1,-,3,-,2,2,1,-,1,2,-,2,1,1,4,2,2,3,1,,,,28.0
Totals,25,22,34,32,21,16,28,19,27,24,23,20,22,25,20,25,27,23,22,15,19,20,509.0
Opponent,WC,HW,ES,CW,SY,ME,SK,BB,NM,GE,FI,FO,CA,WC,HW,ES,CW,SY,ME,SK,NM,BB,
