Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,Tot
"Aish, James",4,8,12,6,5,3,8,3,3,7,6,5,,,70.0
"Amiss, Jye",,3,5,3,5,2,1,5,4,4,6,3,1,5,47.0
"Banfield, Bailey",1,9,,5,7,5,6,5,6,6,6,1,5,,62.0
"Brayshaw, Andrew",9,8,11,12,6,7,7,10,9,10,13,11,10,9,132.0
"Brodie, Will",8,10,,,7,12,12,,,,,,,,49.0
"Chapman, Heath",5,8,1,,,,,,,,,,,,14.0
"Clark, Jordan",6,7,4,7,6,5,4,1,5,4,7,4,2,6,68.0
"Corbett, Josh",,,,,,2,,,,,,,,,2.0
"Cox, Brennan",9,8,-,6,9,4,5,4,7,5,3,7,6,6,79.0
"Darcy, Sean",14,4,13,10,14,13,12,9,14,3,3,,,7,116.0
"Erasmus, Neil",,,,,,,1,7,10,,,,3,3,24.0
"Frederick, Michael",6,7,3,,7,5,,3,4,2,4,3,,1,45.0
"Fyfe, Nat",3,,,,,,,3,5,9,11,11,8,11,61.0
"Henry, Liam",8,3,5,2,,,,,,,,3,5,4,30.0
"Hughes, Ethan",5,3,5,4,2,4,3,6,2,3,4,3,2,3,49.0
"Jackson, Luke",9,6,7,7,5,5,6,16,10,6,11,12,8,11,119.0
"Johnson, Matthew",,,-,5,3,3,6,,,3,3,12,3,2,40.0
"ODriscoll, Nathan",,,2,2,,,4,5,4,3,3,6,5,,34.0
"OMeara, Jaeger",6,9,9,12,7,5,8,12,12,11,8,,9,9,117.0
"Pearce, Alex",6,7,8,5,2,5,7,4,5,4,7,5,4,5,74.0
"Ryan, Luke",8,7,3,6,3,5,7,2,2,3,2,3,5,4,60.0
"Schultz, Lachie",6,4,8,3,5,2,6,5,7,7,5,4,2,5,69.0
"Serong, Caleb",12,9,16,16,16,19,11,9,15,14,10,17,17,13,194.0
"Sturt, Sam",,,,,1,4,3,,,,2,1,4,-,15.0
"Switkowski, Sam",6,8,5,4,-,,5,6,11,2,11,10,6,7,81.0
"Taberner, Matthew",3,2,4,2,,,,,,,,,,,11.0
"Treacy, Josh",1,,,,,,,5,9,3,4,3,5,4,34.0
"Wagner, Corey",,,,,1,3,,,,,,,,,4.0
"Walker, Brandon",,,,5,-,3,3,4,3,5,6,4,1,7,41.0
"Walters, Michael",,4,3,7,5,7,3,8,7,4,,4,-,3,55.0
"Wilson, Nathan",4,1,2,4,,,,,,,,,,,11.0
"Young, Hayden",7,5,4,4,3,6,8,5,4,7,6,5,5,3,72.0
Totals,146,140,130,137,119,129,136,137,158,125,141,137,116,128,1879.0
Opponent,SK,NM,WC,AD,GC,WB,BL,HW,SY,GE,ME,RI,GW,ES,
