Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,Tot
"Aish, James",12,21,20,11,11,7,9,19,10,14,17,21,,,11,183.0
"Amiss, Jye",,1,5,4,5,-,6,5,6,5,9,5,4,3,4,62.0
"Banfield, Bailey",1,7,,8,9,7,4,9,9,16,10,1,2,,,83.0
"Brayshaw, Andrew",14,20,18,18,13,14,24,22,19,21,14,19,19,21,20,276.0
"Brodie, Will",12,7,,,8,15,14,,,,,,,,,56.0
"Chapman, Heath",18,9,5,,,,,,,,,,,,,32.0
"Clark, Jordan",23,12,12,9,9,15,14,15,12,12,7,10,21,9,13,193.0
"Corbett, Josh",,,,,,2,,,,,,,,,,2.0
"Cox, Brennan",22,11,8,8,5,11,16,13,7,9,17,7,8,8,21,171.0
"Darcy, Sean",5,1,6,8,4,3,7,2,4,3,3,,,7,6,59.0
"Erasmus, Neil",,,,,,,3,8,7,,,,6,9,1,34.0
"Frederick, Michael",9,8,14,,6,9,,11,7,11,11,3,,8,7,104.0
"Fyfe, Nat",7,,,,,,,7,1,9,8,7,7,10,6,62.0
"Henry, Liam",13,15,8,12,,,,,,,,7,13,28,27,123.0
"Hughes, Ethan",10,13,6,14,8,8,14,9,9,13,13,8,10,11,13,159.0
"Jackson, Luke",3,6,5,7,8,4,7,9,7,8,7,13,12,6,5,107.0
"Johnson, Matthew",,,6,-,13,8,16,,,7,17,10,7,14,11,109.0
"ODriscoll, Nathan",,,10,3,,,10,14,10,17,13,11,9,,,97.0
"OMeara, Jaeger",13,12,8,8,11,11,11,14,15,15,15,,8,13,11,165.0
"Pearce, Alex",14,5,4,5,6,5,3,4,4,8,3,4,1,-,7,73.0
"Ryan, Luke",26,21,12,10,9,15,9,21,13,11,13,10,10,23,17,220.0
"Schultz, Lachie",9,9,11,9,16,8,11,4,8,12,4,12,14,5,13,145.0
"Serong, Caleb",16,22,21,14,19,18,16,16,19,12,16,14,15,15,20,253.0
"Sturt, Sam",,,,,5,4,4,,,,3,6,6,3,,31.0
"Switkowski, Sam",10,7,15,8,1,,6,7,4,13,9,4,8,10,4,106.0
"Taberner, Matthew",6,5,7,7,,,,,,,,,,,,25.0
"Treacy, Josh",2,,,,,,,1,5,3,5,10,3,5,8,42.0
"Wagner, Corey",,,,,11,13,,,,,,,,,,24.0
"Walker, Brandon",,,,7,16,5,12,9,4,7,6,5,14,7,9,101.0
"Walters, Michael",,3,4,2,8,6,8,6,5,8,,3,5,3,10,71.0
"Wilson, Nathan",17,15,10,5,,,,,,,,,,,,47.0
"Young, Hayden",22,11,11,12,12,15,18,19,18,15,14,12,14,14,14,221.0
Totals,284,241,226,189,213,203,242,244,203,249,234,202,216,232,258,3436.0
Opponent,SK,NM,WC,AD,GC,WB,BL,HW,SY,GE,ME,RI,GW,ES,WB,
