Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,Tot
"Aish, James",12,16,14,7,9,9,9,12,8,13,13,12,,,134.0
"Amiss, Jye",,1,4,4,8,1,5,7,6,5,9,7,4,6,67.0
"Banfield, Bailey",2,6,,8,9,7,4,8,8,15,8,1,2,,78.0
"Brayshaw, Andrew",19,18,14,13,9,15,14,19,18,14,10,14,12,15,204.0
"Brodie, Will",8,5,,,8,6,10,,,,,,,,37.0
"Chapman, Heath",12,9,2,,,,,,,,,,,,23.0
"Clark, Jordan",18,11,9,10,7,11,9,12,14,11,9,9,14,11,155.0
"Corbett, Josh",,,,,,2,,,,,,,,,2.0
"Cox, Brennan",22,13,6,10,7,7,7,13,9,7,14,7,18,7,147.0
"Darcy, Sean",9,4,8,7,8,6,8,4,11,5,1,,,8,79.0
"Erasmus, Neil",,,,,,,2,8,9,,,,5,9,33.0
"Frederick, Michael",8,7,8,,7,8,,11,7,9,5,5,,8,83.0
"Fyfe, Nat",7,,,,,,,5,1,6,4,8,6,7,44.0
"Henry, Liam",9,13,5,9,,,,,,,,6,12,25,79.0
"Hughes, Ethan",9,10,3,7,5,5,12,10,6,8,11,6,8,9,109.0
"Jackson, Luke",5,4,5,6,8,6,5,12,9,6,14,11,7,9,107.0
"Johnson, Matthew",,,1,2,4,7,8,,,5,12,11,6,12,68.0
"ODriscoll, Nathan",,,6,3,,,7,16,9,16,11,9,11,,88.0
"OMeara, Jaeger",6,12,8,7,6,9,5,12,8,11,16,,6,14,120.0
"Pearce, Alex",12,9,9,6,4,8,6,2,6,8,6,3,1,2,82.0
"Ryan, Luke",30,22,14,18,14,25,14,21,18,20,21,16,16,25,274.0
"Schultz, Lachie",10,6,10,8,12,6,7,8,11,12,7,8,11,5,121.0
"Serong, Caleb",11,18,20,14,19,9,14,19,20,16,13,19,18,20,230.0
"Sturt, Sam",,,,,6,3,3,,,,1,3,6,3,25.0
"Switkowski, Sam",9,5,12,2,-,,5,6,7,7,8,6,6,4,77.0
"Taberner, Matthew",6,4,5,5,,,,,,,,,,,20.0
"Treacy, Josh",2,,,,,,,3,8,2,5,8,2,5,35.0
"Wagner, Corey",,,,,12,14,,,,,,,,,26.0
"Walker, Brandon",,,,7,9,4,8,9,7,5,7,6,12,8,82.0
"Walters, Michael",,5,7,6,9,6,6,8,5,8,,6,2,3,71.0
"Wilson, Nathan",14,10,10,10,,,,,,,,,,,44.0
"Young, Hayden",18,8,13,10,16,12,19,17,16,15,20,18,15,11,208.0
Totals,258,216,193,179,196,186,187,242,221,224,225,199,200,226,2952.0
Opponent,SK,NM,WC,AD,GC,WB,BL,HW,SY,GE,ME,RI,GW,ES,
