Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
mark bickley,1997,R1,ADE,BRL,25.0,13.0,12.0,0.0,0.0,1.0,,1.0,,,0.0,,,,1.0,2.0,,,,,,,,0.0
troy bond,1997,R1,ADE,BRL,13.0,10.0,3.0,2.0,0.0,2.0,,5.0,,,0.0,,,,0.0,1.0,,,,,,,,0.0
peter caven,1997,R1,ADE,BRL,,,,,,,,,,,,,,,,,,,,,,,,
brett chalmers,1997,R1,ADE,BRL,,,,,,,,,,,,,,,,,,,,,,,,
matthew collins,1997,R1,ADE,BRL,,,,,,,,,,,,,,,,,,,,,,,,
matthew connell,1997,R1,ADE,BRL,19.0,13.0,6.0,0.0,0.0,6.0,,0.0,,,0.0,,,,2.0,0.0,,,,,,,,0.0
tim cook,1997,R1,ADE,BRL,,,,,,,,,,,,,,,,,,,,,,,,
tyson edwards,1997,R1,ADE,BRL,8.0,3.0,5.0,0.0,0.0,0.0,,1.0,,,0.0,,,,1.0,1.0,,,,,,,,0.0
shane ellen,1997,R1,ADE,BRL,,,,,,,,,,,,,,,,,,,,,,,,
tom gilligan,1997,R1,ADE,BRL,,,,,,,,,,,,,,,,,,,,,,,,
simon goodwin,1997,R1,ADE,BRL,8.0,7.0,1.0,0.0,0.0,2.0,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0
ben hart,1997,R1,ADE,BRL,9.0,6.0,3.0,0.0,0.0,2.0,,1.0,,,0.0,,,,0.0,2.0,,,,,,,,0.0
brett james,1997,R1,ADE,BRL,33.0,7.0,26.0,0.0,0.0,0.0,,3.0,,,0.0,,,,1.0,0.0,,,,,,,,3.0
rod jameson,1997,R1,ADE,BRL,8.0,8.0,0.0,0.0,0.0,3.0,,0.0,,,0.0,,,,1.0,1.0,,,,,,,,0.0
darren jarman,1997,R1,ADE,BRL,26.0,18.0,8.0,0.0,0.0,5.0,,7.0,,,0.0,,,,1.0,2.0,,,,,,,,1.0
kane johnson,1997,R1,ADE,BRL,3.0,2.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,,0.0,2.0,,,,,,,,0.0
aaron keating,1997,R1,ADE,BRL,2.0,1.0,1.0,0.0,0.0,0.0,,1.0,,,10.0,,,,1.0,1.0,,,,,,,,0.0
kym koster,1997,R1,ADE,BRL,,,,,,,,,,,,,,,,,,,,,,,,
matthew liptak,1997,R1,ADE,BRL,,,,,,,,,,,,,,,,,,,,,,,,
jason mccartney,1997,R1,ADE,BRL,5.0,2.0,3.0,0.0,1.0,2.0,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0
andrew mcleod,1997,R1,ADE,BRL,19.0,12.0,7.0,3.0,2.0,3.0,,1.0,,,0.0,,,,0.0,1.0,,,,,,,,0.0
tony modra,1997,R1,ADE,BRL,12.0,11.0,1.0,7.0,3.0,7.0,,0.0,,,0.0,,,,3.0,1.0,,,,,,,,0.0
trent ormond allen,1997,R1,ADE,BRL,,,,,,,,,,,,,,,,,,,,,,,,
david pittman,1997,R1,ADE,BRL,14.0,6.0,8.0,1.0,0.0,3.0,,2.0,,,23.0,,,,3.0,1.0,,,,,,,,0.0
shaun rehn,1997,R1,ADE,BRL,,,,,,,,,,,,,,,,,,,,,,,,
mark ricciuto,1997,R1,ADE,BRL,36.0,19.0,17.0,0.0,0.0,6.0,,1.0,,,0.0,,,,1.0,0.0,,,,,,,,2.0
chad rintoul,1997,R1,ADE,BRL,4.0,2.0,2.0,0.0,0.0,0.0,,0.0,,,0.0,,,,1.0,0.0,,,,,,,,0.0
matthew robran,1997,R1,ADE,BRL,,,,,,,,,,,,,,,,,,,,,,,,
clay sampson,1997,R1,ADE,BRL,,,,,,,,,,,,,,,,,,,,,,,,
nigel smart,1997,R1,ADE,BRL,21.0,18.0,3.0,0.0,1.0,2.0,,1.0,,,0.0,,,,3.0,0.0,,,,,,,,0.0
barry standfield,1997,R1,ADE,BRL,9.0,9.0,0.0,5.0,1.0,4.0,,1.0,,,0.0,,,,1.0,1.0,,,,,,,,0.0
simon tregenza,1997,R1,ADE,BRL,,,,,,,,,,,,,,,,,,,,,,,,
peter vardy,1997,R1,ADE,BRL,14.0,12.0,2.0,1.0,3.0,1.0,,4.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0
mark viska,1997,R1,ADE,BRL,,,,,,,,,,,,,,,,,,,,,,,,
brent williams,1997,R1,ADE,BRL,14.0,8.0,6.0,1.0,0.0,1.0,,1.0,,,0.0,,,,2.0,1.0,,,,,,,,0.0
mark bickley,1997,R2,ADE,RCH,22.0,18.0,4.0,1.0,0.0,3.0,,5.0,,,0.0,,,,0.0,1.0,,,,,,,,0.0
troy bond,1997,R2,ADE,RCH,,,,,,,,,,,,,,,,,,,,,,,,
peter caven,1997,R2,ADE,RCH,,,,,,,,,,,,,,,,,,,,,,,,
brett chalmers,1997,R2,ADE,RCH,,,,,,,,,,,,,,,,,,,,,,,,
matthew collins,1997,R2,ADE,RCH,,,,,,,,,,,,,,,,,,,,,,,,
matthew connell,1997,R2,ADE,RCH,10.0,7.0,3.0,0.0,0.0,1.0,,3.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0
tim cook,1997,R2,ADE,RCH,4.0,2.0,2.0,1.0,0.0,0.0,,1.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0
tyson edwards,1997,R2,ADE,RCH,11.0,7.0,4.0,0.0,0.0,4.0,,1.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0
shane ellen,1997,R2,ADE,RCH,,,,,,,,,,,,,,,,,,,,,,,,
tom gilligan,1997,R2,ADE,RCH,,,,,,,,,,,,,,,,,,,,,,,,
simon goodwin,1997,R2,ADE,RCH,,,,,,,,,,,,,,,,,,,,,,,,
ben hart,1997,R2,ADE,RCH,10.0,4.0,6.0,0.0,0.0,4.0,,1.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0
brett james,1997,R2,ADE,RCH,24.0,13.0,11.0,0.0,0.0,2.0,,5.0,,,0.0,,,,1.0,1.0,,,,,,,,0.0
rod jameson,1997,R2,ADE,RCH,15.0,9.0,6.0,0.0,1.0,3.0,,1.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0
darren jarman,1997,R2,ADE,RCH,22.0,18.0,4.0,0.0,0.0,3.0,,3.0,,,0.0,,,,1.0,5.0,,,,,,,,0.0
kane johnson,1997,R2,ADE,RCH,10.0,6.0,4.0,0.0,0.0,3.0,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0
aaron keating,1997,R2,ADE,RCH,,,,,,,,,,,,,,,,,,,,,,,,
kym koster,1997,R2,ADE,RCH,,,,,,,,,,,,,,,,,,,,,,,,
matthew liptak,1997,R2,ADE,RCH,,,,,,,,,,,,,,,,,,,,,,,,
jason mccartney,1997,R2,ADE,RCH,7.0,4.0,3.0,0.0,0.0,3.0,,1.0,,,1.0,,,,0.0,0.0,,,,,,,,0.0
andrew mcleod,1997,R2,ADE,RCH,5.0,2.0,3.0,0.0,1.0,0.0,,1.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0
tony modra,1997,R2,ADE,RCH,7.0,5.0,2.0,5.0,0.0,4.0,,1.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0
trent ormond allen,1997,R2,ADE,RCH,5.0,4.0,1.0,0.0,0.0,2.0,,4.0,,,0.0,,,,0.0,1.0,,,,,,,,0.0
david pittman,1997,R2,ADE,RCH,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,5.0,,,,0.0,0.0,,,,,,,,0.0
shaun rehn,1997,R2,ADE,RCH,,,,,,,,,,,,,,,,,,,,,,,,
mark ricciuto,1997,R2,ADE,RCH,19.0,9.0,10.0,0.0,1.0,4.0,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0
chad rintoul,1997,R2,ADE,RCH,6.0,5.0,1.0,1.0,2.0,4.0,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0
matthew robran,1997,R2,ADE,RCH,,,,,,,,,,,,,,,,,,,,,,,,
clay sampson,1997,R2,ADE,RCH,,,,,,,,,,,,,,,,,,,,,,,,
nigel smart,1997,R2,ADE,RCH,24.0,12.0,12.0,3.0,2.0,2.0,,2.0,,,0.0,,,,4.0,2.0,,,,,,,,2.0
