Player,R1,R2,R3,R4,R5,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R22,R23,R24,QF,SF,PF,Tot
"Atkins, Simon",3,2,1,1,3,2,1,5,1,1,1,-,1,1,1,4,1,-,-,1,2,1,2,3,3,41.0
"Ballantyne, Jon",1,1,1,,,,-,-,,,,,,,,2,1,,,,,,,,,6.0
"Barrow, Gary",,,,,,,,,,,,,,,,,,,-,,1,,,,,1.0
"Baxter, Darren",-,-,-,-,-,-,2,1,-,-,1,1,-,2,1,-,-,2,1,1,1,1,-,-,2,16.0
"Cameron, Leon",,,,,,,1,-,-,,,,,,,,,,,,,,,,,1.0
"Campbell, Adrian",,,,,,,,,,,,-,2,,-,,,,,,,,,,,2.0
"Campbell, Tony",2,1,2,1,2,-,-,1,1,-,-,1,1,-,1,3,-,1,-,2,-,-,2,2,1,24.0
"Charles, Justin",3,2,2,,,,,,,,,,,,,,,,,,,4,1,,4,16.0
"Coleman, Glenn",1,2,-,-,2,1,-,2,2,2,-,1,1,3,2,4,3,3,-,6,2,3,3,1,-,44.0
"Corcoran, Shannon",2,1,-,,,,,,,,,,,,,,,,2,,-,-,-,1,2,8.0
"Croft, Matthew",,,,,,,,,,,,,,,,2,,,,,,,,,,2.0
"Cuzzupe, John",,,,,,,,,,,,,,,,,,,4,,,,,,,4.0
"Del-Re, Danny",,,,1,2,1,1,4,1,-,-,1,3,-,1,4,2,-,1,2,3,3,3,-,3,36.0
"Eppelstun, Greg",,,,,,,,,,,,,4,,,,,,,,,,,,,4.0
"Foster, Peter",1,1,1,1,2,2,1,1,1,-,,,,,1,,,,,,,,,,,12.0
"Frost, Michael",,,,,,,,,,,,-,,-,2,3,1,,,,,,,-,2,8.0
"Grant, Chris",2,1,3,-,-,1,2,2,2,-,2,3,1,2,2,,1,4,3,2,2,5,1,4,1,46.0
"Hawkins, Doug",-,-,5,1,1,1,1,-,,1,1,1,4,-,1,,1,2,4,2,3,1,-,1,1,32.0
"Hunter, Mark",,-,-,-,-,,,,1,1,1,2,-,3,-,-,,,,-,,,,,,8.0
"Kellett, Nigel",3,2,1,-,1,1,,,,-,1,1,1,2,-,,,,,,3,1,1,1,2,21.0
"Kolyniuk, Steven",2,3,1,-,2,1,2,1,3,2,,,4,-,,3,2,4,,-,,-,-,1,3,34.0
"Kretiuk, Steven",,,,,,,,,,,-,,,2,2,5,2,2,-,-,1,3,1,3,,21.0
"Liberatore, Tony",1,2,2,2,3,1,2,4,-,1,2,-,-,1,1,4,2,3,2,3,-,-,-,1,5,42.0
"Macpherson, Stephen",3,-,-,-,1,6,2,1,2,1,3,1,1,-,,-,1,1,-,3,4,4,-,3,2,39.0
"Mansfield, Matthew",,,,-,-,-,1,1,1,-,1,-,,,,2,1,3,1,1,1,2,2,2,2,21.0
"Moloney, Troy",,,,,,1,-,2,,,,,,,,,,,,,,,,,,3.0
"Reynolds, Keenan",,,,,,,,,1,3,-,-,-,1,2,-,1,3,-,1,2,-,-,4,2,20.0
"Royal, Brian",,,,1,1,-,,,1,2,1,3,4,3,1,5,1,-,,2,-,,-,,,25.0
"Sexton, Ben",-,,-,-,-,,,,,,,,,,,,,1,2,3,,,,,,6.0
"Smith, Rohan",-,1,2,-,1,1,-,1,-,,3,-,,,,2,2,-,,,,,,,,13.0
"Standfield, Barry",3,-,,,,2,1,3,2,2,3,2,2,3,1,-,-,3,1,1,3,2,1,1,-,36.0
"Toohey, Bernard",1,2,-,1,1,-,1,2,-,2,1,,2,2,-,1,,2,2,2,2,2,3,3,1,33.0
"Wallis, Stephen",1,2,-,-,2,1,-,2,-,1,-,-,1,2,1,,2,-,-,3,7,3,-,1,-,29.0
"Wynd, Scott",2,3,3,-,1,2,1,-,2,2,3,-,1,2,5,2,1,3,4,6,5,1,,1,2,52.0
Totals,31,26,24,9,25,24,19,33,21,21,24,17,33,29,25,46,25,37,27,41,42,36,20,33,38,706.0
Opponent,AD,SK,ES,SY,NM,CA,WC,BB,RI,HW,FI,ME,CW,GE,AD,SK,ES,SY,NM,CA,WC,BB,GE,SK,GE,
