Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,Tot
"Ainsworth, Ben",8,9,10,11,6,15,9,,,7,11,9,16,111.0
"Anderson, Noah",10,18,13,25,18,17,19,16,14,12,13,22,16,213.0
"Andrew, Mac",,,,7,7,10,,,6,14,14,,3,61.0
"Atkins, Rory",,,,,,,18,19,14,15,3,13,15,97.0
"Ballard, Charlie",8,1,11,11,10,12,21,15,14,14,11,9,13,150.0
"Berry, Tom",,,,,,,,5,5,1,6,7,-,24.0
"Casboult, Levi",3,3,10,8,,7,,7,,6,10,8,10,72.0
"Chol, Mabior",5,,,,7,12,2,4,5,,,,,35.0
"Collins, Sam",5,10,9,13,7,8,14,5,3,8,10,12,6,110.0
"Constable, Charlie",23,13,,,,,,,,,,,,36.0
"Davies, Alex",8,,,,,,6,3,8,6,7,8,4,50.0
"Day, Sam",,,,,,,,,8,1,,,,9.0
"Ellis, Brandon",,,,,11,15,13,7,10,9,,,,65.0
"Farrar, Jy",11,,7,,,,,,,,4,5,,27.0
"Fiorini, Brayden",7,6,,,7,12,14,17,15,12,9,12,14,125.0
"Flanders, Sam",9,5,2,,,,,9,,,,,,25.0
"Hollands, Elijah",12,9,6,10,,,,,,,,,,37.0
"Holman, Nick",7,5,9,7,7,3,8,,,4,7,4,8,69.0
"Humphrey, Bailey",,,,7,5,7,-,10,12,19,13,12,10,95.0
"Jeffrey, Joel",5,10,6,2,,,,,,,14,13,4,54.0
"King, Ben",1,4,5,3,4,7,8,4,12,7,6,9,6,76.0
"Lemmens, Sean",,,,,5,12,10,6,5,9,,,,47.0
"Long, Ben",9,6,12,7,6,10,6,10,,,10,6,8,90.0
"Lukosius, Jack",8,15,11,6,18,15,12,13,8,8,10,14,16,154.0
"Macpherson, Darcy",14,16,15,18,15,18,18,22,10,14,14,11,15,200.0
"Miller, Touk",13,24,11,17,15,9,,,,,,,,89.0
"Moyle, Ned",,,,4,2,,,,,,,,,6.0
"Oea, Hewago",,,5,7,,,,,9,,,,,21.0
"Powell, Wil",,,10,15,8,13,23,18,12,17,13,12,14,155.0
"Rosas, Malcolm",,7,5,4,5,3,5,6,7,4,4,8,5,63.0
"Rowell, Matt",17,14,15,5,10,10,14,14,18,8,22,9,9,165.0
"Sexton, Alex",,4,3,2,2,,4,,,,,,1,16.0
"Swallow, David",13,8,12,9,16,9,13,9,9,11,14,12,9,144.0
"Tsitas, James",,,,,,,,2,3,,,,,5.0
"Uwland, Bodhi",14,5,,,,,,,,,,-,,19.0
"Weller, Lachie",,18,17,24,18,22,8,,,,,,,107.0
"Witts, Jarrod",15,6,6,,,10,9,6,3,4,12,4,6,81.0
Totals,225,216,210,222,209,256,254,227,210,210,237,219,208,2903.0
Opponent,SY,ES,GE,SK,FR,NM,RI,ME,WC,BL,WB,AD,CA,
