Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,Tot
"Ainsworth, Ben",2,5,5,5,1,4,4,,,2,2,5,3,38.0
"Anderson, Noah",3,5,6,7,4,2,4,4,5,4,3,6,2,55.0
"Andrew, Mac",,,,1,-,-,,,1,1,1,,1,5.0
"Atkins, Rory",,,,,,,4,2,4,1,1,3,5,20.0
"Ballard, Charlie",1,1,1,2,1,-,1,-,1,2,1,1,-,12.0
"Berry, Tom",,,,,,,,2,2,1,2,4,-,11.0
"Casboult, Levi",-,1,4,3,,2,,1,,1,2,2,4,20.0
"Chol, Mabior",1,,,,-,3,1,-,1,,,,,6.0
"Collins, Sam",-,-,-,1,1,2,-,-,1,-,-,4,-,9.0
"Constable, Charlie",2,3,,,,,,,,,,,,5.0
"Davies, Alex",2,,,,,,3,-,3,2,2,2,4,18.0
"Day, Sam",,,,,,,,,2,-,,,,2.0
"Ellis, Brandon",,,,,3,3,6,1,4,3,,,,20.0
"Farrar, Jy",2,,1,,,,,,,,2,-,,5.0
"Fiorini, Brayden",1,-,,,2,3,4,6,5,3,3,5,-,32.0
"Flanders, Sam",2,-,-,,,,,2,,,,,,4.0
"Hollands, Elijah",1,1,3,1,,,,,,,,,,6.0
"Holman, Nick",4,3,2,2,-,-,1,,,1,4,-,5,22.0
"Humphrey, Bailey",,,,2,1,-,-,2,5,7,5,6,5,33.0
"Jeffrey, Joel",-,3,3,-,,,,,,,1,2,1,10.0
"King, Ben",-,1,1,1,1,1,2,-,4,2,-,4,1,18.0
"Lemmens, Sean",,,,,-,-,-,-,-,1,,,,1.0
"Long, Ben",-,2,2,2,-,-,-,-,,,2,2,-,10.0
"Lukosius, Jack",6,3,4,4,11,3,4,6,4,1,4,3,5,58.0
"Macpherson, Darcy",1,3,4,-,2,3,2,3,1,-,-,1,2,22.0
"Miller, Touk",5,5,2,5,4,-,,,,,,,,21.0
"Moyle, Ned",,,,1,1,,,,,,,,,2.0
"Oea, Hewago",,,1,3,,,,,3,,,,,7.0
"Powell, Wil",,,2,2,1,4,-,1,3,3,2,1,3,22.0
"Rosas, Malcolm",,1,1,2,4,2,1,2,2,-,1,-,2,18.0
"Rowell, Matt",3,8,2,1,2,5,4,5,8,1,7,3,5,54.0
"Sexton, Alex",,1,-,-,1,,2,,,,,,1,5.0
"Swallow, David",1,5,3,5,3,4,3,3,3,1,3,6,-,40.0
"Tsitas, James",,,,,,,,1,-,,,,,1.0
"Uwland, Bodhi",2,-,,,,,,,,,,-,,2.0
"Weller, Lachie",,3,-,1,2,8,4,,,,,,,18.0
"Witts, Jarrod",5,3,2,,,2,3,4,1,2,-,1,2,25.0
Totals,44,57,49,51,45,51,53,45,63,39,48,61,51,657.0
Opponent,SY,ES,GE,SK,FR,NM,RI,ME,WC,BL,WB,AD,CA,
