Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,Tot
"Ashman, Rodney",18,10,12,,18,20,17,12,23,17,17,11,,10,,,18,19,18,10,17,10,,277.0
"Austin, Rod",18,13,12,14,9,11,14,9,9,14,13,18,14,22,9,11,11,,,,,12,,233.0
"Bortolotto, Mario",,,,,,,,,,4,3,4,1,,,,,8,7,6,3,,,36.0
"Bosustow, Peter",,,18,11,5,14,9,13,10,8,,8,11,13,10,10,9,10,9,10,8,,,186.0
"Brown, Rohan",7,5,,,,,,,,,,,,,,,,,,,,,,12.0
"Buckley, Jim",6,8,,,,,,,,,,,18,17,20,20,13,20,11,5,,,17,155.0
"Buckley, Mark",7,6,8,5,,,12,9,9,8,3,12,8,8,7,12,9,12,7,,8,10,10,170.0
"Burke, Rohan",,,,,,,,-,,,,,25,10,14,8,,15,13,5,18,5,7,120.0
"Ditchburn, Ross",6,,,,5,3,7,13,14,8,13,3,13,2,,,3,,,,7,8,5,110.0
"Doull, Bruce",6,10,11,7,10,5,4,10,4,9,7,12,6,10,6,6,8,,16,5,9,11,8,180.0
"English, Des",,,,,16,11,14,12,13,15,17,20,13,18,14,16,11,12,9,23,8,13,9,264.0
"Fitzpatrick, Mike",,,,,,,6,5,12,6,9,6,5,6,11,10,8,12,5,12,6,8,13,140.0
"Gilmore, Daryl",,,,5,,,,,,,,,,,,,,,,,,,,5.0
"Glascott, David",14,14,10,,13,10,12,7,11,2,,,9,11,16,25,17,14,22,12,14,5,7,245.0
"Graham, Andrew",,,,,,,,,,,,,,,2,,,,,,,,,2.0
"Harmes, Wayne",8,14,15,19,15,20,,3,,10,12,7,,,17,11,16,13,6,13,16,8,10,233.0
"Hartney, Brendan",13,10,11,13,,,,,,,,9,13,11,7,,,,,,,,,87.0
"Howell, Scott",3,5,3,2,4,,,,,,,,,,,,,,,,-,,1,18.0
"Hunter, Ken",13,13,15,8,10,19,10,17,8,11,18,16,11,9,2,12,10,11,,12,14,8,11,258.0
"Johnston, Wayne",18,15,15,11,9,13,,,12,8,24,26,26,14,16,26,18,20,,26,25,18,3,343.0
"Jones, Warren",,,5,4,,4,,,,,2,2,7,3,,,,1,,,,4,,32.0
"Klomp, Robbert",,,,,,5,3,,,,4,,,,,,,,,,,,,12.0
"Kourkoumelis, Spiro",,,,18,20,10,12,20,11,14,10,8,,,8,10,9,9,26,13,5,13,14,230.0
"Maclure, Mark",9,5,12,13,1,6,,,8,4,,,,5,,,,,11,9,,,,83.0
"Madden, Justin",,,,,,,9,6,8,7,3,,,,7,2,6,,15,3,,,,66.0
"Marchesani, Frank",,,7,3,,,10,,,14,4,6,,,,14,8,17,9,14,15,9,9,139.0
"Marcou, Alex",25,5,,,,17,16,15,14,17,19,11,12,7,16,14,16,7,22,23,11,17,10,294.0
"Maylin, Phil",18,18,20,,16,,,,3,13,4,,,,,,,,,,,9,,101.0
"McConville, Peter",16,11,14,14,13,19,12,9,,,,,,,,1,,,,,,,6,115.0
"Meldrum, Paul",,,,13,7,,6,9,12,,6,,,,,,,,,,,,,53.0
"Montgomery, Allan",,,,,,7,,,,,,,,,,,,,10,,6,6,10,39.0
"Nixon, Ricky",,,,,,,,,,,,,,,6,,,,,,,,,6.0
"Perovic, Val",,4,8,21,16,12,12,11,17,,,6,17,18,11,10,18,16,14,7,,,10,228.0
"Reid, Bruce",11,5,3,,7,7,7,,,,,,,,,,,,,,,,,40.0
"Robertson, Shane",,,,,,,,,,,,,6,,,,,,,,,,,6.0
"Sharp, Greg",,,,7,,,,,,,2,,,,,,,,,,,,,9.0
"Sheldon, Ken",13,21,12,11,12,9,21,23,10,,,11,,,,7,-,13,,8,27,22,21,241.0
"Southby, Geoff",14,13,10,10,6,,,9,10,6,,13,6,6,,7,5,6,3,11,9,6,8,158.0
"Williams, Mark",,,,,,,,,,,,,10,7,5,,,2,8,,,,,32.0
Totals,243,205,221,209,212,222,213,212,218,195,190,209,231,207,204,232,213,237,241,227,226,202,189,4958.0
Opponent,RI,FO,CW,ME,FI,GE,SY,SK,HW,NM,ES,RI,FO,CW,ME,FI,GE,SY,SK,HW,NM,ES,ES,
