Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Bennell, Jamie",2014,R1,westcoast,WB,16.0,5.0,11.0,0.0,0.0,1.0,1.0,2.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,90,-,2.0,3.0,2.0,0.0
"Brennan, Jacob",2014,R1,westcoast,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Brown, Mitch",2014,R1,westcoast,WB,8.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88,-,0.0,4.0,0.0,0.0
"Butler, Sam",2014,R1,westcoast,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Carter, Adam",2014,R1,westcoast,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Colledge, Brant",2014,R1,westcoast,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Cox, Dean",2014,R1,westcoast,WB,23.0,12.0,11.0,0.0,2.0,5.0,3.0,2.0,9.0,12.0,26.0,2.0,0.0,2.0,2.0,1.0,4.0,0.0,87,-,2.0,2.0,0.0,0.0
"Cripps, Jamie",2014,R1,westcoast,WB,13.0,12.0,1.0,2.0,1.0,5.0,1.0,0.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,78,-,2.0,0.0,0.0,0.0
"Darling, Jack",2014,R1,westcoast,WB,16.0,9.0,7.0,4.0,0.0,3.0,1.0,5.0,9.0,4.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,87,-,0.0,3.0,0.0,0.0
"Ellis, Xavier",2014,R1,westcoast,WB,15.0,10.0,5.0,0.0,0.0,2.0,1.0,2.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,79,-,1.0,4.0,0.0,0.0
"Gaff, Andrew",2014,R1,westcoast,WB,23.0,12.0,11.0,1.0,0.0,8.0,2.0,4.0,6.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,90,-,1.0,0.0,3.0,0.0
"Glass, Darren",2014,R1,westcoast,WB,15.0,5.0,10.0,0.0,0.0,4.0,0.0,5.0,8.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,92,-,0.0,2.0,1.0,1.0
"Hill, Josh",2014,R1,westcoast,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Hurn, Shannon",2014,R1,westcoast,WB,20.0,14.0,6.0,0.0,0.0,3.0,2.0,1.0,8.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,85,-,1.0,2.0,2.0,0.0
"Hutchings, Mark",2014,R1,westcoast,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Kennedy, Josh",2014,R1,westcoast,WB,6.0,3.0,3.0,2.0,0.0,2.0,0.0,6.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,89,-,4.0,2.0,0.0,0.0
"LeCras, Mark",2014,R1,westcoast,WB,27.0,15.0,12.0,5.0,1.0,10.0,2.0,3.0,11.0,16.0,0.0,1.0,5.0,2.0,0.0,1.0,2.0,0.0,89,-,4.0,1.0,0.0,3.0
"Lycett, Scott",2014,R1,westcoast,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Mackenzie, Eric",2014,R1,westcoast,WB,22.0,13.0,9.0,0.0,0.0,11.0,0.0,1.0,7.0,14.0,1.0,2.0,0.0,1.0,0.0,1.0,4.0,3.0,93,-,2.0,2.0,5.0,2.0
"Masten, Chris",2014,R1,westcoast,WB,20.0,9.0,11.0,1.0,0.0,1.0,4.0,3.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,85,-,4.0,0.0,0.0,0.0
"McGinnity, Patrick",2014,R1,westcoast,WB,,,,,,,,,,,,,,,,,,,,,,,,
"McGovern, Jeremy",2014,R1,westcoast,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Naitanui, Nic",2014,R1,westcoast,WB,8.0,4.0,4.0,0.0,0.0,4.0,2.0,2.0,6.0,2.0,12.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,70,-,3.0,1.0,0.0,0.0
"Priddis, Matt",2014,R1,westcoast,WB,28.0,14.0,14.0,1.0,0.0,5.0,4.0,5.0,13.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,85,-,3.0,2.0,0.0,0.0
"Rosa, Matt",2014,R1,westcoast,WB,34.0,18.0,16.0,1.0,0.0,8.0,5.0,2.0,10.0,24.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,90,-,1.0,0.0,3.0,0.0
"Schofield, Will",2014,R1,westcoast,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Selwood, Scott",2014,R1,westcoast,WB,29.0,15.0,14.0,1.0,1.0,6.0,2.0,5.0,6.0,24.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,6.0,89,-,4.0,1.0,0.0,0.0
"Sheed, Dom",2014,R1,westcoast,WB,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26,On,2.0,1.0,0.0,0.0
"Sheppard, Brad",2014,R1,westcoast,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Shuey, Luke",2014,R1,westcoast,WB,14.0,6.0,8.0,2.0,0.0,0.0,4.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,59,Off,0.0,2.0,1.0,0.0
"Sinclair, Callum",2014,R1,westcoast,WB,12.0,9.0,3.0,0.0,1.0,3.0,2.0,4.0,5.0,5.0,12.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,81,-,2.0,2.0,0.0,0.0
"Smith, Ashley",2014,R1,westcoast,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Tunbridge, Simon",2014,R1,westcoast,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Wellingham, Sharrod",2014,R1,westcoast,WB,23.0,13.0,10.0,1.0,1.0,5.0,4.0,1.0,12.0,12.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,86,-,3.0,2.0,0.0,0.0
"Wilson, Blayne",2014,R1,westcoast,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Yeo, Elliot",2014,R1,westcoast,WB,13.0,6.0,7.0,0.0,0.0,4.0,1.0,10.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,82,-,0.0,5.0,5.0,0.0
"Bennell, Jamie",2014,R2,westcoast,ME,10.0,7.0,3.0,0.0,0.0,6.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,90,-,3.0,3.0,1.0,0.0
"Brennan, Jacob",2014,R2,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,,
"Brown, Mitch",2014,R2,westcoast,ME,15.0,8.0,7.0,0.0,0.0,4.0,1.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,88,-,0.0,7.0,0.0,0.0
"Butler, Sam",2014,R2,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,,
"Carter, Adam",2014,R2,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,,
"Colledge, Brant",2014,R2,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,,
"Cox, Dean",2014,R2,westcoast,ME,8.0,4.0,4.0,0.0,1.0,2.0,1.0,1.0,4.0,5.0,21.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,86,-,1.0,1.0,0.0,0.0
"Cripps, Jamie",2014,R2,westcoast,ME,15.0,10.0,5.0,1.0,2.0,4.0,2.0,6.0,6.0,10.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,78,-,2.0,1.0,0.0,0.0
"Darling, Jack",2014,R2,westcoast,ME,14.0,9.0,5.0,3.0,1.0,8.0,1.0,1.0,3.0,10.0,0.0,1.0,3.0,1.0,1.0,3.0,4.0,0.0,91,-,3.0,1.0,2.0,0.0
"Ellis, Xavier",2014,R2,westcoast,ME,26.0,14.0,12.0,0.0,0.0,5.0,1.0,2.0,5.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,76,-,0.0,3.0,0.0,0.0
"Gaff, Andrew",2014,R2,westcoast,ME,31.0,17.0,14.0,0.0,0.0,8.0,2.0,2.0,7.0,24.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,87,-,5.0,1.0,1.0,2.0
"Glass, Darren",2014,R2,westcoast,ME,8.0,3.0,5.0,0.0,0.0,3.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,93,-,0.0,2.0,0.0,0.0
"Hill, Josh",2014,R2,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,,
"Hurn, Shannon",2014,R2,westcoast,ME,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14,Off,0.0,0.0,0.0,0.0
"Hutchings, Mark",2014,R2,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,,
"Kennedy, Josh",2014,R2,westcoast,ME,15.0,10.0,5.0,4.0,1.0,6.0,0.0,6.0,6.0,9.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,87,-,1.0,1.0,0.0,0.0
"LeCras, Mark",2014,R2,westcoast,ME,19.0,11.0,8.0,2.0,0.0,4.0,3.0,4.0,8.0,11.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,88,-,5.0,2.0,1.0,0.0
"Lycett, Scott",2014,R2,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,,
"Mackenzie, Eric",2014,R2,westcoast,ME,13.0,10.0,3.0,1.0,0.0,5.0,0.0,1.0,5.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,93,-,1.0,4.0,0.0,0.0
"Masten, Chris",2014,R2,westcoast,ME,25.0,13.0,12.0,2.0,0.0,5.0,3.0,5.0,7.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,88,-,0.0,1.0,1.0,1.0
"McGinnity, Patrick",2014,R2,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,,
"McGovern, Jeremy",2014,R2,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,,
"Naitanui, Nic",2014,R2,westcoast,ME,16.0,6.0,10.0,1.0,0.0,2.0,3.0,0.0,12.0,5.0,13.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,76,-,2.0,5.0,1.0,0.0
"Priddis, Matt",2014,R2,westcoast,ME,24.0,15.0,9.0,0.0,0.0,1.0,4.0,9.0,13.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,85,-,1.0,1.0,0.0,0.0
"Rosa, Matt",2014,R2,westcoast,ME,31.0,19.0,12.0,1.0,0.0,6.0,2.0,0.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,94,-,0.0,2.0,4.0,0.0
"Schofield, Will",2014,R2,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,,
"Selwood, Scott",2014,R2,westcoast,ME,21.0,9.0,12.0,0.0,0.0,1.0,6.0,2.0,7.0,12.0,0.0,0.0,0.0,2.0,1.0,5.0,5.0,0.0,87,-,6.0,3.0,0.0,0.0
"Sheed, Dom",2014,R2,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,,
"Sheppard, Brad",2014,R2,westcoast,ME,17.0,10.0,7.0,0.0,0.0,3.0,0.0,1.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,67,On,2.0,1.0,1.0,0.0
"Shuey, Luke",2014,R2,westcoast,ME,30.0,14.0,16.0,2.0,1.0,9.0,6.0,2.0,10.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,84,-,1.0,2.0,3.0,3.0
"Sinclair, Callum",2014,R2,westcoast,ME,12.0,8.0,4.0,1.0,2.0,3.0,1.0,1.0,6.0,6.0,11.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,81,-,0.0,0.0,0.0,0.0
"Smith, Ashley",2014,R2,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,,
"Tunbridge, Simon",2014,R2,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,,
"Wellingham, Sharrod",2014,R2,westcoast,ME,21.0,11.0,10.0,0.0,1.0,3.0,3.0,2.0,5.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,83,-,1.0,4.0,1.0,0.0
"Wilson, Blayne",2014,R2,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,,
"Yeo, Elliot",2014,R2,westcoast,ME,14.0,8.0,6.0,0.0,0.0,5.0,0.0,4.0,5.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,83,-,2.0,2.0,5.0,0.0
