Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Barrett, Jake",2015,R1,gws,SK,,,,,,,,,,,,,,,,,,,,,,,,
"Bugg, Tomas",2015,R1,gws,SK,18.0,9.0,9.0,0.0,0.0,2.0,1.0,2.0,5.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,88,-,0.0,4.0,0.0,0.0
"Buntine, Matt",2015,R1,gws,SK,,,,,,,,,,,,,,,,,,,,,,,,
"Cameron, Jeremy",2015,R1,gws,SK,6.0,6.0,0.0,4.0,2.0,4.0,0.0,1.0,2.0,3.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,91,-,2.0,2.0,0.0,0.0
"Coniglio, Stephen",2015,R1,gws,SK,5.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21,On,1.0,0.0,0.0,0.0
"Corr, Aidan",2015,R1,gws,SK,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,89,-,1.0,4.0,0.0,0.0
"Davis, Phil",2015,R1,gws,SK,11.0,8.0,3.0,0.0,0.0,6.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,93,-,1.0,9.0,0.0,0.0
"Downie, Tom",2015,R1,gws,SK,,,,,,,,,,,,,,,,,,,,,,,,
"Greene, Toby",2015,R1,gws,SK,22.0,12.0,10.0,0.0,2.0,4.0,2.0,1.0,6.0,16.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,79,-,4.0,0.0,0.0,0.0
"Griffen, Ryan",2015,R1,gws,SK,15.0,5.0,10.0,0.0,1.0,2.0,4.0,3.0,8.0,8.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,80,-,2.0,2.0,1.0,0.0
"Hampton, Curtly",2015,R1,gws,SK,10.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,73,-,2.0,2.0,0.0,0.0
