Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Aliir, Aliir",2017,R1,swans,PA,,,,,,,,,,,,,,,,,,,,,,,,
"Cunningham, Harry",2017,R1,swans,PA,12.0,7.0,5.0,0.0,0.0,2.0,0.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,94,,2.0,1.0,0.0,0.0
"Dawson, Jordan",2017,R1,swans,PA,,,,,,,,,,,,,,,,,,,,,,,,
"Florent, Oliver",2017,R1,swans,PA,8.0,5.0,3.0,0.0,0.0,0.0,1.0,3.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,68,,1.0,1.0,0.0,0.0
"Foote, Jordan",2017,R1,swans,PA,12.0,8.0,4.0,0.0,2.0,4.0,1.0,5.0,3.0,9.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,75,,5.0,0.0,0.0,0.0
"Fox, Robbie",2017,R1,swans,PA,,,,,,,,,,,,,,,,,,,,,,,,
"Franklin, Lance",2017,R1,swans,PA,18.0,13.0,5.0,4.0,2.0,7.0,1.0,3.0,9.0,9.0,0.0,3.0,3.0,0.0,2.0,0.0,5.0,0.0,96,,0.0,1.0,0.0,3.0
"Grundy, Heath",2017,R1,swans,PA,21.0,14.0,7.0,0.0,0.0,11.0,0.0,1.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,95,,6.0,4.0,0.0,0.0
"Hannebery, Dan",2017,R1,swans,PA,18.0,7.0,11.0,0.0,0.0,3.0,2.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,72,,2.0,1.0,0.0,0.0
"Hayward, Will",2017,R1,swans,PA,,,,,,,,,,,,,,,,,,,,,,,,
"Heeney, Isaac",2017,R1,swans,PA,,,,,,,,,,,,,,,,,,,,,,,,
"Hewett, George",2017,R1,swans,PA,19.0,5.0,14.0,0.0,0.0,2.0,7.0,9.0,12.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,77,,2.0,1.0,0.0,0.0
"Jack, Brandon",2017,R1,swans,PA,,,,,,,,,,,,,,,,,,,,,,,,
"Jack, Kieren",2017,R1,swans,PA,21.0,13.0,8.0,1.0,1.0,7.0,4.0,0.0,8.0,13.0,0.0,0.0,1.0,2.0,0.0,3.0,5.0,3.0,73,,7.0,1.0,0.0,0.0
"Jones, Zak",2017,R1,swans,PA,25.0,14.0,11.0,1.0,0.0,7.0,1.0,2.0,5.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,86,,3.0,1.0,0.0,0.0
"Kennedy, Josh",2017,R1,swans,PA,28.0,13.0,15.0,1.0,1.0,2.0,10.0,9.0,19.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,2.0,88,,2.0,0.0,0.0,0.0
"Laidler, Jeremy",2017,R1,swans,PA,13.0,8.0,5.0,0.0,1.0,3.0,0.0,3.0,4.0,7.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,81,,1.0,7.0,0.0,0.0
"Lloyd, Jake",2017,R1,swans,PA,23.0,16.0,7.0,0.0,0.0,6.0,0.0,2.0,2.0,18.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,93,,2.0,2.0,0.0,0.0
"Marsh, Harrison",2017,R1,swans,PA,24.0,12.0,12.0,0.0,0.0,4.0,0.0,2.0,9.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0,80,,2.0,1.0,2.0,0.0
"McVeigh, Jarrad",2017,R1,swans,PA,,,,,,,,,,,,,,,,,,,,,,,,
"Melican, Lewis",2017,R1,swans,PA,,,,,,,,,,,,,,,,,,,,,,,,
"Mills, Callum",2017,R1,swans,PA,18.0,14.0,4.0,0.0,0.0,4.0,2.0,2.0,6.0,12.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,2.0,87,,4.0,3.0,0.0,0.0
"Naismith, Sam",2017,R1,swans,PA,9.0,5.0,4.0,0.0,1.0,3.0,2.0,5.0,5.0,5.0,34.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,81,,5.0,4.0,0.0,0.0
"Newman, Nic",2017,R1,swans,PA,,,,,,,,,,,,,,,,,,,,,,,,
"Papley, Tom",2017,R1,swans,PA,,,,,,,,,,,,,,,,,,,,,,,,
"Parker, Luke",2017,R1,swans,PA,25.0,17.0,8.0,0.0,0.0,2.0,6.0,7.0,12.0,12.0,0.0,1.0,0.0,1.0,4.0,2.0,6.0,0.0,89,,5.0,2.0,0.0,0.0
"Rampe, Dane",2017,R1,swans,PA,9.0,6.0,3.0,0.0,0.0,4.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,92,,0.0,4.0,0.0,0.0
"Reid, Sam",2017,R1,swans,PA,13.0,8.0,5.0,3.0,0.0,7.0,0.0,3.0,7.0,7.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,83,,2.0,1.0,0.0,0.0
"Robinson, Dan",2017,R1,swans,PA,6.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,35,,2.0,0.0,0.0,0.0
"Rohan, Gary",2017,R1,swans,PA,,,,,,,,,,,,,,,,,,,,,,,,
"Rose, James",2017,R1,swans,PA,,,,,,,,,,,,,,,,,,,,,,,,
"Sinclair, Callum",2017,R1,swans,PA,,,,,,,,,,,,,,,,,,,,,,,,
