Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Armfield, Dennis",2013,R1,carlton,RI,17.0,10.0,7.0,0.0,1.0,2.0,3.0,1.0,5.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,82,-,2.0,0.0,0.0,0.0
"Bell, Tom",2013,R1,carlton,RI,,,,,,,,,,,,,,,,,,,,,,,,
"Betts, Eddie",2013,R1,carlton,RI,19.0,10.0,9.0,2.0,0.0,0.0,2.0,2.0,12.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,88,-,4.0,2.0,0.0,0.0
"Bootsma, Josh",2013,R1,carlton,RI,9.0,4.0,5.0,0.0,0.0,3.0,0.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,93,-,1.0,7.0,0.0,0.0
"Buckley, Dylan",2013,R1,carlton,RI,,,,,,,,,,,,,,,,,,,,,,,,
"Cachia, Jaryd",2013,R1,carlton,RI,,,,,,,,,,,,,,,,,,,,,,,,
"Carrazzo, Andrew",2013,R1,carlton,RI,24.0,6.0,18.0,0.0,1.0,2.0,3.0,6.0,9.0,16.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,75,-,3.0,0.0,0.0,0.0
"Casboult, Levi",2013,R1,carlton,RI,4.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,79,-,4.0,2.0,0.0,0.0
"Curnow, Ed",2013,R1,carlton,RI,,,,,,,,,,,,,,,,,,,,,,,,
"Davies, Marcus",2013,R1,carlton,RI,,,,,,,,,,,,,,,,,,,,,,,,
"Duigan, Nick",2013,R1,carlton,RI,10.0,7.0,3.0,0.0,0.0,4.0,1.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,96,-,6.0,5.0,0.0,0.0
"Ellard, David",2013,R1,carlton,RI,,,,,,,,,,,,,,,,,,,,,,,,
"Garlett, Jeff",2013,R1,carlton,RI,12.0,8.0,4.0,2.0,0.0,2.0,4.0,2.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,84,-,2.0,1.0,1.0,0.0
