Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Abraham, Winston",2001,R1,kangaroos,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0
"Archer, Glenn",2001,R1,kangaroos,ES,15.0,10.0,5.0,1.0,0.0,6.0,3.0,2.0,8.0,7.0,0.0,1.0,2.0,,0.0,1.0,2.0,0.0,,,2.0,3.0,0.0,0.0
"Blakey, John",2001,R1,kangaroos,ES,18.0,15.0,3.0,0.0,0.0,8.0,0.0,2.0,3.0,14.0,0.0,0.0,0.0,,1.0,0.0,0.0,7.0,,,1.0,1.0,0.0,0.0
"Burton, Matthew",2001,R1,kangaroos,ES,13.0,5.0,8.0,0.0,0.0,7.0,1.0,0.0,6.0,5.0,19.0,3.0,0.0,,0.0,0.0,1.0,0.0,,,2.0,1.0,0.0,0.0
"Carey, Wayne",2001,R1,kangaroos,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Clayton, Shane",2001,R1,kangaroos,ES,10.0,7.0,3.0,0.0,1.0,7.0,1.0,3.0,3.0,7.0,0.0,0.0,1.0,,0.0,2.0,1.0,1.0,,,0.0,1.0,0.0,0.0
"Cochrane, Stuart",2001,R1,kangaroos,ES,10.0,9.0,1.0,1.0,0.0,5.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,,0.0,0.0,2.0,2.0,,,1.0,1.0,0.0,0.0
"Colbert, Leigh",2001,R1,kangaroos,ES,13.0,9.0,4.0,0.0,0.0,2.0,1.0,1.0,6.0,6.0,1.0,2.0,0.0,,0.0,1.0,1.0,8.0,,,1.0,1.0,0.0,0.0
"Grant, Shannon",2001,R1,kangaroos,ES,33.0,23.0,10.0,1.0,0.0,5.0,4.0,1.0,15.0,19.0,0.0,0.0,0.0,,2.0,3.0,1.0,3.0,,,3.0,1.0,0.0,0.0
"Harding, Leigh",2001,R1,kangaroos,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Harris, Daniel",2001,R1,kangaroos,ES,15.0,11.0,4.0,1.0,0.0,3.0,4.0,6.0,15.0,3.0,0.0,1.0,0.0,,3.0,2.0,0.0,0.0,,,2.0,4.0,0.0,0.0
"Harvey, Brent",2001,R1,kangaroos,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Hilton, Mark",2001,R1,kangaroos,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Jones, Corey",2001,R1,kangaroos,ES,,,,,,,,,,,,,,,,,,,,,,,,
"King, David",2001,R1,kangaroos,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Lange, Adam",2001,R1,kangaroos,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Makepeace, Troy",2001,R1,kangaroos,ES,12.0,8.0,4.0,1.0,0.0,3.0,1.0,1.0,2.0,9.0,0.0,0.0,1.0,,0.0,0.0,1.0,1.0,,,0.0,2.0,0.0,0.0
"Martyn, Mick",2001,R1,kangaroos,ES,,,,,,,,,,,,,,,,,,,,,,,,
"McCartney, Jason",2001,R1,kangaroos,ES,10.0,8.0,2.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,,2.0,1.0,0.0,4.0,,,1.0,2.0,0.0,0.0
"McKernan, Corey",2001,R1,kangaroos,ES,12.0,12.0,0.0,2.0,1.0,6.0,1.0,1.0,5.0,7.0,4.0,1.0,1.0,,0.0,2.0,4.0,1.0,,,2.0,1.0,0.0,0.0
"McLaren, Joe",2001,R1,kangaroos,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Morrell, Digby",2001,R1,kangaroos,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Motlop, Daniel",2001,R1,kangaroos,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Motlop, Shannon",2001,R1,kangaroos,ES,9.0,5.0,4.0,1.0,2.0,0.0,2.0,3.0,6.0,2.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,,,1.0,0.0,0.0,0.0
"Olarenshaw, Ricky",2001,R1,kangaroos,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Petrie, Drew",2001,R1,kangaroos,ES,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,,1.0,0.0,2.0,0.0,,,1.0,0.0,0.0,0.0
"Pickett, Byron",2001,R1,kangaroos,ES,12.0,7.0,5.0,0.0,0.0,4.0,2.0,3.0,4.0,7.0,0.0,0.0,0.0,,1.0,4.0,1.0,2.0,,,2.0,1.0,3.0,0.0
"Rawlings, Brady",2001,R1,kangaroos,ES,10.0,6.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,,1.0,0.0,3.0,0.0,,,4.0,1.0,0.0,0.0
"Rocca, Saverio",2001,R1,kangaroos,ES,11.0,10.0,1.0,1.0,2.0,8.0,0.0,0.0,3.0,7.0,2.0,1.0,3.0,,1.0,0.0,4.0,0.0,,,0.0,2.0,0.0,0.0
"Simpson, Adam",2001,R1,kangaroos,ES,20.0,16.0,4.0,0.0,0.0,2.0,7.0,1.0,14.0,5.0,2.0,0.0,0.0,,3.0,0.0,2.0,3.0,,,1.0,1.0,0.0,0.0
"Sinclair, Jess",2001,R1,kangaroos,ES,13.0,6.0,7.0,0.0,1.0,1.0,1.0,6.0,11.0,1.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,,,3.0,1.0,0.0,0.0
"Smith, Dylan",2001,R1,kangaroos,ES,9.0,5.0,4.0,0.0,0.0,0.0,1.0,3.0,6.0,3.0,0.0,0.0,0.0,,2.0,0.0,5.0,0.0,,,1.0,0.0,0.0,0.0
"Smith, Lindsay",2001,R1,kangaroos,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Spaull, John",2001,R1,kangaroos,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Stevens, Anthony",2001,R1,kangaroos,ES,29.0,23.0,6.0,0.0,0.0,5.0,3.0,2.0,11.0,20.0,0.0,0.0,0.0,,5.0,2.0,5.0,2.0,,,2.0,1.0,2.0,0.0
"Teague, David",2001,R1,kangaroos,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Watt, Shannon",2001,R1,kangaroos,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
"Abraham, Winston",2001,R2,kangaroos,BL,,,,,,,,,,,,,,,,,,,,,,,,
"Archer, Glenn",2001,R2,kangaroos,BL,14.0,8.0,6.0,0.0,0.0,4.0,0.0,4.0,9.0,4.0,0.0,2.0,0.0,,0.0,1.0,1.0,4.0,,,1.0,1.0,4.0,0.0
"Blakey, John",2001,R2,kangaroos,BL,22.0,14.0,8.0,0.0,0.0,8.0,1.0,0.0,8.0,14.0,0.0,0.0,0.0,,2.0,0.0,0.0,10.0,,,0.0,0.0,2.0,0.0
"Burton, Matthew",2001,R2,kangaroos,BL,5.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,16.0,0.0,0.0,,0.0,1.0,1.0,1.0,,,0.0,1.0,0.0,0.0
"Carey, Wayne",2001,R2,kangaroos,BL,,,,,,,,,,,,,,,,,,,,,,,,
"Clayton, Shane",2001,R2,kangaroos,BL,8.0,5.0,3.0,2.0,0.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,1.0,,2.0,0.0,2.0,0.0,,,0.0,1.0,1.0,0.0
"Cochrane, Stuart",2001,R2,kangaroos,BL,11.0,7.0,4.0,0.0,1.0,1.0,1.0,2.0,6.0,5.0,0.0,0.0,0.0,,1.0,0.0,4.0,1.0,,,0.0,0.0,0.0,0.0
"Colbert, Leigh",2001,R2,kangaroos,BL,10.0,6.0,4.0,0.0,0.0,3.0,1.0,1.0,6.0,4.0,1.0,0.0,0.0,,2.0,2.0,2.0,0.0,,,3.0,3.0,0.0,0.0
"Grant, Shannon",2001,R2,kangaroos,BL,14.0,9.0,5.0,0.0,2.0,2.0,1.0,1.0,6.0,8.0,0.0,0.0,0.0,,1.0,0.0,2.0,1.0,,,1.0,2.0,1.0,0.0
"Harding, Leigh",2001,R2,kangaroos,BL,,,,,,,,,,,,,,,,,,,,,,,,
"Harris, Daniel",2001,R2,kangaroos,BL,23.0,17.0,6.0,0.0,3.0,0.0,7.0,2.0,17.0,7.0,0.0,0.0,0.0,,2.0,0.0,4.0,2.0,,,1.0,4.0,0.0,0.0
"Harvey, Brent",2001,R2,kangaroos,BL,,,,,,,,,,,,,,,,,,,,,,,,
"Hilton, Mark",2001,R2,kangaroos,BL,,,,,,,,,,,,,,,,,,,,,,,,
"Jones, Corey",2001,R2,kangaroos,BL,,,,,,,,,,,,,,,,,,,,,,,,
"King, David",2001,R2,kangaroos,BL,13.0,7.0,6.0,0.0,0.0,2.0,2.0,0.0,4.0,8.0,0.0,0.0,0.0,,1.0,1.0,0.0,2.0,,,3.0,1.0,0.0,0.0
"Lange, Adam",2001,R2,kangaroos,BL,,,,,,,,,,,,,,,,,,,,,,,,
"Makepeace, Troy",2001,R2,kangaroos,BL,12.0,7.0,5.0,0.0,0.0,4.0,3.0,2.0,6.0,6.0,0.0,0.0,0.0,,0.0,0.0,2.0,1.0,,,1.0,2.0,2.0,0.0
"Martyn, Mick",2001,R2,kangaroos,BL,,,,,,,,,,,,,,,,,,,,,,,,
"McCartney, Jason",2001,R2,kangaroos,BL,15.0,10.0,5.0,1.0,0.0,8.0,2.0,0.0,4.0,11.0,0.0,1.0,1.0,,1.0,1.0,4.0,1.0,,,0.0,0.0,0.0,0.0
"McKernan, Corey",2001,R2,kangaroos,BL,7.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,3.0,1.0,0.0,,1.0,3.0,1.0,0.0,,,2.0,0.0,1.0,0.0
"McLaren, Joe",2001,R2,kangaroos,BL,,,,,,,,,,,,,,,,,,,,,,,,
"Morrell, Digby",2001,R2,kangaroos,BL,,,,,,,,,,,,,,,,,,,,,,,,
"Motlop, Daniel",2001,R2,kangaroos,BL,,,,,,,,,,,,,,,,,,,,,,,,
"Motlop, Shannon",2001,R2,kangaroos,BL,3.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,,0.0,1.0,2.0,0.0,,,0.0,0.0,1.0,0.0
"Olarenshaw, Ricky",2001,R2,kangaroos,BL,,,,,,,,,,,,,,,,,,,,,,,,
"Petrie, Drew",2001,R2,kangaroos,BL,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
"Pickett, Byron",2001,R2,kangaroos,BL,12.0,9.0,3.0,0.0,1.0,6.0,0.0,3.0,3.0,7.0,0.0,0.0,1.0,,2.0,1.0,1.0,2.0,,,0.0,2.0,3.0,0.0
"Rawlings, Brady",2001,R2,kangaroos,BL,8.0,5.0,3.0,0.0,0.0,2.0,1.0,4.0,3.0,6.0,0.0,0.0,0.0,,0.0,1.0,2.0,0.0,,,0.0,0.0,0.0,0.0
"Rocca, Saverio",2001,R2,kangaroos,BL,12.0,10.0,2.0,5.0,1.0,8.0,0.0,0.0,5.0,7.0,1.0,2.0,5.0,,1.0,0.0,3.0,1.0,,,1.0,0.0,0.0,0.0
"Simpson, Adam",2001,R2,kangaroos,BL,14.0,9.0,5.0,0.0,0.0,2.0,2.0,4.0,6.0,8.0,0.0,0.0,0.0,,0.0,2.0,2.0,3.0,,,0.0,0.0,0.0,0.0
"Sinclair, Jess",2001,R2,kangaroos,BL,8.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,0.0,0.0,2.0,0.0
"Smith, Dylan",2001,R2,kangaroos,BL,12.0,7.0,5.0,0.0,1.0,3.0,2.0,2.0,5.0,8.0,0.0,0.0,0.0,,1.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0
"Smith, Lindsay",2001,R2,kangaroos,BL,,,,,,,,,,,,,,,,,,,,,,,,
"Spaull, John",2001,R2,kangaroos,BL,,,,,,,,,,,,,,,,,,,,,,,,
"Stevens, Anthony",2001,R2,kangaroos,BL,24.0,20.0,4.0,0.0,0.0,4.0,2.0,3.0,6.0,15.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,,,0.0,0.0,2.0,0.0
"Teague, David",2001,R2,kangaroos,BL,,,,,,,,,,,,,,,,,,,,,,,,
"Watt, Shannon",2001,R2,kangaroos,BL,4.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,,2.0,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0
"Abraham, Winston",2001,R3,kangaroos,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Archer, Glenn",2001,R3,kangaroos,SY,13.0,8.0,5.0,0.0,0.0,2.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,,,1.0,1.0,0.0,0.0
"Blakey, John",2001,R3,kangaroos,SY,17.0,12.0,5.0,0.0,0.0,4.0,3.0,1.0,10.0,6.0,0.0,2.0,0.0,,2.0,0.0,2.0,5.0,,,0.0,1.0,1.0,0.0
"Burton, Matthew",2001,R3,kangaroos,SY,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,3.0,0.0,0.0
"Carey, Wayne",2001,R3,kangaroos,SY,10.0,9.0,1.0,4.0,0.0,5.0,0.0,2.0,4.0,5.0,0.0,1.0,4.0,,0.0,1.0,2.0,0.0,,,1.0,0.0,1.0,0.0
"Clayton, Shane",2001,R3,kangaroos,SY,10.0,6.0,4.0,0.0,0.0,5.0,1.0,1.0,4.0,6.0,0.0,0.0,0.0,,2.0,1.0,1.0,0.0,,,1.0,0.0,0.0,0.0
"Cochrane, Stuart",2001,R3,kangaroos,SY,9.0,8.0,1.0,0.0,1.0,3.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,,1.0,0.0,4.0,1.0,,,0.0,1.0,0.0,0.0
"Colbert, Leigh",2001,R3,kangaroos,SY,15.0,8.0,7.0,1.0,0.0,3.0,2.0,3.0,9.0,5.0,0.0,0.0,1.0,,2.0,0.0,4.0,0.0,,,0.0,4.0,0.0,0.0
"Grant, Shannon",2001,R3,kangaroos,SY,16.0,11.0,5.0,0.0,1.0,6.0,0.0,1.0,6.0,9.0,0.0,1.0,0.0,,0.0,0.0,2.0,2.0,,,2.0,0.0,0.0,0.0
"Harding, Leigh",2001,R3,kangaroos,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Harris, Daniel",2001,R3,kangaroos,SY,5.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,,0.0,0.0,2.0,1.0,,,1.0,2.0,0.0,0.0
"Harvey, Brent",2001,R3,kangaroos,SY,19.0,14.0,5.0,0.0,0.0,4.0,2.0,2.0,10.0,10.0,0.0,0.0,0.0,,3.0,1.0,0.0,4.0,,,1.0,2.0,6.0,0.0
"Hilton, Mark",2001,R3,kangaroos,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Jones, Corey",2001,R3,kangaroos,SY,,,,,,,,,,,,,,,,,,,,,,,,
"King, David",2001,R3,kangaroos,SY,28.0,22.0,6.0,3.0,1.0,6.0,5.0,2.0,9.0,16.0,0.0,1.0,0.0,,2.0,1.0,9.0,4.0,,,2.0,0.0,3.0,0.0
"Lange, Adam",2001,R3,kangaroos,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Makepeace, Troy",2001,R3,kangaroos,SY,11.0,6.0,5.0,0.0,0.0,1.0,3.0,2.0,4.0,6.0,0.0,0.0,0.0,,1.0,0.0,2.0,3.0,,,0.0,4.0,0.0,0.0
"Martyn, Mick",2001,R3,kangaroos,SY,,,,,,,,,,,,,,,,,,,,,,,,
"McCartney, Jason",2001,R3,kangaroos,SY,9.0,8.0,1.0,0.0,0.0,4.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0,,2.0,2.0,2.0,1.0,,,1.0,2.0,0.0,0.0
"McKernan, Corey",2001,R3,kangaroos,SY,11.0,6.0,5.0,1.0,0.0,3.0,3.0,0.0,3.0,7.0,13.0,0.0,1.0,,2.0,4.0,1.0,2.0,,,1.0,1.0,0.0,0.0
"McLaren, Joe",2001,R3,kangaroos,SY,,,,,,,,,,,,,,,,,,,,,,,,
