Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Brown, Gavin",1998,R1,collingwood,HW,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,2.0,1.0,0.0,1.0,,,0.0,,,0.0
"Buckley, Nathan",1998,R1,collingwood,HW,30.0,24.0,6.0,3.0,1.0,10.0,5.0,3.0,,,0.0,,,,0.0,1.0,13.0,1.0,,,0.0,,,3.0
"Burns, Scott",1998,R1,collingwood,HW,12.0,6.0,6.0,1.0,0.0,2.0,4.0,1.0,,,0.0,,,,1.0,0.0,2.0,1.0,,,0.0,,,0.0
"Crosisca, Gavin",1998,R1,collingwood,HW,14.0,12.0,2.0,0.0,0.0,5.0,0.0,1.0,,,0.0,,,,0.0,1.0,8.0,0.0,,,0.0,,,0.0
"Crow, Scott",1998,R1,collingwood,HW,19.0,10.0,9.0,2.0,1.0,5.0,3.0,1.0,,,0.0,,,,0.0,2.0,3.0,1.0,,,3.0,,,0.0
"Curran, Chris",1998,R1,collingwood,HW,,,,,,,,,,,,,,,,,,,,,,,,
"Francis, Matthew",1998,R1,collingwood,HW,,,,,,,,,,,,,,,,,,,,,,,,
"Francis, Tony",1998,R1,collingwood,HW,,,,,,,,,,,,,,,,,,,,,,,,
"Fuller, Brad",1998,R1,collingwood,HW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0
"Gardiner, Michael",1998,R1,collingwood,HW,,,,,,,,,,,,,,,,,,,,,,,,
"Gibson, Shannon",1998,R1,collingwood,HW,6.0,5.0,1.0,0.0,1.0,3.0,0.0,1.0,,,0.0,,,,0.0,0.0,2.0,1.0,,,0.0,,,0.0
"Godden, Luke",1998,R1,collingwood,HW,,,,,,,,,,,,,,,,,,,,,,,,
"King, Clinton",1998,R1,collingwood,HW,,,,,,,,,,,,,,,,,,,,,,,,
"Kinnear, Ben",1998,R1,collingwood,HW,,,,,,,,,,,,,,,,,,,,,,,,
"Liddell, Chad",1998,R1,collingwood,HW,,,,,,,,,,,,,,,,,,,,,,,,
"Mahoney, Josh",1998,R1,collingwood,HW,9.0,4.0,5.0,1.0,0.0,0.0,0.0,2.0,,,0.0,,,,2.0,3.0,2.0,0.0,,,2.0,,,0.0
"Mangin, Stuart",1998,R1,collingwood,HW,,,,,,,,,,,,,,,,,,,,,,,,
"McDonald, Alex",1998,R1,collingwood,HW,15.0,10.0,5.0,2.0,1.0,3.0,4.0,2.0,,,0.0,,,,1.0,2.0,3.0,1.0,,,0.0,,,0.0
"Michael, Mal",1998,R1,collingwood,HW,,,,,,,,,,,,,,,,,,,,,,,,
"Monkhorst, Damian",1998,R1,collingwood,HW,7.0,4.0,3.0,0.0,0.0,2.0,1.0,1.0,,,8.0,,,,1.0,0.0,1.0,0.0,,,0.0,,,0.0
