Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Bartram, Clint",2006,R1,melbourne,CA,10.0,6.0,4.0,1.0,0.0,3.0,2.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,65,,2.0,2.0,0.0,0.0
"Bate, Matthew",2006,R1,melbourne,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Bell, Daniel",2006,R1,melbourne,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Brown, Nathan",2006,R1,melbourne,CA,17.0,10.0,7.0,0.0,0.0,7.0,0.0,0.0,3.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,77,,1.0,0.0,2.0,0.0
"Bruce, Cameron",2006,R1,melbourne,CA,25.0,13.0,12.0,1.0,0.0,7.0,1.0,3.0,9.0,16.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,94,,0.0,1.0,4.0,0.0
"Carroll, Nathan",2006,R1,melbourne,CA,14.0,7.0,7.0,0.0,0.0,5.0,1.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,77,,4.0,2.0,2.0,0.0
"Davey, Aaron",2006,R1,melbourne,CA,19.0,14.0,5.0,3.0,1.0,5.0,2.0,3.0,8.0,11.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,90,,6.0,1.0,0.0,0.0
"Dunn, Lynden",2006,R1,melbourne,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Ferguson, Ryan",2006,R1,melbourne,CA,14.0,6.0,8.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,100,,1.0,12.0,0.0,0.0
"Godfrey, Simon",2006,R1,melbourne,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Green, Brad",2006,R1,melbourne,CA,28.0,12.0,16.0,0.0,0.0,4.0,4.0,3.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,100,,2.0,2.0,0.0,0.0
"Holland, Ben",2006,R1,melbourne,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Jamar, Mark",2006,R1,melbourne,CA,4.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34,,1.0,1.0,0.0,0.0
"Johnson, Chris",2006,R1,melbourne,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Johnson, Paul",2006,R1,melbourne,CA,5.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,42,,3.0,1.0,0.0,0.0
"Johnstone, Travis",2006,R1,melbourne,CA,18.0,8.0,10.0,0.0,0.0,3.0,2.0,3.0,4.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,100,,6.0,1.0,1.0,0.0
"Jones, Nathan",2006,R1,melbourne,CA,,,,,,,,,,,,,,,,,,,,,,,,
"McDonald, James",2006,R1,melbourne,CA,23.0,11.0,12.0,0.0,1.0,7.0,3.0,3.0,11.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,67,,1.0,2.0,0.0,0.0
"McLean, Brock",2006,R1,melbourne,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Miller, Brad",2006,R1,melbourne,CA,14.0,5.0,9.0,0.0,0.0,2.0,1.0,2.0,5.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,100,,1.0,5.0,0.0,0.0
"Moloney, Brent",2006,R1,melbourne,CA,23.0,17.0,6.0,0.0,1.0,5.0,3.0,3.0,6.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,4.0,76,,1.0,0.0,5.0,0.0
"Motlop, Shannon",2006,R1,melbourne,CA,15.0,11.0,4.0,0.0,0.0,3.0,0.0,2.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,79,,7.0,1.0,1.0,0.0
"Neitz, David",2006,R1,melbourne,CA,9.0,7.0,2.0,2.0,2.0,6.0,0.0,0.0,5.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,100,,0.0,1.0,0.0,0.0
"Pickett, Byron",2006,R1,melbourne,CA,13.0,9.0,4.0,0.0,0.0,8.0,0.0,2.0,3.0,10.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,65,,2.0,4.0,9.0,0.0
"Read, Phillip",2006,R1,melbourne,CA,,,,,,,,,,,,,,,,,,,,,,,,
