Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Brown, Luke",2013,R1,adelaide,ES,7.0,3.0,4.0,0.0,0.0,2.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,45,Off,0.0,0.0,0.0,0.0
"Callinan, Ian",2013,R1,adelaide,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Crouch, Brad",2013,R1,adelaide,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Dangerfield, Patrick",2013,R1,adelaide,ES,17.0,10.0,7.0,0.0,1.0,1.0,4.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,87,-,4.0,1.0,0.0,0.0
"Douglas, Richard",2013,R1,adelaide,ES,19.0,13.0,6.0,2.0,1.0,5.0,3.0,2.0,6.0,13.0,0.0,2.0,2.0,1.0,0.0,1.0,5.0,3.0,82,-,3.0,0.0,1.0,0.0
"Grigg, Mitch",2013,R1,adelaide,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Hartigan, Kyle",2013,R1,adelaide,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Henderson, Ricky",2013,R1,adelaide,ES,14.0,11.0,3.0,0.0,2.0,7.0,1.0,1.0,6.0,8.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,85,-,2.0,0.0,0.0,0.0
"Jacobs, Sam",2013,R1,adelaide,ES,10.0,9.0,1.0,0.0,1.0,2.0,3.0,1.0,8.0,2.0,37.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,91,-,1.0,3.0,0.0,0.0
"Jaensch, Matthew",2013,R1,adelaide,ES,13.0,7.0,6.0,0.0,0.0,2.0,0.0,1.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,83,-,0.0,5.0,0.0,0.0
"Jenkins, Josh",2013,R1,adelaide,ES,11.0,9.0,2.0,1.0,0.0,3.0,1.0,1.0,6.0,4.0,7.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,80,-,1.0,1.0,0.0,0.0
"Johncock, Graham",2013,R1,adelaide,ES,13.0,7.0,6.0,1.0,1.0,4.0,0.0,2.0,10.0,4.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,81,-,0.0,1.0,0.0,0.0
"Johnston, Lewis",2013,R1,adelaide,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Kerridge, Sam",2013,R1,adelaide,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Laird, Rory",2013,R1,adelaide,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Lynch, Tom",2013,R1,adelaide,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Lyons, Jarryd",2013,R1,adelaide,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Mackay, David",2013,R1,adelaide,ES,16.0,8.0,8.0,1.0,0.0,3.0,1.0,4.0,7.0,9.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,82,-,5.0,0.0,1.0,0.0
"Martin, Brodie",2013,R1,adelaide,ES,9.0,6.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,36,On,0.0,0.0,0.0,0.0
"McKernan, Shaun",2013,R1,adelaide,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Otten, Andy",2013,R1,adelaide,ES,15.0,6.0,9.0,0.0,0.0,3.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,83,-,2.0,15.0,0.0,0.0
"Petrenko, Jared",2013,R1,adelaide,ES,5.0,4.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79,-,0.0,0.0,1.0,0.0
"Porplyzia, Jason",2013,R1,adelaide,ES,16.0,8.0,8.0,1.0,2.0,3.0,0.0,1.0,8.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,85,-,3.0,1.0,0.0,0.0
"Reilly, Brent",2013,R1,adelaide,ES,19.0,13.0,6.0,0.0,0.0,3.0,2.0,4.0,6.0,11.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,7.0,90,-,7.0,1.0,1.0,0.0
"Riley, Aidan",2013,R1,adelaide,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Rutten, Ben",2013,R1,adelaide,ES,7.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,90,-,3.0,3.0,0.0,0.0
"Shaw, Sam",2013,R1,adelaide,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Sloane, Rory",2013,R1,adelaide,ES,23.0,12.0,11.0,0.0,1.0,1.0,4.0,6.0,11.0,11.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,6.0,90,-,0.0,1.0,0.0,0.0
"Smith, Brodie",2013,R1,adelaide,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Talia, Daniel",2013,R1,adelaide,ES,5.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,94,-,3.0,9.0,0.0,0.0
"Tambling, Richard",2013,R1,adelaide,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Thompson, Scott",2013,R1,adelaide,ES,23.0,11.0,12.0,0.0,0.0,4.0,6.0,3.0,15.0,9.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,84,-,3.0,0.0,0.0,0.0
"Vince, Bernie",2013,R1,adelaide,ES,16.0,10.0,6.0,0.0,0.0,2.0,1.0,1.0,6.0,10.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,1.0,78,-,5.0,2.0,0.0,0.0
