Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Baker, Liam",-,5,4,2,-,2,1,1,3,1,6,1,1,3,30.0
"Balta, Noah",2,5,7,4,5,8,3,7,5,2,5,7,5,6,71.0
"Bolton, Shai",1,-,2,1,3,3,2,2,2,2,3,-,1,1,23.0
"Broad, Nathan",3,5,,,,,8,6,12,3,9,5,3,8,62.0
"Clarke, Judson",,,-,-,-,2,-,3,-,-,-,-,-,-,5.0
"Cotchin, Trent",2,-,1,1,-,1,2,,-,-,-,1,2,2,12.0
"Cumberland, Noah",,,1,-,1,1,-,1,,,,-,,,4.0
"Dow, Thomson",,,,,,,,,,-,,,,,
"Graham, Jack",1,-,-,1,,,,1,2,-,-,1,2,-,8.0
"Grimes, Dylan",4,4,6,9,6,5,3,7,5,3,9,4,8,7,80.0
"Hopper, Jacob",1,1,,1,1,1,1,1,-,,,,,,7.0
"Lynch, Tom",5,3,1,3,,,,,,,,,,,12.0
"Mansell, Rhyan",1,1,-,2,1,3,,2,-,2,4,2,1,,19.0
"Martin, Dustin",1,1,,3,-,2,1,1,1,2,2,-,2,2,18.0
"McIntosh, Kamdyn",2,2,1,3,1,4,4,3,4,-,1,1,3,4,33.0
"Miller, Ben",4,,,,3,6,3,3,8,,4,,,5,36.0
"Nankervis, Toby",5,4,6,5,,,,,,5,4,6,5,9,49.0
"Pickett, Marlion",2,2,-,3,1,-,1,3,1,-,3,-,1,,17.0
"Prestia, Dion",1,1,-,-,-,3,,2,1,-,1,1,1,3,14.0
"Ralphsmith, Hugo",,,3,2,5,1,,1,1,-,2,-,-,-,15.0
"Riewoldt, Jack",2,2,2,,1,-,1,1,4,1,6,2,3,3,28.0
"Rioli, Daniel",1,-,-,-,3,-,4,3,1,-,1,1,2,2,18.0
"Rioli, Maurice",1,-,2,,1,-,,,,,,,,1,5.0
"Ross, Jack",1,,2,,,,1,3,-,2,2,-,1,3,15.0
"Ryan, Samson",,2,-,1,1,2,1,2,3,3,2,1,2,2,22.0
"Short, Jayden",-,-,,,,1,-,1,1,1,2,1,-,3,10.0
"Soldo, Ivan",,,,,,,1,,,,,,,,1.0
"Sonsie, Tyler",,,,2,1,,-,,,,,,,,3.0
"Taranto, Tim",-,1,-,1,2,1,1,-,-,1,1,1,1,-,10.0
"Vlastuin, Nick",4,6,5,5,8,5,3,6,5,4,,,2,5,58.0
"Young, Tylar",,7,10,15,11,7,8,,,,11,7,5,14,95.0
Totals,44,52,53,64,55,58,49,60,59,32,78,42,51,83,780.0
Opponent,CA,AD,CW,WB,SY,ME,GC,WC,GE,ES,PA,GW,FR,SK,
