Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Baker, Liam",15,25,32,25,35,14,21,22,21,16,19,20,20,20,305.0
"Balta, Noah",8,13,11,16,20,10,10,13,17,18,19,17,13,17,202.0
"Bolton, Shai",18,16,22,16,22,20,19,31,20,28,23,23,33,18,309.0
"Broad, Nathan",13,16,,,,,20,16,19,13,24,18,19,17,175.0
"Clarke, Judson",,,12,20,11,16,5,7,2,3,3,11,4,8,102.0
"Cotchin, Trent",18,17,23,11,7,17,11,,12,18,11,14,28,29,216.0
"Cumberland, Noah",,,7,21,7,7,6,2,,,,2,,,52.0
"Dow, Thomson",,,,,,,,,,6,,,,,6.0
"Graham, Jack",20,15,14,10,,,,12,17,17,11,9,21,20,166.0
"Grimes, Dylan",12,8,11,9,9,8,7,6,6,14,13,11,8,9,131.0
"Hopper, Jacob",18,23,,24,32,23,21,32,10,,,,,,183.0
"Lynch, Tom",10,11,7,6,,,,,,,,,,,34.0
"Mansell, Rhyan",7,3,8,12,12,4,,4,9,9,13,6,12,,99.0
"Martin, Dustin",23,14,,23,17,25,19,27,19,24,13,19,27,35,285.0
"McIntosh, Kamdyn",17,13,19,15,19,9,16,10,19,13,12,19,11,16,208.0
"Miller, Ben",9,,,,15,6,2,13,6,,5,,,12,68.0
"Nankervis, Toby",14,18,20,15,,,,,,17,22,18,14,11,149.0
"Pickett, Marlion",10,19,19,20,14,23,18,15,7,12,17,7,10,,191.0
"Prestia, Dion",23,21,20,20,22,20,,23,19,11,29,23,27,25,283.0
"Ralphsmith, Hugo",,,12,19,18,4,,15,13,13,17,17,1,3,132.0
"Riewoldt, Jack",12,9,6,,8,11,4,12,12,11,5,15,8,8,121.0
"Rioli, Daniel",27,23,25,29,22,21,21,22,23,26,20,17,20,25,321.0
"Rioli, Maurice",11,5,8,,3,7,,,,,,,,6,40.0
"Ross, Jack",4,,23,,,,17,22,13,26,16,18,19,16,174.0
"Ryan, Samson",,6,2,7,8,10,11,8,9,10,2,11,6,4,94.0
"Short, Jayden",17,20,,,,30,32,18,26,24,22,23,20,23,255.0
"Soldo, Ivan",,,,,,,11,,,,,,,,11.0
"Sonsie, Tyler",,,,15,15,,4,,,,,,,,34.0
"Taranto, Tim",32,28,29,27,34,33,32,30,28,33,33,36,35,38,448.0
"Vlastuin, Nick",11,20,20,21,20,21,18,17,15,22,,,26,23,234.0
"Young, Tylar",,5,6,11,11,10,14,,,,9,8,1,11,86.0
Totals,349,348,356,392,381,349,339,377,342,384,358,362,383,394,5114.0
Opponent,CA,AD,CW,WB,SY,ME,GC,WC,GE,ES,PA,GW,FR,SK,
