Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,Tot
"Acres, Blake",84,90,84,,84,86,84,76,78,82,83,82,79,86,85,83.1/1424:32
"Boyd, Jordan",,,,,,,,,,77,78,80,80,88,87,81.8/586:20
"Carroll, Jack",,,,14,,,,,,,,,,,,14.0/18:45
"Cerra, Adam",73,78,82,64,86,86,75,77,75,82,80,76,77,71,78,77.3/1423:38
"Cincotta, Alex",,,,,,76,80,79,72,,,78,85,78,77,78.1/764:57
"Cottrell, Matthew",,,,,,,,,78,82,89,79,87,92,,84.5/607:23
"Cowan, Lachlan",53,72,64,67,71,80,,,,,,,,,,67.9/504:26
"Cripps, Patrick",83,80,89,85,88,82,77,82,84,81,76,84,84,79,77,82.1/1511:32
"Cuningham, David",,,,,,,,,,,,,,71,76,73.5/183:37
"Curnow, Charlie",95,94,100,98,92,91,90,97,97,94,98,90,92,95,71,92.9/1710:27
"Curnow, Ed",86,84,75,87,81,66,78,84,24,88,53,,79,,88,74.9/1198:07
"De Koning, Tom",79,72,64,67,76,,,,,,82,83,83,80,,76.1/836:53
"Docherty, Sam",84,90,89,89,,,73,83,85,88,88,87,84,84,88,85.5/1359:57
"Dow, Paddy",,,,,,,,,,,,34,20,20,,24.5/87:25
"Durdin, Corey",,80,71,76,72,75,83,79,64,66,74,,,,,74.1/919:54
"Fisher, Zac",67,79,74,77,82,69,79,,,,,77,,,,75.6/747:44
"Fogarty, Lachie",,,,,,,,,,,,,,71,80,75.5/188:32
"Hewett, George",71,,76,71,78,74,85,75,73,36,25,,,,16,62.2/847:08
"Hollands, Oliver",81,89,85,89,85,78,76,76,57,41,59,,,,,74.4/1012:26
"Honey, Josh",,,,69,52,63,66,68,,,,,,,,63.5/402:54
"Kemp, Brodie",,,,,,,91,91,,,90,86,79,92,94,89.1/760:17
"Kennedy, Matthew",69,74,,,82,85,25,26,78,73,83,75,73,70,70,67.6/1075:50
"Martin, Jack",71,,,,,,,,,,,,49,59,71,62.6/303:16
"McGovern, Mitch",76,64,75,73,,74,66,76,78,77,84,80,79,70,82,75.2/1285:46
"McKay, Harry",96,91,91,97,88,95,89,83,89,84,94,95,91,92,92,91.1/1676:08
"Motlop, Jesse",81,72,80,81,73,65,,74,76,73,75,68,72,,,74.2/1086:54
"Newman, Nic",90,89,94,89,89,97,91,88,87,89,47,,,90,90,87.0/1401:56
"OBrien, Lochie",25,24,57,84,,21,,,,,,73,,,,47.5/345:25
"Owies, Matthew",70,74,23,,,,,,73,68,87,74,79,81,74,70.2/847:24
"Pittonet, Marc",,53,54,69,14,84,85,87,78,81,83,,,70,,68.6/937:01
"Plowman, Lachie",,,,,74,,,,,,,,,,,74.0/97:13
"Saad, Adam",86,88,81,84,76,,58,83,85,80,87,79,77,81,79,80.2/1380:18
"Silvagni, Jack",85,66,91,76,82,86,77,78,87,76,,37,68,,77,76.1/1215:44
"Walsh, Sam",,,,,76,81,86,84,84,82,87,88,81,80,79,82.5/1111:23
"Weitering, Jacob",100,97,100,97,100,100,100,96,100,100,100,100,100,100,91,98.7/1817:37
"Young, Lewis",95,100,100,98,100,85,86,59,100,100,,92,100,,77,91.6/1463:41
Totals,,,,,,,,,,,,,,,,
Opponent,RI,GE,GW,NM,AD,SK,WC,BL,WB,CW,SY,ME,ES,GC,HW,
