Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,Tot
"Acres, Blake",5,4,3,,4,5,3,7,3,3,4,6,4,3,3,57.0
"Boyd, Jordan",,,,,,,,,,2,-,2,2,1,2,9.0
"Carroll, Jack",,,,-,,,,,,,,,,,,
"Cerra, Adam",3,5,2,5,3,5,4,4,3,1,2,3,4,5,-,49.0
"Cincotta, Alex",,,,,,1,1,1,2,,,2,2,-,3,12.0
"Cottrell, Matthew",,,,,,,,,1,2,1,3,4,3,,14.0
"Cowan, Lachlan",2,-,3,-,1,4,,,,,,,,,,10.0
"Cripps, Patrick",3,4,7,4,3,3,2,2,7,3,5,4,3,2,6,58.0
"Cuningham, David",,,,,,,,,,,,,,1,2,3.0
"Curnow, Charlie",4,-,1,1,2,2,-,1,1,2,5,3,3,2,1,28.0
"Curnow, Ed",3,8,-,2,1,-,1,3,-,3,4,,3,,-,28.0
"De Koning, Tom",3,6,3,2,2,,,,,,4,4,7,4,,35.0
"Docherty, Sam",3,3,7,3,,,2,4,4,3,-,2,4,5,2,42.0
"Dow, Paddy",,,,,,,,,,,,2,1,-,,3.0
"Durdin, Corey",,2,-,1,3,1,-,1,-,1,2,,,,,11.0
"Fisher, Zac",-,3,4,3,3,4,-,,,,,-,,,,17.0
"Fogarty, Lachie",,,,,,,,,,,,,,1,-,1.0
"Hewett, George",3,,3,-,1,2,3,5,2,-,-,,,,-,19.0
"Hollands, Oliver",2,5,1,5,-,4,1,4,-,1,3,,,,,26.0
"Honey, Josh",,,,1,-,1,1,1,,,,,,,,4.0
"Kemp, Brodie",,,,,,,3,3,,,3,2,2,1,1,15.0
"Kennedy, Matthew",1,2,,,4,4,-,1,5,1,2,2,3,1,5,31.0
"Martin, Jack",-,,,,,,,,,,,,2,-,-,2.0
"McGovern, Mitch",4,4,3,3,,1,1,3,2,4,3,4,2,5,2,41.0
"McKay, Harry",4,1,3,4,2,4,3,1,-,1,1,2,2,4,3,35.0
"Motlop, Jesse",3,1,-,4,1,3,,2,3,-,1,6,2,,,26.0
"Newman, Nic",-,6,1,2,4,4,3,4,3,3,-,,,3,6,39.0
"OBrien, Lochie",-,-,3,6,,1,,,,,,2,,,,12.0
"Owies, Matthew",4,4,1,,,,,,1,-,3,3,4,1,1,22.0
"Pittonet, Marc",,4,2,3,-,2,3,4,2,5,1,,,5,,31.0
"Plowman, Lachie",,,,,2,,,,,,,,,,,2.0
"Saad, Adam",2,6,1,1,1,,-,3,2,1,-,2,3,1,2,25.0
"Silvagni, Jack",3,1,2,4,9,3,1,4,3,4,,2,2,,5,43.0
"Walsh, Sam",,,,,4,1,3,6,3,7,2,5,5,3,5,44.0
"Weitering, Jacob",2,3,3,1,-,3,2,2,5,1,1,3,-,2,1,29.0
"Young, Lewis",3,1,3,5,-,1,1,4,2,3,,3,4,,1,31.0
Totals,57,73,56,60,50,59,38,70,54,51,47,67,68,53,51,854.0
Opponent,RI,GE,GW,NM,AD,SK,WC,BL,WB,CW,SY,ME,ES,GC,HW,
