Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,Tot
"Acres, Blake",5,11,5,,6,7,8,12,6,9,7,6,5,4,8,99.0
"Boyd, Jordan",,,,,,,,,,3,6,3,2,2,6,22.0
"Carroll, Jack",,,,2,,,,,,,,,,,,2.0
"Cerra, Adam",10,9,15,7,10,12,8,13,11,4,9,10,14,17,9,158.0
"Cincotta, Alex",,,,,,3,8,5,4,,,7,3,4,4,38.0
"Cottrell, Matthew",,,,,,,,,10,3,9,3,5,2,,32.0
"Cowan, Lachlan",6,4,2,1,3,3,,,,,,,,,,19.0
"Cripps, Patrick",15,15,20,22,12,22,23,11,14,7,10,13,8,14,15,221.0
"Cuningham, David",,,,,,,,,,,,,,3,7,10.0
"Curnow, Charlie",4,2,8,10,6,8,12,6,7,8,11,2,8,4,4,100.0
"Curnow, Ed",2,12,3,4,8,1,2,7,-,6,6,,3,,5,59.0
"De Koning, Tom",10,8,8,4,5,,,,,,8,8,5,10,,66.0
"Docherty, Sam",2,2,7,7,,,7,7,3,10,8,5,4,4,5,71.0
"Dow, Paddy",,,,,,,,,,,,1,1,3,,5.0
"Durdin, Corey",,3,3,5,4,3,4,3,4,3,3,,,,,35.0
"Fisher, Zac",3,6,5,9,6,4,2,,,,,4,,,,39.0
"Fogarty, Lachie",,,,,,,,,,,,,,5,5,10.0
"Hewett, George",14,,11,6,7,12,10,11,11,5,4,,,,3,94.0
"Hollands, Oliver",5,5,3,5,7,4,2,3,4,3,3,,,,,44.0
"Honey, Josh",,,,1,2,4,3,3,,,,,,,,13.0
"Kemp, Brodie",,,,,,,5,6,,,1,5,3,5,2,27.0
"Kennedy, Matthew",9,11,,,3,6,3,6,11,8,8,8,10,13,9,105.0
"Martin, Jack",4,,,,,,,,,,,,3,4,1,12.0
"McGovern, Mitch",8,-,3,10,,5,2,6,2,2,7,2,5,2,3,57.0
"McKay, Harry",8,6,4,5,4,6,4,2,5,6,4,6,6,3,8,77.0
"Motlop, Jesse",5,3,6,2,6,4,,-,3,5,6,5,7,,,52.0
"Newman, Nic",5,6,7,-,4,5,9,3,8,6,2,,,8,9,72.0
"OBrien, Lochie",2,1,2,5,,-,,,,,,1,,,,11.0
"Owies, Matthew",3,6,2,,,,,,4,3,6,2,7,6,5,44.0
"Pittonet, Marc",,7,8,8,-,3,11,6,7,9,8,,,2,,69.0
"Plowman, Lachie",,,,,4,,,,,,,,,,,4.0
"Saad, Adam",8,6,8,7,3,,3,7,9,4,2,4,5,3,6,75.0
"Silvagni, Jack",5,4,7,5,10,6,2,8,7,5,,1,8,,11,79.0
"Walsh, Sam",,,,,12,12,5,19,7,9,11,12,8,10,8,113.0
"Weitering, Jacob",7,5,5,3,4,5,3,7,5,3,5,7,6,7,5,77.0
"Young, Lewis",8,4,5,4,4,5,2,4,7,6,,4,3,,6,62.0
Totals,148,136,147,132,130,140,138,155,149,127,144,119,129,135,144,2073.0
Opponent,RI,GE,GW,NM,AD,SK,WC,BL,WB,CW,SY,ME,ES,GC,HW,
