Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Acres, Blake",2,6,3,,4,4,6,2,-,-,7,4,4,2,44.0
"Boyd, Jordan",,,,,,,,,,1,1,1,3,3,9.0
"Carroll, Jack",,,,-,,,,,,,,,,,
"Cerra, Adam",3,5,5,4,6,9,5,7,2,5,2,4,7,6,70.0
"Cincotta, Alex",,,,,,2,3,4,2,,,-,3,3,17.0
"Cottrell, Matthew",,,,,,,,,3,4,7,-,2,4,20.0
"Cowan, Lachlan",1,1,2,2,2,1,,,,,,,,,9.0
"Cripps, Patrick",2,3,6,4,2,4,3,2,3,5,5,2,3,2,46.0
"Cuningham, David",,,,,,,,,,,,,,3,3.0
"Curnow, Charlie",4,1,5,3,4,5,3,2,2,7,5,4,6,1,52.0
"Curnow, Ed",4,2,1,4,4,1,1,3,-,4,4,,1,,29.0
"De Koning, Tom",1,2,1,3,2,,,,,,2,2,-,-,13.0
"Docherty, Sam",2,1,4,1,,,5,1,3,2,2,2,4,2,29.0
"Dow, Paddy",,,,,,,,,,,,2,2,3,7.0
"Durdin, Corey",,1,2,1,1,1,1,2,2,2,1,,,,14.0
"Fisher, Zac",-,2,1,3,2,2,1,,,,,1,,,12.0
"Fogarty, Lachie",,,,,,,,,,,,,,1,1.0
"Hewett, George",2,,4,1,1,1,5,1,2,1,1,,,,19.0
"Hollands, Oliver",-,2,4,4,3,2,4,2,4,1,2,,,,28.0
"Honey, Josh",,,,3,1,3,2,-,,,,,,,9.0
"Kemp, Brodie",,,,,,,1,-,,,-,1,4,2,8.0
"Kennedy, Matthew",5,3,,,2,2,2,5,4,3,2,4,4,6,42.0
"Martin, Jack",2,,,,,,,,,,,,1,-,3.0
"McGovern, Mitch",3,1,1,1,,1,2,3,-,1,1,2,-,1,17.0
"McKay, Harry",6,1,2,3,2,3,3,1,7,1,-,3,1,3,36.0
"Motlop, Jesse",2,1,5,6,1,-,,2,1,3,1,2,2,,26.0
"Newman, Nic",-,3,1,1,2,3,4,-,3,1,-,,,2,20.0
"OBrien, Lochie",1,1,1,1,,-,,,,,,1,,,5.0
"Owies, Matthew",1,2,1,,,,,,-,1,1,1,2,1,10.0
"Pittonet, Marc",,1,1,2,1,1,1,1,-,2,1,,,-,11.0
"Plowman, Lachie",,,,,1,,,,,,,,,,1.0
"Saad, Adam",1,5,5,2,3,,1,1,2,2,4,1,-,2,29.0
"Silvagni, Jack",1,3,4,2,3,3,-,5,1,-,,-,2,,24.0
"Walsh, Sam",,,,,4,3,3,3,9,1,8,2,4,7,44.0
"Weitering, Jacob",1,1,1,-,2,-,-,-,-,1,2,-,1,-,9.0
"Young, Lewis",1,-,1,1,-,1,-,-,-,3,,-,-,,7.0
Totals,45,48,61,52,53,52,56,47,50,51,59,39,56,54,723.0
Opponent,RI,GE,GW,NM,AD,SK,WC,BL,WB,CW,SY,ME,ES,GC,
