Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Acres, Blake",13,16,16,,16,29,26,19,12,16,15,13,15,13,219.0
"Boyd, Jordan",,,,,,,,,,8,6,5,10,8,37.0
"Carroll, Jack",,,,2,,,,,,,,,,,2.0
"Cerra, Adam",13,16,12,12,13,28,23,20,10,29,16,21,18,10,241.0
"Cincotta, Alex",,,,,,22,10,15,5,,,3,15,7,77.0
"Cottrell, Matthew",,,,,,,,,9,7,15,9,10,15,65.0
"Cowan, Lachlan",3,8,9,8,6,8,,,,,,,,,42.0
"Cripps, Patrick",11,12,22,9,6,13,12,8,11,17,9,12,13,13,168.0
"Cuningham, David",,,,,,,,,,,,,,8,8.0
"Curnow, Charlie",4,9,9,6,3,7,6,6,6,9,8,8,9,11,101.0
"Curnow, Ed",12,13,8,14,16,4,13,11,2,15,8,,11,,127.0
"De Koning, Tom",3,5,4,8,4,,,,,,5,2,7,3,41.0
"Docherty, Sam",18,18,30,12,,,15,22,23,22,18,20,24,27,249.0
"Dow, Paddy",,,,,,,,,,,,8,6,5,19.0
"Durdin, Corey",,5,5,6,4,4,6,5,6,5,6,,,,52.0
"Fisher, Zac",6,12,10,20,10,18,19,,,,,10,,,105.0
"Fogarty, Lachie",,,,,,,,,,,,,,5,5.0
"Hewett, George",13,,9,10,9,17,22,16,9,6,2,,,,113.0
"Hollands, Oliver",8,15,10,11,7,19,9,20,8,6,12,,,,125.0
"Honey, Josh",,,,9,3,7,5,5,,,,,,,29.0
"Kemp, Brodie",,,,,,,16,8,,,14,9,14,13,74.0
"Kennedy, Matthew",13,16,,,13,13,4,7,15,14,8,12,13,14,142.0
"Martin, Jack",2,,,,,,,,,,,,5,4,11.0
"McGovern, Mitch",11,9,10,11,,8,5,12,7,3,9,14,7,10,116.0
"McKay, Harry",7,4,5,11,6,11,9,4,10,3,4,6,7,7,94.0
"Motlop, Jesse",5,9,10,10,1,2,,5,5,4,8,7,6,,72.0
"Newman, Nic",9,15,15,16,16,22,23,13,14,12,3,,,12,170.0
"OBrien, Lochie",2,1,5,10,,5,,,,,,7,,,30.0
"Owies, Matthew",8,5,2,,,,,,5,5,5,3,6,3,42.0
"Pittonet, Marc",,3,4,3,-,6,4,7,3,4,3,,,5,42.0
"Plowman, Lachie",,,,,8,,,,,,,,,,8.0
"Saad, Adam",10,19,16,14,8,,18,14,10,9,13,7,16,11,165.0
"Silvagni, Jack",1,8,12,11,5,7,13,8,6,8,,3,6,,88.0
"Walsh, Sam",,,,,13,26,25,11,22,21,19,14,27,19,197.0
"Weitering, Jacob",14,9,10,12,7,16,15,7,9,6,13,7,8,9,142.0
"Young, Lewis",8,7,6,15,7,12,9,10,6,8,,6,7,,101.0
Totals,194,234,239,240,181,304,307,253,213,237,219,206,260,232,3319.0
Opponent,RI,GE,GW,NM,AD,SK,WC,BL,WB,CW,SY,ME,ES,GC,
