Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,Tot
"Bennion, Bill",1,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,1.0
"Bowey, Frank",,,,,-,,,-,-,-,2,1,-,-,-,-,-,3.0
"Burns, Bill",,,,,,,,,,,,,,,-,-,,
"Cheeseman, Henry",,,,,,,,,,,,,,,,,1,1.0
"Clarke, Bert",,,,,,1,2,-,-,,,,,,,,,3.0
"Clarke, Ken",-,-,-,-,-,-,-,-,-,1,-,-,2,-,,-,,3.0
"Coles, Charlie",1,2,-,-,,,1,1,,,,,,,,,,5.0
"Digby, Reg",,,,,,,,,,,,,,,1,-,,1.0
"Donaghy, Mick",-,-,-,-,-,-,,,,,,,,,,,,
"Doull, George",,,,,,,,,-,-,-,-,-,-,-,,-,
"Eason, Bill",1,1,-,-,2,-,2,2,-,2,1,2,1,1,1,1,-,17.0
"Fletcher, Percy",-,-,-,,-,-,-,,,-,-,,-,-,-,-,-,
"Forbes, Ivan",1,4,1,2,1,3,1,1,,,,,,,,,,14.0
"Fox, Joe",,,,,,,,,,,,,,,-,-,,
"Grigg, Dick",-,-,-,-,-,-,-,-,1,-,-,1,1,-,1,,1,5.0
"Holligan, Mick",,,,,,,,,,,,,,,-,,-,
"Horman, George",,,,,,,-,,,,,,,,,,,
"Knell, Jack",,,,,,,,,-,-,-,-,-,,,,,
"McKenzie, Alec",-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,2.0
"McKinley, Bill",,,,,,,,,,,,-,,,,,,
"McLean, Tom",,,,,,,,,,,,,,,,,-,
"McMurrich, Peter",,,,,,,,,,,,-,,,,,,
"Molan, Con",,-,-,-,-,-,,,,,,,,,,,,
"Munday, Jim",,,,,,,1,-,-,-,-,-,-,-,-,-,-,1.0
"Newling, Ernest",-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Quinton, Horrie",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,
"Rankin, Teddy",-,-,-,-,1,-,-,-,-,-,-,-,-,-,2,-,-,3.0
"Rankin, Tom",-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,2.0
"Roberts, Jimmy",-,,,,,,,,,,,,,,,,,
"Stephens, Peter",-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Stodart, Frank",-,-,-,-,,,,,,,,,,-,,,,
"Woods, Ike",3,1,2,3,2,2,2,-,2,-,-,1,-,1,,1,,20.0
"Wright, Jack",-,-,-,-,-,-,-,-,-,-,-,2,-,3,,-,1,6.0
"Young, Henry",,1,,-,-,-,-,-,-,-,-,-,1,1,-,2,-,5.0
Totals,7,10,4,6,6,6,9,4,4,4,4,7,5,6,5,4,3,94.0
Opponent,CW,ES,CA,SM,SK,FI,ME,CW,ES,CA,SM,SK,FI,ME,ES,FI,SM,
