Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,GF,Tot
"Ayres, Gary",1,2,3,3,3,,,,,,,6,1,1,2,7,5,5,6,7,2,,7,5,2,68.0
"Bennett, Andy",,,,,,,,,,3,6,,,,,,,,,,,,,,,9.0
"Brereton, Dermott",6,1,8,7,,,7,2,2,,,,,,,3,3,1,4,6,12,17,3,4,6,92.0
"Buckenara, Gary",9,3,3,7,4,4,4,,,4,8,5,6,3,3,6,5,6,4,2,1,,,2,-,89.0
"Byrne, Michael",1,2,2,6,,9,,,2,3,,,,,,,,,,1,1,5,2,,2,36.0
"Considine, Paul",,,,,,,1,,,3,,2,,,,,,,,,,,,,,6.0
"Curran, Peter",,,,,2,1,,,,,1,,,,,,,,,,,,,,,4.0
"DiPierdomenico, Robert",,,,,3,11,4,5,,,,,1,6,1,6,4,4,3,3,4,1,-,7,5,68.0
"Eade, Rodney",2,3,6,2,,1,3,3,1,,3,4,2,2,10,,5,1,1,4,2,5,2,3,7,72.0
"Flintoff, David",,,,,,,,,,,,,,1,,,,,,,,,,,,1.0
"Fowler, Grant",,,,,,,,,,,,,,,,,,,-,,,,,,,
"Greene, Russell",2,4,6,4,9,4,4,4,3,2,5,5,2,3,2,7,2,2,4,7,7,6,5,4,4,107.0
"Howard, Glenn",,,,,,,,,2,,,,,,,,,,,,,,,,,2.0
"Judge, Ken",5,5,6,-,,,-,,,6,3,8,4,1,2,7,1,,,,6,5,6,1,4,70.0
"Kennedy, John",3,2,3,4,6,8,3,5,4,5,6,,5,1,3,1,5,3,3,3,5,3,4,7,7,99.0
"Knights, Peter",,,,,6,7,8,6,8,7,8,12,7,10,4,7,4,5,8,5,8,5,9,4,6,144.0
"Langford, Chris",,,,,,,,,,8,5,5,2,3,4,1,5,4,1,1,,,,,,39.0
"Loveridge, Richard",-,1,2,1,,4,1,-,3,6,4,-,,,,,,6,,,,4,2,5,10,49.0
"Matthews, Leigh",,3,7,5,7,,2,4,8,1,7,8,5,6,2,6,8,9,4,11,6,,6,5,7,127.0
"McCarthy, Michael",,,,,1,,2,1,,,3,5,2,4,1,5,3,2,3,,,3,2,2,1,40.0
"Mew, Chris",2,2,3,4,3,2,2,1,6,8,3,3,4,6,1,4,4,4,2,5,7,7,2,6,6,97.0
"Moncrieff, Michael",6,2,5,1,2,4,,8,5,4,,-,-,,,,,,,1,,,,,,38.0
"Moore, Kelvin",13,1,2,6,3,3,5,1,4,6,5,4,4,4,2,2,6,3,4,,,7,,,,85.0
"OHalloran, David",3,8,3,2,,,1,2,4,1,-,,,,,,,,,5,4,7,9,3,5,57.0
"Paton, Ian",3,2,3,4,2,2,3,1,1,,,6,5,4,3,9,4,3,4,3,3,-,3,1,5,74.0
"Polkinghorne, David",,,,,3,1,1,4,2,3,2,1,3,1,-,5,1,-,1,5,2,4,1,-,,40.0
"Robertson, Colin",-,3,2,4,1,-,,,,,,,,,-,5,2,4,3,7,2,4,3,6,4,50.0
"Russo, Peter",1,4,-,4,6,2,4,,,,,,,,,,,,,,,,,,,21.0
"Schwab, Peter",4,4,1,3,5,4,-,1,2,5,1,1,6,5,5,1,1,-,3,2,3,4,3,4,5,73.0
"Shields, Russell",,,,,1,6,,3,5,4,1,1,4,2,5,-,,5,1,4,4,8,,,,54.0
"Tuck, Michael",4,4,2,5,3,,,1,4,1,6,3,5,5,5,4,-,,,,7,4,5,2,5,75.0
"Turner, Mark",,,,,,,,4,4,,,,,,,,,,,,,,,,,8.0
"Wade, Scott",-,,,,,3,,,,,,,,,,,,,,,,,,,,3.0
"Wallace, Terry",2,2,5,1,8,5,1,3,6,2,2,1,4,5,2,2,5,2,3,3,3,4,1,3,6,81.0
Totals,67,58,72,73,78,81,56,59,76,82,79,80,72,73,57,88,73,69,62,85,89,103,75,74,97,1878.0
Opponent,FI,SY,SK,FO,CW,RI,NM,ES,CA,ME,GE,FI,SY,SK,FO,CW,RI,NM,ES,CA,ME,GE,FI,NM,ES,
