Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,GF,Tot
"Ayres, Gary",6,5,5,4,4,,,,,,,10,8,1,2,8,7,6,2,9,-,,5,5,8,95.0
"Bennett, Andy",,,,,,,,,,6,8,,,,,,,,,,,,,,,14.0
"Brereton, Dermott",4,4,6,3,,,5,6,7,,,,,,,6,4,4,5,5,9,10,2,7,8,95.0
"Buckenara, Gary",5,6,4,3,4,5,3,,,7,6,11,7,1,4,3,12,4,2,3,4,,,6,-,100.0
"Byrne, Michael",11,3,5,1,,16,,,5,6,,,,,,,,,,4,5,5,3,,3,67.0
"Considine, Paul",,,,,,,2,,,2,,5,,,,,,,,,,,,,,9.0
"Curran, Peter",,,,,7,4,,,,,1,,,,,,,,,,,,,,,12.0
"DiPierdomenico, Robert",,,,,5,11,6,8,,,,,4,2,3,7,5,5,7,8,11,3,1,2,1,89.0
"Eade, Rodney",6,6,12,3,,8,6,8,-,,8,11,5,5,3,,9,6,2,8,6,11,3,2,4,132.0
"Flintoff, David",,,,,,,,,,,,,,1,,,,,,,,,,,,1.0
"Fowler, Grant",,,,,,,,,,,,,,,,,,,1,,,,,,,1.0
"Greene, Russell",6,6,9,4,14,13,9,7,7,8,13,7,7,8,3,14,14,9,12,11,12,14,7,11,11,236.0
"Howard, Glenn",,,,,,,,,6,,,,,,,,,,,,,,,,,6.0
"Judge, Ken",4,3,4,1,,,2,,,3,6,5,4,2,1,4,2,,,,4,5,3,-,5,58.0
"Kennedy, John",12,8,3,6,11,13,5,9,7,13,14,,4,5,2,13,2,9,4,6,10,9,9,10,13,197.0
"Knights, Peter",,,,,4,10,-,6,7,4,4,5,8,5,5,6,6,6,6,6,5,6,5,2,2,108.0
"Langford, Chris",,,,,,,,,,6,3,13,5,9,6,3,6,6,4,5,,,,,,66.0
"Loveridge, Richard",4,4,5,1,,7,5,4,10,16,8,5,,,,,,6,,,,5,1,4,7,92.0
"Matthews, Leigh",,2,3,4,9,,2,4,4,4,11,-,6,2,5,1,2,2,6,5,1,,2,2,1,78.0
"McCarthy, Michael",,,,,4,,4,1,,,5,8,4,6,6,7,3,2,3,,,11,5,6,7,82.0
"Mew, Chris",5,1,4,5,5,4,3,3,6,3,6,6,8,3,3,6,12,8,3,-,7,11,4,6,6,128.0
"Moncrieff, Michael",2,-,3,4,1,3,,3,1,2,,-,-,,,,,,,-,,,,,,19.0
"Moore, Kelvin",10,3,-,3,1,1,3,3,2,4,3,2,1,-,1,3,5,2,4,,,7,,,,58.0
"OHalloran, David",8,5,3,5,,,5,6,5,-,7,,,,,,,,,7,6,7,7,3,8,82.0
"Paton, Ian",9,5,5,7,5,4,10,9,3,,,9,14,7,6,11,10,13,5,6,13,5,6,7,8,177.0
"Polkinghorne, David",,,,,4,13,3,10,12,10,12,8,6,1,2,12,2,1,10,17,5,10,7,-,,145.0
"Robertson, Colin",4,5,5,9,7,2,,,,,,,,,-,7,12,9,15,15,5,14,10,8,15,142.0
"Russo, Peter",5,8,3,2,3,12,3,,,,,,,,,,,,,,,,,,,36.0
"Schwab, Peter",4,5,4,2,12,11,5,-,3,9,4,12,10,7,3,2,8,-,4,11,8,12,3,5,8,152.0
"Shields, Russell",,,,,4,9,,2,7,5,-,6,6,3,1,4,,7,3,4,6,7,,,,74.0
"Tuck, Michael",4,6,3,3,4,,,5,4,7,7,3,7,4,2,6,1,,,,8,5,5,9,5,98.0
"Turner, Mark",,,,,,,,4,8,,,,,,,,,,,,,,,,,12.0
"Wade, Scott",1,,,,,7,,,,,,,,,,,,,,,,,,,,8.0
"Wallace, Terry",10,6,7,5,1,6,3,5,11,6,9,5,11,6,3,6,6,11,3,5,9,9,7,9,7,166.0
Totals,120,91,93,75,109,159,84,103,115,121,135,131,125,78,61,129,128,116,101,135,134,166,95,104,127,2835.0
Opponent,FI,SY,SK,FO,CW,RI,NM,ES,CA,ME,GE,FI,SY,SK,FO,CW,RI,NM,ES,CA,ME,GE,FI,NM,ES,
