Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,Tot
"Ainsworth, Ben",3,3,5,8,2,6,5,,,3,5,1,6,8,55.0
"Anderson, Noah",1,4,1,3,6,8,9,4,3,3,3,4,7,7,63.0
"Andrew, Mac",,,,4,4,7,,,4,9,7,,1,7,43.0
"Atkins, Rory",,,,,,,11,6,8,7,2,3,3,4,44.0
"Ballard, Charlie",3,1,5,7,9,8,12,11,11,9,5,5,6,7,99.0
"Berry, Tom",,,,,,,,3,2,1,2,2,-,,10.0
"Casboult, Levi",2,3,7,3,,3,,6,,4,3,6,7,7,51.0
"Chol, Mabior",1,,,,3,6,3,1,3,,,,,,17.0
"Collins, Sam",4,11,4,11,2,7,10,5,2,7,5,7,2,8,85.0
"Constable, Charlie",4,8,,,,,,,,,,,,,12.0
"Davies, Alex",2,,,,,,2,-,2,3,-,1,2,,12.0
"Day, Sam",,,,,,,,,5,1,,,,,6.0
"Ellis, Brandon",,,,,4,9,8,3,2,4,,,,9,39.0
"Farrar, Jy",3,,4,,,,,,,,1,3,,,11.0
"Fiorini, Brayden",1,1,,,1,4,9,5,4,5,2,3,8,7,50.0
"Flanders, Sam",2,6,3,,,,,7,,,,,,6,24.0
"Hollands, Elijah",3,4,4,2,,,,,,,,,,,13.0
"Holman, Nick",3,5,2,4,3,3,4,,,3,2,1,-,1,31.0
"Humphrey, Bailey",,,,1,3,4,-,1,5,4,1,1,4,2,26.0
"Jeffrey, Joel",-,3,2,-,,,,,,,3,6,2,,16.0
"King, Ben",1,2,4,-,3,5,5,2,7,4,3,2,5,5,48.0
"Lemmens, Sean",,,,,4,7,5,5,3,5,,,,,29.0
"Long, Ben",1,2,2,2,3,3,5,1,,,2,2,4,5,32.0
"Lukosius, Jack",3,6,9,3,12,10,5,7,7,4,3,4,7,7,87.0
"Macpherson, Darcy",5,5,9,4,11,10,9,7,4,5,3,3,5,8,88.0
"Miller, Touk",1,3,4,2,2,3,,,,,,,,,15.0
"Moyle, Ned",,,,-,-,,,,,,,,,,
"Oea, Hewago",,,2,-,,,,,3,,,,,2,7.0
"Powell, Wil",,,2,6,4,6,13,11,7,4,2,4,4,12,75.0
"Rosas, Malcolm",,1,2,-,1,3,3,2,2,2,1,-,3,3,23.0
"Rowell, Matt",2,4,1,-,3,1,4,2,1,2,2,-,2,2,26.0
"Sexton, Alex",,2,1,1,1,,2,,,,,,-,,7.0
"Swallow, David",3,4,2,2,10,3,5,4,-,5,3,1,4,-,46.0
"Tsitas, James",,,,,,,,-,2,,,,,,2.0
"Uwland, Bodhi",3,2,,,,,,,,,,-,,,5.0
"Weller, Lachie",,7,7,8,5,14,5,,,,,,,6,52.0
"Witts, Jarrod",5,4,1,,,5,1,1,4,1,2,1,1,5,31.0
Totals,56,91,83,71,96,135,135,94,91,95,62,60,83,128,1280.0
Opponent,SY,ES,GE,SK,FR,NM,RI,ME,WC,BL,WB,AD,CA,HW,
