Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,Tot
"Ainsworth, Ben",-,-,-,-,-,-,-,,,-,-,-,-,-,
"Anderson, Noah",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Andrew, Mac",,,,-,-,-,,,-,-,-,,-,-,
"Atkins, Rory",,,,,,,-,-,-,-,-,-,-,-,
"Ballard, Charlie",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Berry, Tom",,,,,,,,-,-,-,-,-,-,,
"Casboult, Levi",3,3,3,11,,4,,-,,3,4,8,4,10,53.0
"Chol, Mabior",2,,,,6,2,7,2,2,,,,,,21.0
"Collins, Sam",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Constable, Charlie",-,-,,,,,,,,,,,,,
"Davies, Alex",-,,,,,,-,-,-,-,-,-,-,,
"Day, Sam",,,,,,,,,2,-,,,,,2.0
"Ellis, Brandon",,,,,-,-,-,-,-,-,,,,-,
"Farrar, Jy",-,,-,,,,,,,,-,-,,,
"Fiorini, Brayden",-,-,,,-,-,-,-,-,-,-,-,-,-,
"Flanders, Sam",-,-,-,,,,,-,,,,,,-,
"Hollands, Elijah",-,-,-,-,,,,,,,,,,,
"Holman, Nick",-,-,-,-,-,-,-,,,-,-,-,-,-,
"Humphrey, Bailey",,,,-,-,-,-,-,-,-,-,-,-,-,
"Jeffrey, Joel",-,-,-,-,,,,,,,-,-,-,,
"King, Ben",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Lemmens, Sean",,,,,-,-,-,-,-,-,,,,,
"Long, Ben",-,-,-,-,-,-,-,-,,,-,-,-,-,
"Lukosius, Jack",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Macpherson, Darcy",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Miller, Touk",-,-,-,-,-,-,,,,,,,,,
"Moyle, Ned",,,,35,18,,,,,,,,,,53.0
"Oea, Hewago",,,-,-,,,,,-,,,,,-,
"Powell, Wil",,,-,-,-,-,-,-,-,-,-,-,-,-,
"Rosas, Malcolm",,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Rowell, Matt",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Sexton, Alex",,-,-,-,-,,-,,,,,,-,,
"Swallow, David",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Tsitas, James",,,,,,,,-,-,,,,,,
"Uwland, Bodhi",-,-,,,,,,,,,,-,,,
"Weller, Lachie",,-,-,-,-,-,-,,,,,,,-,
"Witts, Jarrod",51,36,35,,,21,35,35,48,51,51,48,45,26,482.0
Totals,56,39,38,46,24,27,42,37,52,54,55,56,49,36,611.0
Opponent,SY,ES,GE,SK,FR,NM,RI,ME,WC,BL,WB,AD,CA,HW,
