Player,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces
"Baldwin, Kaine",R1,essendon,HW,,,,,,,,,,,,,,,,,,,,,,,
"Bryan, Nick",R1,essendon,HW,,,,,,,,,,,,,,,,,,,,,,,
"Caldwell, Jye",R1,essendon,HW,16.0,9.0,7.0,1.0,0.0,2.0,3.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,78,-,0.0,0.0,0.0
"DAmbrosio, Massimo",R1,essendon,HW,,,,,,,,,,,,,,,,,,,,,,,
"Davey, Alwyn",R1,essendon,HW,9.0,7.0,2.0,1.0,0.0,5.0,0.0,3.0,4.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,78,-,3.0,1.0,2.0
"Draper, Sam",R1,essendon,HW,8.0,7.0,1.0,2.0,0.0,1.0,2.0,1.0,9.0,1.0,11.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,77,-,5.0,3.0,0.0
"Durham, Sam",R1,essendon,HW,19.0,12.0,7.0,1.0,0.0,6.0,3.0,3.0,10.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,76,-,0.0,4.0,0.0
"Guelfi, Matt",R1,essendon,HW,,,,,,,,,,,,,,,,,,,,,,,
"Heppell, Dyson",R1,essendon,HW,16.0,8.0,8.0,1.0,0.0,5.0,0.0,1.0,7.0,9.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,81,-,3.0,1.0,1.0
"Hind, Nick",R1,essendon,HW,,,,,,,,,,,,,,,,,,,,,,,
"Hobbs, Ben",R1,essendon,HW,,,,,,,,,,,,,,,,,,,,,,,
"Jones, Harry",R1,essendon,HW,12.0,6.0,6.0,1.0,1.0,6.0,1.0,0.0,5.0,7.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,62,Off,2.0,1.0,0.0
"Kelly, Jake",R1,essendon,HW,16.0,8.0,8.0,0.0,0.0,5.0,0.0,1.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,95,-,2.0,0.0,0.0
"Langford, Kyle",R1,essendon,HW,22.0,17.0,5.0,0.0,1.0,10.0,0.0,3.0,4.0,18.0,0.0,3.0,0.0,1.0,0.0,3.0,3.0,3.0,91,-,5.0,3.0,0.0
"Laverde, Jayden",R1,essendon,HW,22.0,11.0,11.0,0.0,0.0,14.0,0.0,0.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,93,-,3.0,0.0,0.0
