Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Addison, Dylan",2014,R1,gws,SY,9.0,3.0,6.0,0.0,1.0,3.0,0.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,89,-,2.0,2.0,0.0,0.0
"Boyd, Tom",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Bugg, Tomas",2014,R1,gws,SY,11.0,10.0,1.0,0.0,0.0,3.0,2.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,87,-,2.0,2.0,0.0,0.0
"Buntine, Matt",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Cameron, Jeremy",2014,R1,gws,SY,9.0,7.0,2.0,4.0,0.0,2.0,0.0,0.0,5.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,88,-,0.0,3.0,0.0,0.0
"Coniglio, Stephen",2014,R1,gws,SY,27.0,18.0,9.0,1.0,0.0,2.0,7.0,11.0,11.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,79,-,3.0,2.0,0.0,2.0
"Corr, Aidan",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Davis, Phil",2014,R1,gws,SY,7.0,7.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,6.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,96,-,3.0,4.0,0.0,0.0
"Frost, Sam",2014,R1,gws,SY,12.0,8.0,4.0,1.0,0.0,5.0,1.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,88,-,0.0,5.0,1.0,0.0
"Giles, Jonathan",2014,R1,gws,SY,7.0,6.0,1.0,0.0,2.0,2.0,1.0,1.0,6.0,2.0,10.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,93,-,2.0,5.0,0.0,0.0
"Gilham, Stephen",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Golds, Tim",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Greene, Toby",2014,R1,gws,SY,23.0,13.0,10.0,1.0,0.0,3.0,7.0,3.0,12.0,10.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,81,-,3.0,1.0,0.0,0.0
"Hampton, Curtly",2014,R1,gws,SY,16.0,8.0,8.0,0.0,0.0,2.0,1.0,2.0,10.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,87,-,3.0,5.0,1.0,0.0
"Haynes, Nick",2014,R1,gws,SY,21.0,15.0,6.0,0.0,0.0,4.0,2.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,93,-,4.0,10.0,0.0,0.0
"Hoskin-Elliott, Will",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Hunt, Josh",2014,R1,gws,SY,18.0,15.0,3.0,0.0,0.0,7.0,1.0,7.0,6.0,11.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,5.0,82,-,4.0,3.0,0.0,0.0
"Jaksch, Kristian",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Kelly, Josh",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Kennedy, Adam",2014,R1,gws,SY,15.0,10.0,5.0,1.0,0.0,4.0,1.0,3.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,81,-,2.0,5.0,0.0,0.0
"Lamb, Jed",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Lobb, Rory",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"McCarthy, Cam",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Mohr, Tim",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Mumford, Shane",2014,R1,gws,SY,13.0,3.0,10.0,0.0,1.0,5.0,5.0,7.0,8.0,5.0,45.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,86,-,3.0,5.0,0.0,3.0
"ORourke, Jonathan",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Palmer, Rhys",2014,R1,gws,SY,4.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,Off,1.0,0.0,0.0,0.0
"Patton, Jonathon",2014,R1,gws,SY,13.0,9.0,4.0,3.0,1.0,4.0,1.0,3.0,11.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,5.0,1.0,84,-,3.0,1.0,0.0,0.0
"Phillips, Andrew",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Plowman, Lachie",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Scully, Tom",2014,R1,gws,SY,19.0,6.0,13.0,1.0,1.0,1.0,4.0,6.0,13.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,87,-,0.0,0.0,0.0,0.0
"Shaw, Heath",2014,R1,gws,SY,20.0,19.0,1.0,0.0,0.0,5.0,1.0,3.0,5.0,13.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,6.0,88,-,5.0,3.0,0.0,0.0
"Shiel, Dylan",2014,R1,gws,SY,7.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49,On,0.0,1.0,0.0,0.0
"Smith, Devon",2014,R1,gws,SY,11.0,8.0,3.0,1.0,0.0,3.0,1.0,4.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,83,-,2.0,0.0,0.0,0.0
"Stewart, James",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Sumner, Liam",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Tomlinson, Adam",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Townsend, Jacob",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Treloar, Adam",2014,R1,gws,SY,34.0,16.0,18.0,0.0,1.0,2.0,8.0,8.0,15.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,84,-,2.0,0.0,3.0,1.0
"Ward, Callan",2014,R1,gws,SY,31.0,18.0,13.0,1.0,0.0,2.0,11.0,5.0,24.0,6.0,3.0,1.0,0.0,1.0,2.0,2.0,5.0,5.0,86,-,5.0,1.0,0.0,0.0
"Whiley, Mark",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Whitfield, Lachie",2014,R1,gws,SY,21.0,14.0,7.0,1.0,0.0,3.0,0.0,3.0,6.0,14.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,80,-,2.0,4.0,2.0,0.0
"Williams, Zac",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Wilson, Nathan",2014,R1,gws,SY,,,,,,,,,,,,,,,,,,,,,,,,
"Addison, Dylan",2014,R2,gws,SK,12.0,7.0,5.0,0.0,0.0,5.0,0.0,2.0,5.0,8.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,89,-,2.0,4.0,0.0,0.0
"Boyd, Tom",2014,R2,gws,SK,,,,,,,,,,,,,,,,,,,,,,,,
"Bugg, Tomas",2014,R2,gws,SK,18.0,9.0,9.0,0.0,0.0,3.0,3.0,5.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,85,-,0.0,2.0,0.0,0.0
"Buntine, Matt",2014,R2,gws,SK,,,,,,,,,,,,,,,,,,,,,,,,
